seed,arm,analysis,context,view,timing_label,target,variant,model,population,clinical_contract,n,n_positive,n_negative,n_classes,auroc,auprc,balanced_accuracy,brier,visit,r0_auroc,delta_auroc_vs_r0
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,R1,R1,full_808,,808,453.0,355.0,2,0.5600907875509126,0.6055239367682413,0.5470913782918261,0.25756587948881504,T0,0.5142430743400803,0.04584771321083225
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,R2,R2,full_808,,808,453.0,355.0,2,0.5073034231881354,0.5617561704583501,0.514466934054659,0.28512942855939555,T0,0.5142430743400803,-0.006939651151944948
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,R3,R3,full_808,,808,453.0,355.0,2,0.5079128190778224,0.5674156165016045,0.5135528402201288,0.25827677217731826,T0,0.5142430743400803,-0.0063302552622579444
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,R4,R4,full_808,,808,453.0,355.0,2,0.5217112831514473,0.567929098240547,0.5191337872710879,0.33011272273928305,T0,0.5142430743400803,0.007468208811367005
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,R5,R5,full_808,,808,453.0,355.0,2,0.4822933184093524,0.5519051682968541,0.49619127568945687,0.3779454971013738,T0,0.5142430743400803,-0.03194975593072791
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,R5_RP192,R5_RP192,full_808,,808,453.0,355.0,2,0.556061312688493,0.6062551482823748,0.5363119112023131,0.27890622601611137,T0,0.5142430743400803,0.041818238348412695
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,S1,S1,full_808,,808,453.0,355.0,2,0.5660168516618475,0.6159903071580854,0.5467058421167179,0.257222145148484,T0,0.5142430743400803,0.051773777321767134
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,S2,S2,full_808,,808,453.0,355.0,2,0.5258215962441315,0.5828134429863976,0.5431582874731835,0.28647517782926923,T0,0.5142430743400803,0.011578521904051176
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,S3,S3,full_808,,808,453.0,355.0,2,0.5076392127600037,0.5656000205256753,0.5058327892298604,0.26824956266984384,T0,0.5142430743400803,-0.006603861580076642
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,S4,S4,full_808,,808,453.0,355.0,2,0.5332587134284738,0.5874720978443245,0.5446537947330784,0.253935500613667,T0,0.5142430743400803,0.019015639088393432
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,HR,S5,S5,full_808,,808,453.0,355.0,2,0.5203805615147841,0.5841511589520441,0.5242172682896497,0.3043640715540752,T0,0.5142430743400803,0.0061374871747037485
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,R0,R0,full_808,,808,,,4,0.5153407877360925,0.266559295597069,0.2652229766264657,,T0,0.5153407877360925,0.0
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,R1,R1,full_808,,808,,,4,0.5030607859315647,0.2572480275928346,0.2728129281237527,,T0,0.5153407877360925,-0.012280001804527818
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,R2,R2,full_808,,808,,,4,0.523804244072142,0.26906757020674504,0.2607594493991434,,T0,0.5153407877360925,0.008463456336049502
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,R3,R3,full_808,,808,,,4,0.5073866257881714,0.24748245880036918,0.22899780780412293,,T0,0.5153407877360925,-0.00795416194792109
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,R4,R4,full_808,,808,,,4,0.5343562228002501,0.2778124486308226,0.2728121612091563,,T0,0.5153407877360925,0.019015435064157593
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,R5,R5,full_808,,808,,,4,0.520699335703831,0.26765600911695164,0.2553538560803012,,T0,0.5153407877360925,0.005358547967738492
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,R5_RP192,R5_RP192,full_808,,808,,,4,0.5472491395079497,0.28348451958136966,0.27971036416813194,,T0,0.5153407877360925,0.031908351771857246
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,S1,S1,full_808,,808,,,4,0.5372976690599048,0.27953345491768,0.2758743921991133,,T0,0.5153407877360925,0.02195688132381235
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,S2,S2,full_808,,808,,,4,0.5172254201698463,0.2688154920046971,0.25564273848178554,,T0,0.5153407877360925,0.0018846324337538078
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,S3,S3,full_808,,808,,,4,0.5226900394853295,0.2568528514959303,0.24950305619680477,,T0,0.5153407877360925,0.007349251749237062
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,S4,S4,full_808,,808,,,4,0.5233059906470496,0.27154395327223546,0.2768625237322143,,T0,0.5153407877360925,0.007965202910957148
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T0,,subtype_4class,S5,S5,full_808,,808,,,4,0.5268657114284178,0.2694791982243975,0.2616504693180225,,T0,0.5153407877360925,0.011524923692325273
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T1,,HER2,R0,R0,full_808,,808,201.0,607.0,2,0.549165211832108,0.28350595963490227,0.513962313637742,0.24882216480620184,T1,0.549165211832108,0.0
2026,LOCAL0,phenotype,MRI_ONLY_STATIC,T1,,HER2,R1,R1,full_808,,808,201.0,607.0,2,0.520937323268337,0.26804079555687776,0.5015081101903989,0.26184529322690303,T1,0.549165211832108,-0.02822788856377101
