analysis,population,seed,arm,fold,view,target,variant,clinical_contract,selected_c,validation_auroc,validation_auprc,threshold,train_rows,validation_rows,test_rows,feature_dim,class_weight,c_grid
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.698780487804878,,0.422616935866045,242,61,72,162,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.6951219512195121,,0.2709992928244959,242,61,72,290,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T1,pCR,P1_res,,0.01,0.6304878048780488,,0.3670470191338889,242,61,72,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T1,pCR,P3_res,,0.01,0.5902439024390245,,0.4104748891273732,242,61,72,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T1,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7634146341463415,,0.44297615346424224,242,61,72,291,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T1,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.748780487804878,,0.4237031664329376,242,61,72,547,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T2,pCR,P1_res,,0.01,0.6121951219512195,,0.4122904337970927,242,61,72,384,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T2,pCR,P3_res,,0.01,0.5939024390243902,,0.394754215667833,242,61,72,768,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T2,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7597560975609755,,0.5377544794350473,242,61,72,420,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T2,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.7060975609756097,,0.5267155841082619,242,61,72,804,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T3,pCR,P1_res,,0.01,0.6231707317073171,,0.37503384426599806,242,61,72,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T3,pCR,P3_res,,0.01,0.6012195121951219,,0.4306770346833464,242,61,72,1024,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T3,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7597560975609756,,0.5273526213879243,242,61,72,549,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,3,T0-T3,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.7134146341463414,,0.5202923303406457,242,61,72,1061,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0,pCR,P1_res,,100.0,0.6619565217391304,,0.11841026847282267,225,66,84,128,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0,pCR,P3_res,,0.1,0.6304347826086956,,0.3062576970543218,225,66,84,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.6858695652173914,,0.4675555702744225,225,66,84,163,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.6902173913043479,,0.29021794449352967,225,66,84,291,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T1,pCR,P1_res,,0.0001,0.5771739130434782,,0.5102336330229176,225,66,84,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T1,pCR,P3_res,,0.0001,0.5641304347826086,,0.49090537833516673,225,66,84,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T1,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.6891304347826086,,0.47729955408238023,225,66,84,292,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T1,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.6391304347826087,,0.41221416855239723,225,66,84,548,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T2,pCR,P1_res,,0.0001,0.5717391304347826,,0.5178897721583907,225,66,84,384,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T2,pCR,P3_res,,0.0001,0.575,,0.496858058360958,225,66,84,768,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T2,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.7119565217391305,,0.29278062243577796,225,66,84,421,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T2,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.683695652173913,,0.7016317109706293,225,66,84,805,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T3,pCR,P1_res,,0.0001,0.5630434782608695,,0.5038895996453931,225,66,84,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T3,pCR,P3_res,,0.0001,0.5652173913043479,,0.5117067892508235,225,66,84,1024,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T3,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.6782608695652175,,0.6068384618155709,225,66,84,550,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL0,4,T0-T3,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.625,,0.5321633793081195,225,66,84,1062,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0,pCR,P1_res,,0.1,0.5210526315789474,,0.2562802667731581,247,59,69,128,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0,pCR,P3_res,,0.01,0.5407894736842105,,0.42123625977384344,247,59,69,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7986842105263158,,0.40616708184822486,247,59,69,162,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.7828947368421053,,0.3669756900247378,247,59,69,290,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T1,pCR,P1_res,,1.0,0.6473684210526315,,0.5523640608118745,247,59,69,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T1,pCR,P3_res,,0.1,0.6394736842105263,,0.39659860991226475,247,59,69,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T1,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.8447368421052632,,0.4224648640639517,247,59,69,291,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T1,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.8131578947368421,,0.42820677555738257,247,59,69,547,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T2,pCR,P1_res,,0.1,0.7039473684210525,,0.343918961025412,247,59,69,384,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T2,pCR,P3_res,,0.1,0.6881578947368421,,0.4948713365619733,247,59,69,768,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T2,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.881578947368421,,0.4336382239459194,247,59,69,420,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T2,pCR,C+F+P3_res,C2_full_with_treatment,1.0,0.8697368421052631,,0.5887086679260709,247,59,69,804,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T3,pCR,P1_res,,1.0,0.7013157894736842,,0.40861981319708024,247,59,69,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T3,pCR,P3_res,,10.0,0.6921052631578948,,0.5965567258066031,247,59,69,1024,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T3,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.8526315789473684,,0.31329246937385324,247,59,69,549,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,0,T0-T3,pCR,C+F+P3_res,C2_full_with_treatment,10.0,0.8631578947368421,,0.3968279830806271,247,59,69,1061,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0,pCR,P1_res,,0.1,0.6210317460317459,,0.2826059064245128,239,69,67,128,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0,pCR,P3_res,,0.01,0.6041666666666667,,0.5,239,69,67,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.6984126984126985,,0.4259375317086,239,69,67,163,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.6954365079365079,,0.4708590920405129,239,69,67,291,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T1,pCR,P1_res,,0.01,0.6369047619047619,,0.386584885117271,239,69,67,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T1,pCR,P3_res,,100.0,0.6785714285714285,,0.11116996553487687,239,69,67,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T1,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7351190476190477,,0.44966165927511736,239,69,67,292,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T1,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.7400793650793651,,0.5,239,69,67,548,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T2,pCR,P1_res,,0.01,0.5783730158730159,,0.3069238993242695,239,69,67,384,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T2,pCR,P3_res,,0.01,0.6121031746031745,,0.31848981322024517,239,69,67,768,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T2,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.6964285714285714,,0.44615814177728624,239,69,67,421,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T2,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.6984126984126984,,0.5320329672332904,239,69,67,805,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T3,pCR,P1_res,,100.0,0.5892857142857143,,0.9894239769185228,239,69,67,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T3,pCR,P3_res,,1.0,0.623015873015873,,0.8167571865981891,239,69,67,1024,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T3,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.6934523809523809,,0.3214847474924342,239,69,67,550,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,1,T0-T3,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.6785714285714286,,0.4419315760110191,239,69,67,1062,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0,pCR,P1_res,,10.0,0.6151260504201681,,0.06787317491562884,240,52,83,128,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0,pCR,P3_res,,0.1,0.5663865546218487,,0.357514313543689,240,52,83,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.7109243697478992,,0.2403355040729606,240,52,83,163,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.6689075630252102,,0.3987757961105989,240,52,83,291,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T1,pCR,P1_res,,1.0,0.6319327731092437,,0.5257561360364305,240,52,83,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T1,pCR,P3_res,,10.0,0.584873949579832,,0.14820089380141435,240,52,83,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T1,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.7647058823529412,,0.43280342847502035,240,52,83,292,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T1,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.7058823529411764,,0.25150440629161674,240,52,83,548,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T2,pCR,P1_res,,1.0,0.6403361344537815,,0.7157129881892561,240,52,83,384,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T2,pCR,P3_res,,0.1,0.653781512605042,,0.36842543602500266,240,52,83,768,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T2,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.8050420168067226,,0.41360349763196624,240,52,83,421,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T2,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.7563025210084033,,0.6581683264055176,240,52,83,805,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T3,pCR,P1_res,,0.001,0.5899159663865546,,0.5213833983345236,240,52,83,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T3,pCR,P3_res,,1.0,0.5882352941176471,,0.5,240,52,83,1024,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T3,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.7411764705882353,,0.6121945736480179,240,52,83,550,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,2,T0-T3,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.6907563025210084,,0.5968691621028044,240,52,83,1062,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0,pCR,P1_res,,0.01,0.551219512195122,,0.4110410735653345,242,61,72,128,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0,pCR,P3_res,,0.01,0.5939024390243902,,0.41197268003263204,242,61,72,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7097560975609756,,0.42879079045068214,242,61,72,162,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.7109756097560975,,0.4375445175496806,242,61,72,290,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T1,pCR,P1_res,,0.01,0.6195121951219512,,0.3794157922596228,242,61,72,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T1,pCR,P3_res,,0.01,0.5585365853658537,,0.33671068140358257,242,61,72,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T1,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7682926829268293,,0.46764929505568015,242,61,72,291,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T1,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.7524390243902439,,0.44608102110943326,242,61,72,547,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T2,pCR,P1_res,,0.01,0.5890243902439025,,0.4582195261212451,242,61,72,384,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T2,pCR,P3_res,,0.01,0.5865853658536585,,0.46463437058881824,242,61,72,768,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T2,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7426829268292683,,0.48997948582977396,242,61,72,420,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T2,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.6841463414634146,,0.5405996828770276,242,61,72,804,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T3,pCR,P1_res,,0.01,0.5951219512195122,,0.4996399503638232,242,61,72,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T3,pCR,P3_res,,0.01,0.5902439024390244,,0.43682322536270746,242,61,72,1024,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T3,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.7304878048780488,,0.5603557937064422,242,61,72,549,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,3,T0-T3,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.6829268292682926,,0.5278728717949837,242,61,72,1061,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0,pCR,P1_res,,0.001,0.6326086956521739,,0.4927134077052341,225,66,84,128,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0,pCR,P3_res,,0.001,0.6380434782608697,,0.4951179274397003,225,66,84,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0,pCR,C+F+P1_res,C2_full_with_treatment,0.001,0.6902173913043478,,0.498007819627028,225,66,84,163,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0,pCR,C+F+P3_res,C2_full_with_treatment,0.001,0.6945652173913043,,0.5112689062412524,225,66,84,291,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T1,pCR,P1_res,,0.0001,0.576086956521739,,0.5075414594554667,225,66,84,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T1,pCR,P3_res,,0.0001,0.5652173913043479,,0.5010475684281821,225,66,84,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T1,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.6706521739130434,,0.4672124500378017,225,66,84,292,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T1,pCR,C+F+P3_res,C2_full_with_treatment,0.001,0.6304347826086957,,0.5,225,66,84,548,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T2,pCR,P1_res,,0.0001,0.566304347826087,,0.5,225,66,84,384,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T2,pCR,P3_res,,0.0001,0.5913043478260869,,0.4974353702551719,225,66,84,768,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T2,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.7010869565217391,,0.3186059094078684,225,66,84,421,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T2,pCR,C+F+P3_res,C2_full_with_treatment,0.01,0.6891304347826087,,0.5229727153214245,225,66,84,805,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T3,pCR,P1_res,,0.0001,0.5630434782608696,,0.5047389600161315,225,66,84,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T3,pCR,P3_res,,0.0001,0.5804347826086956,,0.4902928347354717,225,66,84,1024,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T3,pCR,C+F+P1_res,C2_full_with_treatment,0.01,0.666304347826087,,0.5083901974214862,225,66,84,550,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,2026,LOCAL3,4,T0-T3,pCR,C+F+P3_res,C2_full_with_treatment,0.001,0.6195652173913044,,0.4873132440195216,225,66,84,1062,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,3026,LOCAL0,0,T0,pCR,P1_res,,0.0001,0.506578947368421,,0.5061644496323086,247,59,69,128,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,3026,LOCAL0,0,T0,pCR,P3_res,,0.1,0.4986842105263158,,0.5935339701606,247,59,69,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,3026,LOCAL0,0,T0,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.7736842105263158,,0.1890035838058083,247,59,69,162,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,3026,LOCAL0,0,T0,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.7710526315789473,,0.15695010859850717,247,59,69,290,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,3026,LOCAL0,0,T0-T1,pCR,P1_res,,1.0,0.6144736842105262,,0.4352365829331871,247,59,69,256,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,3026,LOCAL0,0,T0-T1,pCR,P3_res,,0.1,0.5723684210526315,,0.4937690752129642,247,59,69,512,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,3026,LOCAL0,0,T0-T1,pCR,C+F+P1_res,C2_full_with_treatment,0.1,0.8236842105263158,,0.37175723974649033,247,59,69,291,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
residualized_pcr,ftv_complete_375,3026,LOCAL0,0,T0-T1,pCR,C+F+P3_res,C2_full_with_treatment,0.1,0.8013157894736841,,0.25405023432560614,247,59,69,547,none,"[0.0001,0.001,0.01,0.1,1.0,10.0,100.0]"
