epoch,arm,architecture,seed_base,fold,effective_seed,patient_order_sha256,dropped_logical_tail_patients,train_loss,train_base_loss,train_state_loss,train_ftv_loss,train_grounded_patients,train_representation_std,train_optimizer_steps,val_loss,val_base_objective,val_state_loss,val_ftv_loss,val_grounded_patients,val_representation_std,finite
3,GAP3,GAP,2026,4,2030,af0f11e1ee645d40db809b6ec442d4d8375ccc1f567b99ba57cfd1cd39d7dad6,25,1.0317142780284296,0.963147172704339,0.1377632030751556,0.2742684212963626,213.0,0.5977088809013367,20.0,0.8485626610221736,0.7860300866040316,0.0908623557876456,0.2501302976725679,66.0,0.6336923241615295,True
4,GAP3,GAP,2026,4,2030,d7b96b316ad81723bd7f658433a53439849bdcba285d7c6a3e8eb043b510b1eb,25,0.9209982835752673,0.8546224292367697,0.137178642116487,0.2655034173539904,215.0,0.6422904133796692,20.0,0.828982172841745,0.7645278311957998,0.1208934454816924,0.2578173665837808,66.0,0.6506024599075317,True
5,GAP3,GAP,2026,4,2030,db42997f33371b37c7a0d2bebb6073dc55dbd16bc02f2fa9fe29b378a1392662,25,0.9263894211814934,0.8630403924733401,0.1665856088977307,0.2533961148326134,215.0,0.6544182896614075,20.0,0.8471063781586109,0.7844246084039862,0.1592761195641903,0.2507270790184989,66.0,0.6592869162559509,True
6,GAP3,GAP,2026,4,2030,2b94108e96560ea56091a9d5f23d6918a15954c826417330c9fa07ad95d602e1,25,0.9433474890921758,0.8817902214825153,0.204434012575075,0.2462290704386419,219.0,0.6588128209114075,20.0,0.8667419039318467,0.8061070870762029,0.2100018432810287,0.2425392674225749,66.0,0.6612377166748047,True
7,GAP3,GAP,2026,4,2030,cf018c6e39f5ac8ea9b29f0b6f5da9f721549daa75987fed8db0ce4e969c9000,25,0.9450755964955924,0.8840138167142868,0.2383022976573556,0.2442471191252224,214.0,0.6687154769897461,20.0,0.8979476889256727,0.8378973278132352,0.2265938451467467,0.2402014444497498,66.0,0.6787888407707214,True
1,LOCAL0,LOCAL,2026,0,2026,ff7209b5cc5772ee2a9c7c528ff3e43384ce34c8529d48fad1c18ae3732de38d,24,2.252325998991728,2.252325998991728,1.179456276074052,0.0,0.0,0.7011368274688721,20.0,1.5227309593484422,1.5227309593484422,0.7056991615571266,0.0,0.0,0.7649042010307312,True
2,LOCAL0,LOCAL,2026,0,2026,4c81e4df44829f8c7af577c6769a29351055fddf489f913b789afd011fb07cf2,24,1.3298270016908649,1.3298270016908649,0.5566279938444495,0.0,0.0,0.8172404170036316,20.0,1.0237448087408525,1.0237448087408525,0.3890348667940818,0.0,0.0,0.8282595276832581,True
3,LOCAL0,LOCAL,2026,0,2026,460601f2740d07da728e05cc03e9dd7fe52ed56a3043ad0ae742dd6ced687458,24,1.0199833501130342,1.0199833501130342,0.4063501462340355,0.0,0.0,0.8477209210395813,20.0,0.9107672424355814,0.9107672424355814,0.3874901853317071,0.0,0.0,0.8509114384651184,True
4,LOCAL0,LOCAL,2026,0,2026,d68d66f3dc4b2424234fe8070c35f7237d55584de4657debefbf3bab4f007f83,24,0.9610037997364996,0.9610037997364996,0.4401484972797334,0.0,0.0,0.8578287959098816,20.0,0.9319576601351588,0.9319576601351588,0.4577857561347898,0.0,0.0,0.8503406643867493,True
5,LOCAL0,LOCAL,2026,0,2026,016e71e12a0d168cdfd26225a75a09abe5051a1f8e70b15d951bb1b3297f9ff8,24,0.9632522154599428,0.9632522154599428,0.4980542441830039,0.0,0.0,0.8604497313499451,20.0,0.9138818604887023,0.9138818604887023,0.5109097089402932,0.0,0.0,0.8542720675468445,True
6,LOCAL0,LOCAL,2026,0,2026,4d30019690796cedb67ed45d6d1f879f88431328ab5239cdcf92f5cb1a6d9add,24,0.9929985519498586,0.9929985519498586,0.5525924261659384,0.0,0.0,0.8632047176361084,20.0,1.019052263133782,1.019052263133782,0.5804468353917777,0.0,0.0,0.8408318161964417,True
7,LOCAL0,LOCAL,2026,0,2026,6a28e93351eda42fe42ce2fef989e6835d34ad6c44a220cfd7afe3dc3ceb6bf1,24,1.001179741322994,1.001179741322994,0.5890876211225986,0.0,0.0,0.8636878132820129,20.0,0.9632697016739648,0.9632697016739648,0.5919677812205858,0.0,0.0,0.8573654294013977,True
1,LOCAL0,LOCAL,2026,1,2027,4c00aeac23e4804a1693955fecd0df02cc5f9b7896fe6b2b77b356c2c6e0b9c4,24,2.201188949495554,2.201188949495554,1.00346021912992,0.0,0.0,0.5321488976478577,20.0,1.472897092172922,1.472897092172922,0.518984937963407,0.0,0.0,0.6102798581123352,True
2,LOCAL0,LOCAL,2026,1,2027,a8ed6b01fd8c15bed04868c47e386b7f9fa0493512f7597a0a20d833e8fa0d71,24,1.3169855415821077,1.3169855415821077,0.4317577234469354,0.0,0.0,0.7235478758811951,20.0,1.0507618809534498,1.0507618809534498,0.3083150697148535,0.0,0.0,0.7638147473335266,True
3,LOCAL0,LOCAL,2026,1,2027,176ac7f114b3181147a0572cb8577f749d0f90f7396788c8887c722fab705ed5,24,1.051727281883359,1.051727281883359,0.349572604522109,0.0,0.0,0.801181972026825,20.0,0.9046552447248096,0.9046552447248096,0.3179830066428696,0.0,0.0,0.805694580078125,True
4,LOCAL0,LOCAL,2026,1,2027,b0fabc7251e43195480e15c108fe6937e8af0a00b558fb77234c21abc08edae4,24,0.9859553456306458,0.9859553456306458,0.3842187801375985,0.0,0.0,0.8309159874916077,20.0,0.8714779704070288,0.8714779704070288,0.3710085695440119,0.0,0.0,0.8296540379524231,True
