seed_base,task,endpoint,analysis_scope,comparison,left_arm,right_arm,effect_natural_spearman,effect_natural_pearson,effect_natural_r2,effect_natural_rmse,effect_natural_mae,effect_natural_b0_rmse,effect_natural_rmse_gain_over_b0,effect_natural_prediction_target_variance_ratio,effect_natural_calibration_slope,effect_natural_calibration_intercept,effect_natural_calibration_mean_bias,effect_transformed_spearman,effect_transformed_pearson,effect_transformed_r2,effect_transformed_rmse,effect_transformed_mae,effect_transformed_b0_rmse,effect_transformed_rmse_gain_over_b0,effect_transformed_prediction_target_variance_ratio,effect_transformed_calibration_slope,effect_transformed_calibration_intercept,effect_transformed_calibration_mean_bias
2026,delta,T2_to_T3,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.02653066332916143,0.02681687763534414,0.01435598277746275,-0.19613265725439888,-0.20600426607816225,0.0,0.007122266108719181,-0.004143964724096852,0.005059408158764413,0.10575750676352413,0.07837394507859602,0.029949226163534737,0.0314072460548947,0.0735465027487171,-0.009624345642959997,-0.006939712910407236,0.0,0.02517428958203679,-0.06969846891531989,0.0019598281964885167,0.0038963321256632,0.003186041373344016
2026,delta,macro,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.03364683126635559,0.03322445018965642,0.022573584815795744,-0.25370248187699573,-0.1686154005859617,0.0,0.011877927671416454,0.02199566313594814,0.022279462517298107,0.280959694385178,0.08566167964329312,0.03231650332935204,0.042167607250180816,0.043735226188868756,-0.012273471749980835,-0.007247916451015746,0.0,0.018567341589701435,0.0044740594059023975,0.024006767063647586,0.004255410375420966,0.003697447778186016
3026,delta,T0_to_T1,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.04137808624416883,0.02410774911727373,0.012914996164702375,-0.1642321348679623,-0.2575386404884821,0.0,0.006446071525183456,-0.0021045215960934227,0.00531629605935334,-0.1630551700852969,-0.22168320163591979,0.05644987924798017,0.024174967238847545,0.02612786794764416,-0.007882407801030666,-0.009650782021656479,0.0,0.0121951525836965,-0.009727591496960827,0.007740966868568067,-0.008627125016392519,-0.007877428338331723
3026,delta,T1_to_T2,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.054197519626806245,0.059615626208167016,0.03738192622889458,-0.33528990945010406,-0.13255617999099378,0.0,0.019471174930446984,0.009521557025174585,0.02365107331245145,0.025295501778286322,-0.17777158653686972,0.06742098486641268,0.05014640392825692,0.023176838408469493,-0.014131359750800931,-0.007162103601007108,0.0,0.011926341159826916,0.002786568745110546,0.014608833512695346,-0.007164309416628581,-0.0090784718883484
3026,delta,T2_to_T3,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.019539879394697923,-0.006017290413653065,-0.005315875528734582,0.07261697269179379,-0.02552003837478445,0.0,-0.0026369774965609378,0.004320151441980016,-0.00048384390115665046,-0.02518553647526911,-0.022566777739575328,0.021840418765921604,0.007304285781453923,-0.0014021688369531549,0.0019742196031417025,-0.0018221176940279582,0.0,-0.0013051666469572065,0.04349727631324407,0.017284637715202,-0.0030519407971343806,-0.0007008383228741838
3026,delta,macro,primary_measurement_valid,LOCAL3-LOCAL0,LOCAL3,LOCAL0,0.03837182842189102,0.025902028303929236,0.014993682288287454,-0.1423016905420873,-0.13853828628475107,0.0,0.0077600896530231715,0.003912395623687073,0.009494508490216061,-0.0543150682607596,-0.1406738553041217,0.048570427626771495,0.027208552316186102,0.01596751250638684,-0.006679849316230002,-0.006211667772230589,0.0,0.00760544236552207,0.012185417853797925,0.013211479365488457,-0.006281125076718494,-0.005885579516518102
2026,static,T0,primary_measurement_valid,LG3-LG0,LG3,LG0,-0.010001592900216183,-0.011525283756139482,0.038223788805698544,-0.9383033122015334,-0.17335566504913125,0.0,0.021934983984849762,-0.22935760496195967,-0.0892937143607741,0.33978784893068337,-2.2132057830339074,-0.003936117896600755,0.0006793373890865428,0.0063565367617594015,-0.0018933249013077802,-0.0010233624565622879,0.0,0.004828994849502055,-0.05505251322424154,-0.02431647656513325,-0.0027243050112873424,-0.01684839056601476
2026,static,T1,primary_measurement_valid,LG3-LG0,LG3,LG0,0.01006553646603714,0.07410285971924802,0.09571369747092873,-1.871216273779332,-0.45751703491723994,0.0,0.04929992120640503,-0.13481415008568243,-0.0174336164677949,-0.1881320850308068,-0.4943183809669014,-0.005045879402556408,-0.0025678507448848586,0.005018234878893302,-0.0026102330301867593,-0.005269576105077445,0.0,0.0038107772665351425,-0.017032931428027254,-0.007328775652672759,-0.010605962154574475,-0.007945593266299258
2026,static,T2,primary_measurement_valid,LG3-LG0,LG3,LG0,0.024398907725566077,0.0319453404169075,0.00907040285490135,-0.14026291435233418,-0.2823534648898445,0.0,0.004474729170902892,-0.05691174464490957,-0.02082053285232092,-0.3327144908160391,-0.5196209481188667,0.03630675747585882,0.03423528704914974,0.021923899559943394,-0.006209779924846837,-0.008276952627149559,0.0,0.010824903852608161,-0.006230186425943723,0.006705530141932203,0.003886179268473844,-0.0024652274290346415
2026,static,T3,primary_measurement_valid,LG3-LG0,LG3,LG0,0.052554104707822624,0.02466196416110311,0.01482521661009617,-0.0931603807095076,-0.038503811961003276,0.0,0.007466188641436168,0.00191018454719322,0.007983056303683296,-0.005089158284086959,0.023367415838236205,0.044498854846195424,0.05458313700094419,0.04305371062335363,-0.01438536677485458,-0.014334528517308875,0.0,0.022692225130200305,0.005303490536420735,0.022258326310194643,0.015192172048518415,0.0005487211196357955
