arm,both_seed_pass,candidate_both_seed_gt_0_20,comparison,diagnostic_type,evidence_scope,input_variant,interval,maximum_exclusions_from_375,minimum_seed_delta_spearman,n_max,n_min,oracle_representation,patient_set_sha256,rank_metric,reference_both_seed_gt_0_20,seed_2026_candidate_spearman,seed_2026_delta_spearman,seed_2026_reference_spearman,seed_3026_candidate_spearman,seed_3026_delta_spearman,seed_3026_reference_spearman,spearman_gain_threshold,target,target_kind,task_type,threshold_operator,timing
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T0->T1,0,-0.0234732706107426,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.1247543334901118,-0.0234732706107426,-0.1012810628793692,-0.0449054136161696,-0.0193902537389212,-0.0255151598772484,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T0->T1,0,-0.0058692135552875,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0422989949343062,0.1047874871044816,-0.1470864820387879,-0.0031188873008877,-0.0058692135552875,0.0027503262543997,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T1->T2,0,0.0183747504380746,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0231295572836283,0.0584236279763691,-0.0352940706927408,0.0598403268676284,0.0183747504380746,0.0414655764295538,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T1->T2,0,0.028926914614137,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0475996841301861,0.0748539090932559,-0.0272542249630697,0.0671697289651362,0.028926914614137,0.0382428143509991,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T2->T3,0,-0.019270656561262,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1066295528187605,-0.0041757733816285,0.1108053262003891,0.0565806472765495,-0.019270656561262,0.0758513038378115,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,difference,T2->T3,0,-0.0398391941596423,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1099556581905074,-0.0098022369202031,0.1197578951107106,0.0611718549858437,-0.0398391941596423,0.1010110491454861,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0983114371618245,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.2097805529440305,0.0431150991904101,0.1666654537536203,0.071577339499911,-0.0983114371618245,0.1698887766617356,0.1,SPH,residual_ftv,static,>=,T0
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0388152242390427,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.2363965518006139,0.0942752690116616,0.1421212827889522,0.0986519332546727,-0.0388152242390427,0.1374671574937154,0.1,SPH,residual_ftv,static,>=,T0
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0336031600048714,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0021691789725203,0.0071658913226339,-0.0049967123501136,-0.0400328828660329,-0.0336031600048714,-0.0064297228611615,0.1,SPH,residual_ftv,static,>=,T1
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0230210945883067,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0372550234546798,0.0033460510580331,-0.0406010745127129,-0.0267694562793433,-0.0230210945883067,-0.0037483616910365,0.1,SPH,residual_ftv,static,>=,T1
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0273532697731059,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1176027725810177,-0.0257316150018727,0.1433343875828905,0.0717042080155916,-0.0273532697731059,0.0990574777886976,0.1,SPH,residual_ftv,static,>=,T2
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0352371851365388,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1134518347132701,-0.0352371851365388,0.1486890198498089,0.1096663583378649,0.0039324408953359,0.1057339174425289,0.1,SPH,residual_ftv,static,>=,T2
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,-0.0139250994446249,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0675198152665878,-0.0139250994446249,0.0814449147112127,0.0247054470480817,0.0210785362494476,0.003626910798634,0.1,SPH,residual_ftv,static,>=,T3
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,primary_ftv_residual,current,,0,0.0043618444165434,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0661851068364326,0.0043618444165434,0.0618232624198891,0.013012465481394,0.0221868580502727,-0.0091743925688786,0.1,SPH,residual_ftv,static,>=,T3
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T0->T1,0,0.033160086471726,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1178534531801115,0.0749061326658322,0.0429473205142792,0.0857141881897827,0.033160086471726,0.0525541017180566,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T0->T1,0,0.0154392991239048,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1050055751507566,0.0466571851177608,0.0583483900329957,0.0736568437820002,0.0154392991239048,0.0582175446580953,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T1->T2,0,0.0080409602912731,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.185531004664922,0.0386016611673682,0.1469293434975537,0.1169689384457845,0.0080409602912731,0.1089279781545113,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T1->T2,0,0.0016607122539538,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2195168961201501,0.0798445784503356,0.1396723176698145,0.1502116281715781,0.0016607122539538,0.1485509159176243,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T2->T3,0,0.0506491356520366,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.132884590331453,0.0923362682536662,0.0405483220777867,0.1173972678332581,0.0506491356520366,0.0667481321812215,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T2->T3,0,0.0742478520012931,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1344564424032772,0.0922403528503692,0.0422160895529079,0.129752377831616,0.0742478520012931,0.0555045258303229,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0102045738991921,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2566287404710433,0.0102045738991921,0.2464241665718512,0.3016839230856753,0.0264064171122994,0.2752775059733758,0.1,BPE,raw,static,>=,T0
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0250290135396518,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2775665035840254,0.0250290135396518,0.2525374900443736,0.3143859369666629,0.0297958812151553,0.2845900557515075,0.1,BPE,raw,static,>=,T0
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,-0.024314028899761,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3020131983160769,-0.024314028899761,0.326327227215838,0.3331343725110934,0.0464457845033564,0.2866885880077369,0.1,BPE,raw,static,>=,T1
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0218366139492547,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3101344862896803,0.0218366139492547,0.2882978723404256,0.3384667197633405,0.0280154738878143,0.3104512458755262,0.1,BPE,raw,static,>=,T1
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0178486744794629,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4230403913983388,0.0353653430424393,0.3876750483558994,0.3807206735692343,0.0178486744794629,0.3628719990897713,0.1,BPE,raw,static,>=,T2
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.027542382523609,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4213894641028558,0.0406546819888496,0.3807347821140062,0.3992426897257936,0.027542382523609,0.3717003072021846,0.1,BPE,raw,static,>=,T2
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0603518377243456,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3596974398097293,0.0692618439309726,0.2904355958787566,0.3111400108886673,0.0603518377243456,0.2507881731643216,0.1,BPE,raw,static,>=,T3
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0317963544182293,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3178635327475385,0.0317963544182293,0.2860671783293092,0.3310330703340337,0.0799074296890729,0.2511256406449608,0.1,BPE,raw,static,>=,T3
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T0->T1,0,0.0039852981013871,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1551475913076533,0.0109437388335673,0.1442038524740859,0.0749942627120594,0.0039852981013871,0.0710089646106723,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T0->T1,0,-0.0270106676675547,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1162788622997315,0.0168868351277655,0.099392027171966,0.0824807053303287,-0.0270106676675547,0.1094913729978834,0.1,LD,raw,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T1->T2,5,0.0563000897615838,370,370,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0032058274759299,0.0563000897615838,-0.0595059172375138,-0.011971643281245,0.067900560704365,-0.07987220398561,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T1->T2,5,0.0488696397406367,370,370,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0171927454493528,0.0488696397406367,-0.0660623851899896,0.0060237460288985,0.0893706311350247,-0.0833468851061261,0.1,LD,raw,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T2->T3,62,0.0217647782197443,313,313,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0054931895678438,0.0601021067729083,-0.0546089172050644,0.0638152780349682,0.0217647782197443,0.0420504998152238,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T2->T3,62,0.0451330472534345,313,313,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0197801216968073,0.0927561543499795,-0.0729760326531722,0.0537632365036307,0.0451330472534345,0.0086301892501961,0.1,LD,raw,dynamic,>=,
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0243919732166555,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4281742112096555,0.0512416728771895,0.3769325383324659,0.4364766920331062,0.0243919732166555,0.4120847188164507,0.1,LD,raw,static,>=,T0
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0470814979685741,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4239569010470423,0.0470814979685741,0.3768754030784682,0.4531690637897094,0.0527489281933089,0.4004201355964005,0.1,LD,raw,static,>=,T0
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0119482879092943,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2573364372129953,0.0329888743124935,0.2243475629005017,0.2407348463931401,0.0119482879092943,0.2287865584838458,0.1,LD,raw,static,>=,T1
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0271194939769133,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2827858591136584,0.0271194939769133,0.255666365136745,0.266650440791031,0.0484356183722484,0.2182148224187826,0.1,LD,raw,static,>=,T1
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0282334892288451,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2556824446959022,0.032702994249875,0.2229794504460271,0.2741830954460539,0.0282334892288451,0.2459496062172087,0.1,LD,raw,static,>=,T2
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,-0.007160081575655,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.27177081506749,0.0159064513548592,0.2558643637126308,0.2647149805020481,-0.007160081575655,0.2718750620777032,0.1,LD,raw,static,>=,T2
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0484009731074658,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1154723918338184,0.0484009731074658,0.0670714187263526,0.1692133697072178,0.0926879700414889,0.0765253996657288,0.1,LD,raw,static,>=,T3
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0460690058110657,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1220866001137953,0.1002706563718107,0.0218159437419846,0.1575940650101771,0.0460690058110657,0.1115250591991114,0.1,LD,raw,static,>=,T3
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T0->T1,0,-0.0519210376607122,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.1324753669359426,-0.0519210376607122,-0.0805543292752304,-0.0294784389577881,-0.0045085902833086,-0.0249698486744794,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T0->T1,0,-0.0014458982819433,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,-0.0611218568665377,0.0873760382296052,-0.1484978950961429,-0.0043786551371031,-0.0014458982819433,-0.0029327568551598,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T1->T2,0,-0.0034495391967231,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0367536693594265,0.0105909659802025,0.026162703379224,0.090500398225054,-0.0034495391967231,0.0939499374217772,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T1->T2,0,0.000383206280578,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0566057571964956,0.0346742519057913,0.0219315052907042,0.1023363295027875,0.000383206280578,0.1019531232222095,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T2->T3,0,-0.0297954261008078,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1365183752417795,0.0250112640801001,0.1115071111616793,0.0884478325179201,-0.0297954261008078,0.1182432586187279,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,difference,T2->T3,0,-0.0411830697462737,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1425522812606667,0.0055938104448742,0.1369584708157925,0.101209921492775,-0.0411830697462737,0.1423929912390488,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,-0.0594283763795653,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4184291728296734,0.0583665946068949,0.3600625782227785,0.3499126180452839,-0.0594283763795653,0.4093409944248492,0.1,SPH,raw,static,>=,T0
LOCAL3,False,True,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,-0.0430717942883148,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.432490840823757,0.0652709068153373,0.3672199340084197,0.3650285584253044,-0.0430717942883148,0.4081003527136193,0.1,SPH,raw,static,>=,T0
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,-0.0358675617248833,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1916152008192058,0.0677735806121288,0.123841620207077,0.1229102286949596,-0.0358675617248833,0.158777790419843,0.1,SPH,raw,static,>=,T1
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,-0.0591409716691318,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1881640687222665,0.0515164410058027,0.1366476277164637,0.1169846398907725,-0.0591409716691318,0.1761256115599044,0.1,SPH,raw,static,>=,T1
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0237660712253953,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1944605757196495,0.0460564341790874,0.148404141540562,0.1730096711798839,0.0237660712253953,0.1492435999544885,0.1,SPH,raw,static,>=,T2
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0080607577653885,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1575680964842416,0.0097353510069404,0.1478327454773012,0.1922944589828194,0.0080607577653885,0.1842337012174308,0.1,SPH,raw,static,>=,T2
LOCAL0,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,-0.0008749573330299,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1117612925247468,0.0128369552850153,0.0989243372397314,0.0177376265786778,-0.0008749573330299,0.0186125839117078,0.1,SPH,raw,static,>=,T3
LOCAL3,False,False,PREPROJECTOR_MINUS_PROJECTED,representation_location,raw_only,current,,0,0.0157776766412561,375,375,,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1210494936852884,0.0396145181476846,0.0814349755376038,0.0518960063716008,0.0157776766412561,0.0361183297303447,0.1,SPH,raw,static,>=,T3
