arm,both_seed_pass,candidate_both_seed_gt_0_20,comparison,diagnostic_type,evidence_scope,input_variant,interval,maximum_exclusions_from_375,minimum_seed_delta_spearman,n_max,n_min,oracle_representation,patient_set_sha256,rank_metric,reference_both_seed_gt_0_20,seed_2026_candidate_spearman,seed_2026_delta_spearman,seed_2026_reference_spearman,seed_3026_candidate_spearman,seed_3026_delta_spearman,seed_3026_reference_spearman,spearman_gain_threshold,target,target_kind,task_type,threshold_operator,timing
LOCAL0,False,False,,oracle_localization,raw_only,difference,T0->T1,0,-0.0040499885826853,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1497679172158888,-0.0040499885826853,0.1538179057985742,0.0849765278781625,-0.0018558651280893,0.0868323930062519,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T0->T1,0,0.0150850685535787,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1316939889779622,0.0150850685535787,0.1166089204243834,0.1259545310298225,0.0171198575304701,0.1088346734993524,0.1,LD,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T1->T2,6,0.0093200501268046,369,369,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0041902051204394,0.0196530971504969,-0.0154628920300575,0.0320756821324355,0.0093200501268046,0.0227556320056308,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T1->T2,6,0.0083308673329862,369,369,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0163686656287039,0.0296261802443797,-0.0132575146156757,0.0240812039639089,0.0083308673329862,0.0157503366309227,0.1,LD,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T2->T3,63,0.0336951835817206,312,312,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0460918782735176,0.0336951835817206,0.0123966946917969,0.1367012623355578,0.0523443124199911,0.0843569499155667,0.1,LD,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T2->T3,63,-0.0048328789255097,312,312,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0393759847533094,0.0331648352105776,0.0062111495427318,0.1159674594920046,-0.0048328789255097,0.1208003384175144,0.1,LD,raw,dynamic,>=,
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,-0.0186560262132223,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.414726598329987,-0.0186560262132223,0.4333826245432093,0.4059045509039473,-0.0157432664118082,0.4216478173157556,0.1,LD,raw,static,>=,T0
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0379295001414599,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4049852651538683,-0.0302580110474183,0.4352432762012867,0.389194423968811,-0.0379295001414599,0.427123924110271,0.1,LD,raw,static,>=,T0
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,0.006746412870648,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2428723428947114,0.0085644400851786,0.2343079028095328,0.2462403709001956,0.006746412870648,0.2394939580295476,0.1,LD,raw,static,>=,T1
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,-0.0027183911367887,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2636258963296468,0.0080686765602947,0.2555572197693521,0.2556377984138924,-0.0027183911367887,0.2583561895506812,0.1,LD,raw,static,>=,T1
LOCAL0,False,True,,oracle_localization,raw_only,current,,1,0.0237091439928819,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.2975858535640903,0.0479284327980989,0.2496574207659914,0.3152341966470268,0.0237091439928819,0.2915250526541448,0.1,LD,raw,static,>=,T2
LOCAL3,False,True,,oracle_localization,raw_only,current,,1,-0.034378839414268,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.3096052424612485,0.0482571467982039,0.2613480956630446,0.2781212477810285,-0.034378839414268,0.3125000871952966,0.1,LD,raw,static,>=,T2
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,0.0450091575369109,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1768881210919488,0.0450091575369109,0.1318789635550379,0.1741213056454776,0.073332305646578,0.1007889999988995,0.1,LD,raw,static,>=,T3
LOCAL3,False,False,,oracle_localization,raw_only,current,,0,0.0555610866283043,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1732646953216223,0.0555610866283043,0.117703608693318,0.2245799037677141,0.0794834093321116,0.1450964944356025,0.1,LD,raw,static,>=,T3
LOCAL0,False,False,,oracle_localization,raw_only,difference,T0->T1,0,0.0409081806803959,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0405707133917396,0.0409081806803959,-0.0003374672886562,0.0516375014222323,0.0724469222892251,-0.0208094208669928,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T0->T1,0,0.056015701444988,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0405807259073842,0.056015701444988,-0.0154349755376038,0.0467661850039822,0.0679503925361247,-0.0211842075321424,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T1->T2,1,0.0466663417011942,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1238160886582271,0.057236053963384,0.066580034694843,0.1602237674011842,0.0466663417011942,0.1135574256999899,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T1->T2,1,0.0481663058594141,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1159850324726527,0.0633058737509139,0.0526791587217387,0.1570137202334016,0.0481663058594141,0.1088474143739874,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T2->T3,1,-0.0103169273558801,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1249903227193875,-0.0023259881578758,0.1273163108772634,0.0759133489125604,-0.0103169273558801,0.0862302762684405,0.1,SPH,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T2->T3,1,-0.0159126034035354,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1211347794296856,0.001184785881206,0.1199499935484795,0.0229728032573009,-0.0159126034035354,0.0388854066608364,0.1,SPH,raw,dynamic,>=,
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,-0.0208795084765047,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4271755603595403,-0.0208795084765047,0.448055068836045,0.4751498463989078,0.0066348845147344,0.4685149618841733,0.1,SPH,raw,static,>=,T0
LOCAL3,False,True,,oracle_localization,raw_only,current,,0,0.0054065308908863,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.4902910456252134,0.0054065308908863,0.484884514734327,0.4856199795198543,0.0097066788030492,0.4759133007168051,0.1,SPH,raw,static,>=,T0
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,-0.030466264648993,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1685054044828763,-0.030466264648993,0.1989716691318694,0.1840154738878143,-0.0047543520309477,0.1887698259187621,0.1,SPH,raw,static,>=,T1
LOCAL3,False,False,,oracle_localization,raw_only,current,,0,-0.055316645807259,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.17188622141313,-0.055316645807259,0.2272028672203891,0.1760671293662532,-0.0031280009102287,0.1791951302764819,0.1,SPH,raw,static,>=,T1
LOCAL0,False,False,,oracle_localization,raw_only,current,,1,-0.0296396037332797,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1478811199839428,0.0096193602959097,0.1382617596880331,0.1447451649438717,-0.0296396037332797,0.1743847686771515,0.1,SPH,raw,static,>=,T2
LOCAL3,False,False,,oracle_localization,raw_only,current,,1,-0.0230905936832447,374,374,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1612817020544508,0.0082877664836346,0.1529939355708161,0.1503357944688965,-0.0230905936832447,0.1734263881521412,0.1,SPH,raw,static,>=,T2
LOCAL0,False,False,,oracle_localization,raw_only,current,,0,0.0136875640004551,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1072481510979633,0.0136875640004551,0.0935605870975082,0.1377637956536579,0.0485431789737171,0.0892206166799408,0.1,SPH,raw,static,>=,T3
LOCAL3,False,False,,oracle_localization,raw_only,current,,0,0.018202980998976,375,375,Z6,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0936368187507111,0.018202980998976,0.0754338377517351,0.1167632267607236,0.0186758448060075,0.0980873819547161,0.1,SPH,raw,static,>=,T3
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,-0.0105641407538606,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1109960362898215,-0.0062178999422208,0.1172139362320424,0.0579429291462571,-0.0105641407538606,0.0685070699001178,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,-0.002838643475922,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1116831601284478,-0.002838643475922,0.1145218036043698,0.0520830726060901,-0.000928917107368,0.0530119897134581,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,0,-0.0050555330701198,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.196144332844187,0.0027312015174097,0.1934131313267773,0.1427601657690069,-0.0050555330701198,0.1478156988391268,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,0,-0.0133684572841948,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.2050601313911058,0.0070843631434382,0.1979757682476675,0.1430437844011798,-0.0133684572841948,0.1564122416853746,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,0,-0.0800259866922867,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1228050912080421,-0.0294210892072959,0.1522261804153381,0.0961882437589354,-0.0800259866922867,0.1762142304512222,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,0,-0.0600454438709212,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0829122175740412,-0.058956316426067,0.1418685340001083,0.1231133809618924,-0.0600454438709212,0.1831588248328137,0.1,BPE,residual_ftv,dynamic,>=,
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0175378536562791,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.2410831884293089,0.0415555682719188,0.1995276201573901,0.2556547785995195,0.0175378536562791,0.2381169249432404,0.1,BPE,residual_ftv,static,>=,T0
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,-0.0140376499221441,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2267220741710658,0.0215937408591721,0.2051283333118937,0.2868503598705253,-0.0140376499221441,0.3008880097926694,0.1,BPE,residual_ftv,static,>=,T0
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0093343290824511,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2834389029437815,0.0093343290824511,0.2741045738613303,0.340632300292607,0.0224071693808924,0.3182251309117145,0.1,BPE,residual_ftv,static,>=,T1
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0166048571955281,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3170802971583488,0.0214397790686767,0.295640518089672,0.3293952537756677,0.0166048571955281,0.3127903965801396,0.1,BPE,residual_ftv,static,>=,T1
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0157661039304133,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.4055922069125316,0.0157661039304133,0.3898261029821183,0.3733040314874282,0.0193895229298051,0.3539145085576231,0.1,BPE,residual_ftv,static,>=,T2
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,0.0133071464513369,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.4079200512919748,0.0133071464513369,0.3946129048406379,0.3705905453492125,0.0183288233591601,0.3522617219900523,0.1,BPE,residual_ftv,static,>=,T2
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,-0.0416535107462222,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.2741467832165568,-0.0175390169267783,0.2916858001433351,0.2846021258060055,-0.0416535107462222,0.3262556365522278,0.1,BPE,residual_ftv,static,>=,T3
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,-0.0326599960267353,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3167405207885259,-0.0106774725561533,0.3274179933446792,0.3012424749766209,-0.0326599960267353,0.3339024710033562,0.1,BPE,residual_ftv,static,>=,T3
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,-0.0319428006950402,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0536639757244187,-0.0319428006950402,0.0856067764194589,0.0388470053794442,0.0002363546666532,0.038610650712791,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,-0.0355746067475568,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0514750349144536,-0.0158394124832129,0.0673144473976665,0.0563310438983722,-0.0355746067475568,0.0919056506459291,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,5,0.0068741246379207,370,370,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0270561674705535,0.0135589305099535,0.0134972369606,0.0714831305248849,0.0068741246379207,0.0646090058869642,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,5,0.0018721253537208,370,370,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0160833461121886,0.0046586328371996,0.0114247132749889,0.0489953781068702,0.0018721253537208,0.0471232527531494,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,62,-0.0134685445089705,313,313,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0376359060336456,0.0231630754427196,0.014472830590926,0.0940051931611928,-0.0134685445089705,0.1074737376701633,0.1,LD,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,62,-0.0112377740453483,313,313,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0279510184913364,0.0157488930792324,0.012202125412104,0.0921012246514801,-0.0112377740453483,0.1033389986968285,0.1,LD,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0113497693090211,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0659861940050921,-0.0113497693090211,0.0773359633141132,0.0820543541385822,-0.0057797845216629,0.0878341386602452,0.1,LD,residual_ftv,static,>=,T0
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0071548214816155,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0681017846682279,-0.0071548214816155,0.0752566061498435,0.0881289277729197,-0.0005922648064014,0.0887211925793211,0.1,LD,residual_ftv,static,>=,T0
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0349621991542708,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0347846432109786,0.0436624719311062,-0.0784471151420849,-0.013254222020601,0.0349621991542708,-0.0482164211748719,0.1,LD,residual_ftv,static,>=,T1
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0389124502120253,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,-0.0324810822920953,0.0389124502120253,-0.0713935325041207,-0.0039909351699973,0.0397666183759543,-0.0437575535459517,0.1,LD,residual_ftv,static,>=,T1
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0046533462079615,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0820068035552658,0.0046533462079615,0.0773534573473043,0.1019341987569168,0.0113791344171515,0.0905550643397652,0.1,LD,residual_ftv,static,>=,T2
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0110514541431746,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0608058733698775,0.0110514541431746,0.0497544192267028,0.1008514566436525,0.022041388162671,0.0788100684809814,0.1,LD,residual_ftv,static,>=,T2
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.018773562626867,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.112305677509605,0.018773562626867,0.093532114882738,0.1200300691163337,0.0499291063321908,0.0701009627841429,0.1,LD,residual_ftv,static,>=,T3
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0097486401332338,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1136394926535098,0.0097486401332338,0.103890852520276,0.1329427670259598,0.042017127069397,0.0909256399565628,0.1,LD,residual_ftv,static,>=,T3
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,0.0181627136755414,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0674956073192858,0.0181627136755414,0.0493328936437444,0.089956963179985,0.061834562766265,0.0281224004137199,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T0->T1,0,0.0249120785366103,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0742301789036705,0.0249120785366103,0.0493181003670602,0.0739920312231643,0.0544845873111684,0.0195074439119959,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,0,0.0813524437453981,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0775016206089529,0.0906218722116882,-0.0131202516027352,0.1084527253977938,0.0813524437453981,0.0271002816523956,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T1->T2,0,0.0722544917237751,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0665680875105035,0.0789475785160069,-0.0123794910055034,0.09804415914463,0.0722544917237751,0.0257896674208548,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,0,-0.0205200020341588,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0729750933768499,-0.0205200020341588,0.0934950954110088,0.0313827239590436,-0.0077355676887057,0.0391182916477494,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,difference,T2->T3,0,-0.0256475485616631,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.072493849237804,-0.0131908031295033,0.0856846523673074,-0.0307590279539918,-0.0256475485616631,-0.0051114793923286,0.1,SPH,residual_ftv,dynamic,>=,
LOCAL0,False,True,,oracle_localization,primary_ftv_residual,current,,0,-0.0120854122580746,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3070510651184074,1.9335091323180453e-05,0.3070317300270843,0.2791163641565451,-0.0120854122580746,0.2912017764146197,0.1,SPH,residual_ftv,static,>=,T0
LOCAL3,False,True,,oracle_localization,primary_ftv_residual,current,,0,-0.0313334828683543,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,True,0.3228034980021101,0.0078339619894481,0.3149695360126619,0.2805458817868081,-0.0313334828683543,0.3118793646551625,0.1,SPH,residual_ftv,static,>=,T0
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0011388904423093,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0330108517311284,-0.0011388904423093,0.0341497421734378,0.0150853405892428,0.0077018376497433,0.0073835029394995,0.1,SPH,residual_ftv,static,>=,T1
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0050036999447798,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0219888230329189,-0.0050036999447798,0.0269925229776988,0.0097669862475818,0.0185844384862989,-0.0088174522387171,0.1,SPH,residual_ftv,static,>=,T1
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0019148025933795,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1131478919330232,0.0032658169629587,0.1098820749700645,0.1499042026723002,-0.0019148025933795,0.1518190052656798,0.1,SPH,residual_ftv,static,>=,T2
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,0.0011585577315365,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.1272572555017106,0.0011585577315365,0.126098697770174,0.1656571214901239,0.0020359428042454,0.1636211786858785,0.1,SPH,residual_ftv,static,>=,T2
LOCAL0,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0264386471911126,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0672980720654377,-0.0264386471911126,0.0937367192565504,0.0395260801563869,-0.0139438776436241,0.0534699578000111,0.1,SPH,residual_ftv,static,>=,T3
LOCAL3,False,False,,oracle_localization,primary_ftv_residual,current,,0,-0.0358296644480203,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,residual_spearman,False,0.0639840155715556,-0.0358296644480203,0.099813680019576,0.0169082905466171,-0.034520397334049,0.0514286878806661,0.1,SPH,residual_ftv,static,>=,T3
LOCAL0,False,False,,oracle_localization,raw_only,difference,T0->T1,0,-0.0492249402662418,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1415733302992377,-0.0492249402662418,0.1907982705654795,0.103402434861759,-0.0310438047559449,0.1344462396177039,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T0->T1,0,-0.0653107293207418,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1570868130617817,-0.0653107293207418,0.2223975423825236,0.1016195244055068,-0.0346364774149505,0.1362560018204574,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T1->T2,0,-0.0304082375696893,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1749530094436227,-0.0304082375696893,0.2053612470133121,0.1479827056547958,-0.0044148367277278,0.1523975423825236,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T1->T2,0,-0.0243531687336443,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.2162230060302651,0.0047680054613721,0.2114550005688929,0.1524635339629081,-0.0243531687336443,0.1768167026965525,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,False,,oracle_localization,raw_only,difference,T2->T3,0,-0.0566233113114844,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.1100341961737555,-0.0235595764931068,0.1335937726668623,0.0973268274700507,-0.0566233113114844,0.1539501387815351,0.1,BPE,raw,dynamic,>=,
LOCAL3,False,False,,oracle_localization,raw_only,difference,T2->T3,0,-0.0474245348871022,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,False,0.0862206657302823,-0.0474245348871022,0.1336452006173845,0.104241269906303,-0.0392738874012393,0.1435151573075424,0.1,BPE,raw,dynamic,>=,
LOCAL0,False,True,,oracle_localization,raw_only,current,,0,0.018489020366367,375,375,Z7,64a7599a7903e2e013ae6ae5d50018019eee35ac408d7312f36e0c47536d29b6,spearman,True,0.306237114575037,0.0352957105472749,0.270941404027762,0.3133266583229036,0.018489020366367,0.2948376379565365,0.1,BPE,raw,static,>=,T0
