residualizer_id,fold,task_type,target_kind,target,timing,interval,predictors,model,alpha,fit_scope,target_space,n_train,intercept,coefficient_json,residual_train_mean,residual_train_population_scale
8b14c69fc7f7b187c072f5111dfe0e644b4b829c52778e4cdd24502210a5de56,2,static,residual_ftv,LD,T1,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-3.6856684899396856e-16,[0.5254592857861701],-7.401486830834377e-18,0.8494655045807316
3a9ddd307cca12c604f1407e188a6fa5bf085c480f45a0a938747f44e5edf3dc,2,static,residual_ftv,SPH,T1,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-9.646226555521257e-18,[-0.5379102837036634],-1.4802973661668754e-17,0.8415707324649306
878d223d7858f0d1995cc344d0fdba0087288b5995e3c55cd24daf80f69ec704,2,static,residual_ftv,BPE,T1,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-5.12044412688942e-16,[0.22733865181351154],7.401486830834377e-18,0.9735946008836934
98a7044e99ca28cf0eec5da61d49bf13581b1a31efad33ea1e1ca812e96bdf9d,2,static,residual_ftv_ld,SPH,T1,,FTV+LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-4.976768694672947e-17,"[-0.47923046103100597,-0.11167339556072997]",-2.590520390792032e-17,0.8362851097727397
89e180111d48c73b8035838665705c2c48968373370a8663f9f654fac2355e61,2,static,residual_ftv_ld,BPE,T1,,FTV+LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-5.686128178923816e-16,"[0.3171832960723349,-0.17098307459616302]",1.4802973661668754e-17,0.9624497175122322
f1e29d7cb0bcf1d84c76b388fa757d1eaa149824d806c6a700593ad14a6db540,2,static,residual_ftv,LD,T2,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-8.395555352191418e-17,[0.5022415614471204],3.7007434154171884e-18,0.8635110648228265
25150490ea7c2e56e240d8e0215df99c3cfaca2c2bc42f81e34eae3ff700163c,2,static,residual_ftv,SPH,T2,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-4.860340304167692e-17,[-0.6232091542287548],-1.850371707708594e-17,0.7799831855043581
9d556d9b3b1cebbf4d9da010e0a1412b1a40466f11c595435fd7fd2aadf84349,2,static,residual_ftv,BPE,T2,,FTV,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-4.719978806477053e-17,[0.2704365964269975],-1.4802973661668754e-17,0.962421207705124
463f7e0750ec6efa10200a1e91d6bf663ea67e784518fea251c405391bc2d08a,2,static,residual_ftv_ld,SPH,T2,,FTV+LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-6.042218628038911e-17,"[-0.6278338071150492,0.009208025064610315]",1.4802973661668754e-17,0.7799266921173373
b8b68b0fb1d4ff74b4a285d0f789318219f66386a8015794c5acd75324f1198d,2,static,residual_ftv_ld,BPE,T2,,FTV+LD,Ridge,1.0,outer_train_only,Goal6_train_winsorized_family_transformed_standardized,240,-4.629730060231108e-17,"[0.3062705579670501,-0.0713480609545803]",-1.4802973661668754e-17,0.9603774935070862
