population,arm,timing,model,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,calibration_slope_mean,calibration_slope_std,ece10_mean,ece10_std,n_cells
ftv_complete_375,C4,T0,C_PLUS_M,0.6854736897518279,0.0670025589164113,0.4825593526011064,0.07394312981210384,0.21136863470563716,0.012859377101230727,2.4199950049153953,1.6978346279419008,0.14828131726388497,0.030052660757236806,10
ftv_complete_375,C4,T0,F,0.5143817890897032,0.08104862087302242,0.35623717806511823,0.07171634978551912,0.24524256316165785,0.0004047329415159379,32.07148356956655,62.98862718002927,0.19393443205105232,0.016280808941708743,10
ftv_complete_375,C4,T0_T1,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C4,T0_T1,C_PLUS_F,0.7334826232100929,0.050994327501696676,0.5702290612116974,0.0716097210464633,0.18766875813267367,0.011549958342489714,1.3706525283944035,1.5867519518312183,0.14179556385765257,0.051007084954970014,10
ftv_complete_375,C4,T0_T1,C_PLUS_F_PLUS_M,0.7260431284850366,0.04389697388938557,0.5566627036819424,0.0599685984598881,0.19529385571272204,0.018049608185964367,2.6896506791768027,5.548914006378396,0.14685843647259095,0.05313012806705951,10
ftv_complete_375,C4,T0_T1,C_PLUS_M,0.6820045154101846,0.050334526677606364,0.49289457190785935,0.05990816420147993,0.21256200557030658,0.021450082529531973,4.314467921179637,5.83130252053518,0.13067814593615565,0.043096354175979165,10
ftv_complete_375,C4,T0_T1,F,0.6752503765245332,0.09331768946019524,0.47053914636541805,0.0937913011621319,0.1973287100809636,0.017531397547250197,1.772349904010057,0.738412843621728,0.09569102657137922,0.028971660757168265,10
ftv_complete_375,C4,T0_T2,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C4,T0_T2,C_PLUS_F,0.7665187709431273,0.04465439435334441,0.5910305508501639,0.06888827141570289,0.1800601327871785,0.008587746310395779,1.517403398665887,1.4076468934022008,0.1103698735158474,0.046913955499267496,10
ftv_complete_375,C4,T0_T2,C_PLUS_F_PLUS_M,0.7377882969369599,0.06412059951525685,0.5553503263508215,0.05869636737735285,0.2073433836259949,0.028458168432091167,5.15504275580758,6.781381843947519,0.16619369644188342,0.04051021433217274,10
ftv_complete_375,C4,T0_T2,C_PLUS_M,0.665783980326826,0.0657851397690166,0.46320841720210504,0.05990761265434919,0.22500537220028863,0.01578101017681917,5.198935532301045,5.423253390907838,0.1672269626925114,0.03627710007815292,10
ftv_complete_375,C4,T0_T2,F,0.7098247394787803,0.03554747699584222,0.5010608012607328,0.047940515501463596,0.19357681587254907,0.014025457522964982,1.8902611668056495,1.43029868658336,0.09688851174635478,0.040214551508770784,10
ftv_complete_375,C4,T0_T3,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C4,T0_T3,C_PLUS_F,0.7476206349332826,0.028537838987613535,0.5625377631074008,0.04989196462133018,0.20493517205956277,0.030825818411621603,7.407845118183102,8.649821484166376,0.14583980474302993,0.06268423043778189,10
ftv_complete_375,C4,T0_T3,C_PLUS_F_PLUS_M,0.7339957364046701,0.03182555259343166,0.5504762642892578,0.07379371591655318,0.20726161538476048,0.029321004507047523,5.906105584142559,7.204774126372613,0.15388153859325832,0.05697419941330142,10
ftv_complete_375,C4,T0_T3,C_PLUS_M,0.6630409521258757,0.0421116242062491,0.47587648295883944,0.08625779189989653,0.22227300514209772,0.023321063943747777,5.820840815418,6.3555308088339855,0.1665913066958708,0.03304543966688476,10
ftv_complete_375,C4,T0_T3,F,0.7062769338682553,0.029021336907898442,0.4894259246237905,0.039911899351419644,0.18854911262793989,0.009915452815459254,1.3313110354573954,0.24896486265954806,0.08906780077215222,0.03287426939552786,10
ftv_complete_375,C5,T0,C,0.6961589583479194,0.05945133767546719,0.490055109057408,0.06370225035646739,0.20959045241683003,0.005479237195107178,2.289865022083152,0.9416880177613693,0.14098391001348767,0.019459714222558135,10
ftv_complete_375,C5,T0,C_PLUS_F,0.701030919841618,0.055678843978264767,0.5079266606446124,0.06819616379718443,0.20705573391145818,0.024521534580064883,3.8995293968510483,4.839843912834739,0.1287248329504839,0.04283539802347443,10
ftv_complete_375,C5,T0,C_PLUS_F_PLUS_M,0.6891052160226885,0.05573978477304825,0.47730096843948944,0.05874481986451036,0.22347701801505254,0.016096306214318293,7.161580969970457,6.936547490792694,0.16801897912714833,0.038772789540520984,10
