model,task,target,timepoint,transition,representation,fold_count,spearman_mean,spearman_sd_ddof1,pearson_mean,pearson_sd_ddof1,r2_mean,r2_sd_ddof1,mae_mean,mae_sd_ddof1,rmse_mean,rmse_sd_ddof1,rmse_gain_over_b0_mean,rmse_gain_over_b0_sd_ddof1,prediction_target_variance_ratio_mean,prediction_target_variance_ratio_sd_ddof1
G1,static,ld,T0,,response_state,5,0.3519377919294002,0.11219127839567267,0.33002265826506444,0.12234478789746692,0.07346609090203352,0.11257475994615748,1.4458940340105628,0.12982368138285505,2.0485450421349767,0.2840364221189934,0.059231030429689954,0.050646357560805044,0.08422212724453434,0.040497147557157366
G1,static,ld,T1,,response_state,5,0.27083859703232815,0.06402855110255253,0.23630834105503654,0.09223634799037066,-0.03571475549190415,0.09064627956751033,1.3913393593416514,0.15914571369240002,2.0598470083275684,0.3262116900142923,0.023702112010469782,0.016093809854554497,0.059112857653472885,0.03864992804845092
G1,static,ld,T2,,response_state,5,0.30260332352376845,0.12089868164219182,0.3184223180000482,0.08180530877364603,-0.16769262512787267,0.1439189017630478,1.5959815865303644,0.20163839546923437,2.242100122284784,0.3986680774677002,0.05078632936957006,0.03776624072982465,0.05886581375810781,0.03989494428158601
G1,static,ld,T3,,response_state,5,0.22809349759251987,0.09927523717602361,0.1978293490480697,0.15033239917949448,-1.3887067849578212,2.540500500544366,1.4991765772992056,0.3572926760322995,2.5171462134240636,1.3223813782652314,-0.22788432383657656,0.570896665896276,1.299503480051014,2.6335988976308387
G1,static,sphericity,T0,,response_state,5,0.4516731555100379,0.12641419100169277,0.41697496991572125,0.1026136710443488,0.16292160650087525,0.08617340607852385,0.0672690866811773,0.006248540130296861,0.08552176324271667,0.008806675686192832,0.09412333986440585,0.05336270037199095,0.14796783580921177,0.03983951378578228
G1,static,sphericity,T1,,response_state,5,0.2803782670657125,0.093941539228556,0.26887352947465515,0.0793335288701865,0.048516129581404235,0.060960690406398114,0.07150719501453542,0.007919927773115247,0.08838880786685198,0.009138641481636803,0.029354885535952203,0.029940456229928608,0.1233368630989092,0.098290440470168
G1,static,sphericity,T2,,response_state,5,0.2319976911080547,0.07932097415405605,0.1963288132980574,0.09262266422282764,-0.009925841479366615,0.10210107218688672,0.09049088307535709,0.005326975430559677,0.11883932778947766,0.01247970059624694,0.018693259617003428,0.019808159813974643,0.028529294398561895,0.010809884355314395
G1,static,sphericity,T3,,response_state,5,0.13407779819137128,0.041418382839596694,0.10221104774354346,0.09549274281412981,-0.016457967614312174,0.0335029700857606,0.11495318847530836,0.00930997770368234,0.14169192614494835,0.009040816145096865,-0.003588448363024798,0.015886460497375448,0.04097412993501142,0.04446345097681184
G2,change,ftv,,T0→T1,response_state,5,0.3301383965231416,0.07402582894609092,0.31446130954255297,0.11325575676670273,0.06777950376010178,0.07583046694425709,0.5761898959276677,0.05175398237839862,0.7708577253730209,0.12451764831175595,0.04926193341825019,0.035354206094579246,0.09610981160329808,0.05087416365925642
G2,change,ftv,,T1→T2,response_state,5,0.2303912339433276,0.09924436678102821,0.20569362036863442,0.07735226591227815,0.008942232262705897,0.06028082659539162,0.8617617194416753,0.07090253745787717,1.102983142760279,0.09552114731282103,0.013200069153695409,0.02515601065426973,0.09904870474475755,0.044701416704464876
G2,change,ftv,,T2→T3,response_state,5,0.19906516923267475,0.09374842067407367,0.21277068577976443,0.10085287528036012,0.031130820966321315,0.06139551610090895,0.8849261188911903,0.06892387688641943,1.2087738756730633,0.09359873367246643,0.020811089609016432,0.03489505641275322,0.08353688699294941,0.054960295334370725
G2,change,ld,,T0→T1,response_state,5,0.09751547573969477,0.13325627151542585,0.05989884430641986,0.12064786609508078,-0.052863185732194284,0.06791847113296054,0.3054238587593133,0.03707977028663397,0.5650436267250566,0.19309461636618921,-0.013807262571263218,0.030504199843113578,0.07000778860148085,0.04973470983677328
G2,change,ld,,T1→T2,response_state,5,0.18585757500973282,0.07009062185000675,0.20028073803402627,0.1259089645472334,0.0068027335786981615,0.09362230774080083,0.959216865737648,0.08351399346034069,1.3221077788849454,0.1350310145842705,0.012619487835488533,0.04363667290651938,0.07431738694227649,0.061420586897289645
G2,change,ld,,T2→T3,response_state,5,0.17340676037972483,0.09311200000620491,0.1356359956083733,0.08718689440356596,0.007927900150386824,0.02933595342063835,0.9810415187762616,0.16934838367017727,1.2934200124710173,0.24131847916704208,0.008859756626713351,0.013121464475981445,0.03239013712015222,0.01982019642870104
G2,change,sphericity,,T0→T1,response_state,5,0.012517756882199855,0.14289318634207918,-0.004349653924998748,0.12795765678933801,-0.08838488239619831,0.09130928951402698,0.052331429571014144,0.009985718885062344,0.07147933448413005,0.013989422587404795,-0.017169553587078543,0.026829914216756436,0.04055141590579003,0.022633921887461144
G2,change,sphericity,,T1→T2,response_state,5,0.05533892471696074,0.10524785042638272,0.023467927820540628,0.12471692625194855,-0.09526559554942234,0.13731907131787122,0.07816995781439202,0.013693594886978057,0.10829062209444555,0.023042166321533587,-0.023931543122498344,0.02751048101985612,0.0866034439818921,0.0961062620936214
G2,change,sphericity,,T2→T3,response_state,5,0.04193310038536921,0.13719366681880846,-0.020976905258658668,0.13091648927967456,-0.058218929836310274,0.0660861790078992,0.08913111208095585,0.004733896132328819,0.12903659847521282,0.008110424775811892,-0.01915731488819847,0.023552064053452053,0.03336118158057013,0.008394359820473778
G2,static,ftv,T0,,response_state,5,0.7309492727807357,0.024028003402298645,0.6461537042490916,0.17738193691184795,0.25615585573015964,0.3417725189067157,16.48796982262104,4.717486724537533,36.68448146545137,17.90248666789794,0.19387079496643858,0.18453442600447076,0.6942907291588257,0.561686111638993
G2,static,ftv,T1,,response_state,5,0.6024178173314972,0.12658040509029764,0.4328197383320533,0.14745987013493664,0.12844250516858233,0.1728324881424766,11.895918611097297,5.009250691144292,31.143758285712472,19.628927601304362,0.1103909411564766,0.08971038629192486,0.18989533022678476,0.1925477550663906
G2,static,ftv,T2,,response_state,5,0.48946669201849985,0.14134065456388806,0.24852504620917734,0.14809724173031505,0.02049026139476664,0.08876519591468147,7.551815035918322,4.691034721312006,25.11353144103058,20.303202258720177,0.05002659870394706,0.04834817013941533,0.05551444506305527,0.06050079707022676
G2,static,ftv,T3,,response_state,5,0.4450623762653548,0.06984777607289902,0.4341785988711197,0.2877601752986823,0.08227632543409232,0.17060267567525766,3.0260125608748902,1.7416064379038099,9.488118193569022,7.332309741547854,0.08253173083993302,0.08526807822442259,0.10648248474795227,0.11813830171606134
G2,static,ld,T0,,response_state,5,0.3627951051179593,0.07197580290085616,0.34778193187817263,0.10947388132747286,0.08739626189917753,0.044538012613169975,1.4293577753284317,0.10148928265196802,2.0281741267816185,0.16892314239783687,0.06413482834326148,0.03985686160692591,0.11760486695167507,0.04211166745234724
G2,static,ld,T1,,response_state,5,0.20544709833075053,0.12455987039647963,0.14262028903980992,0.09685363723196273,-0.09175130371209561,0.09187532426574259,1.4296002857707295,0.15126134853917933,2.110743649386265,0.29978678915522455,-0.002522988570682844,0.015751323150585864,0.08178066079507307,0.08967397799461586
G2,static,ld,T2,,response_state,5,0.33238177972454636,0.10216012562711754,0.2662402609178018,0.10000386376723183,-0.14802963972614058,0.11172974612497054,1.5100891110465462,0.11762810633290763,2.2206998452368034,0.3601367222969394,0.05783214252719111,0.034065101983522354,0.20072167402525015,0.09674635667784486
G2,static,ld,T3,,response_state,5,0.3250444180443685,0.05179536949088804,0.3063274685235965,0.09050565145531542,-0.17256516932162605,0.10627714252400752,1.3035261051200857,0.1466317404607554,1.897660253934736,0.2537612213872875,0.06286930575303133,0.03138703227442774,0.0675909914527295,0.04699005704130672
G2,static,sphericity,T0,,response_state,5,0.652204724870178,0.053519610392003265,0.5782743862932295,0.06805822029307035,0.3221551258798934,0.0760583323784662,0.058571024511503825,0.004376939814085472,0.07699728027226987,0.00892614532419097,0.18515246351216658,0.04794739496824927,0.3003431202950247,0.06913735994693601
G2,static,sphericity,T1,,response_state,5,0.4869291023296157,0.1306634070871052,0.4372047127094506,0.1300566823552569,0.14784010371708295,0.1523257528546212,0.06473050483409315,0.00876245448284417,0.08356873197179229,0.012075994994285539,0.08394032727147183,0.07912744339198827,0.2970160882648443,0.1645721483455385
G2,static,sphericity,T2,,response_state,5,0.29183019245704844,0.12878757976128677,0.26585718720120555,0.1046401555504135,0.03722960931809975,0.09724310663614995,0.08844418687229097,0.008274111173313177,0.11629469011009759,0.015156309059588643,0.04168938749525584,0.03669884055039501,0.09224987026157036,0.08344339293926042
G2,static,sphericity,T3,,response_state,5,0.31482091863723005,0.12517025236531787,0.2989369974524327,0.10360646265566177,0.07631511105786311,0.05922963466971778,0.10607578210898475,0.008793173676093169,0.13513510079427488,0.011108608095429623,0.04365405996038524,0.028966394815008838,0.122189685312172,0.10640406665355066
G3,change,ftv,,T0→T1,response_state,5,0.5130999049928444,0.11610408880137114,0.4383785823685534,0.10131767446701333,0.1402591891019097,0.12910033023312362,0.5461223271935713,0.049359377217045336,0.7365884404512055,0.10355262516603807,0.08838993337413456,0.06576013529439706,0.2626909410833453,0.1360317523749055
