comparison,kind,task,target,timepoint,transition,representation,fold,metric,estimate,n_patients,decision_point
G3-G1,probe,static,sphericity,T0,,response_state,3,r2,-0.1172907250369466,72,
G3-G1,probe,static,sphericity,T0,,response_state,3,mae,0.0035544016651772314,72,
G3-G1,probe,static,sphericity,T0,,response_state,3,rmse,0.005711879845234608,72,
G3-G1,probe,static,sphericity,T0,,response_state,3,rmse_gain_over_b0,-0.058658558879225296,72,
G3-G1,probe,static,sphericity,T0,,response_state,3,prediction_target_variance_ratio,0.2566737831295462,72,
G3-G1,probe,static,sphericity,T0,,response_state,4,spearman,0.04385947149944319,84,
G3-G1,probe,static,sphericity,T0,,response_state,4,pearson,0.0939346978883393,84,
G3-G1,probe,static,sphericity,T0,,response_state,4,r2,0.07746785674352608,84,
G3-G1,probe,static,sphericity,T0,,response_state,4,mae,-0.0026720780614081785,84,
G3-G1,probe,static,sphericity,T0,,response_state,4,rmse,-0.004109271917627805,84,
G3-G1,probe,static,sphericity,T0,,response_state,4,rmse_gain_over_b0,0.042018400573067084,84,
G3-G1,probe,static,sphericity,T0,,response_state,4,prediction_target_variance_ratio,0.05197914449946017,84,
G3-G1,probe,static,sphericity,T1,,response_state,0,spearman,-0.010303251735476748,69,
G3-G1,probe,static,sphericity,T1,,response_state,0,pearson,-0.004450613951892335,69,
G3-G1,probe,static,sphericity,T1,,response_state,0,r2,-0.006602500373000697,69,
G3-G1,probe,static,sphericity,T1,,response_state,0,mae,-0.0009323620433537433,69,
G3-G1,probe,static,sphericity,T1,,response_state,0,rmse,0.00038616191201994166,69,
G3-G1,probe,static,sphericity,T1,,response_state,0,rmse_gain_over_b0,-0.003562038759993308,69,
G3-G1,probe,static,sphericity,T1,,response_state,0,prediction_target_variance_ratio,0.028550305808018595,69,
G3-G1,probe,static,sphericity,T1,,response_state,1,spearman,0.06568760475696389,67,
G3-G1,probe,static,sphericity,T1,,response_state,1,pearson,0.019784895241148015,67,
G3-G1,probe,static,sphericity,T1,,response_state,1,r2,0.06234758629404713,67,
G3-G1,probe,static,sphericity,T1,,response_state,1,mae,-0.0013464631604176852,67,
G3-G1,probe,static,sphericity,T1,,response_state,1,rmse,-0.0026699479532982517,67,
G3-G1,probe,static,sphericity,T1,,response_state,1,rmse_gain_over_b0,0.031438658922233104,67,
G3-G1,probe,static,sphericity,T1,,response_state,1,prediction_target_variance_ratio,-0.0990796774933079,67,
G3-G1,probe,static,sphericity,T1,,response_state,2,spearman,0.060366903152680396,83,
G3-G1,probe,static,sphericity,T1,,response_state,2,pearson,0.09383600730963965,83,
G3-G1,probe,static,sphericity,T1,,response_state,2,r2,0.07143946264316425,83,
G3-G1,probe,static,sphericity,T1,,response_state,2,mae,-0.0011537143519499138,83,
G3-G1,probe,static,sphericity,T1,,response_state,2,rmse,-0.002962740126562405,83,
G3-G1,probe,static,sphericity,T1,,response_state,2,rmse_gain_over_b0,0.03747293594549389,83,
G3-G1,probe,static,sphericity,T1,,response_state,2,prediction_target_variance_ratio,0.12530029108300508,83,
G3-G1,probe,static,sphericity,T1,,response_state,3,spearman,0.017557399189658512,72,
G3-G1,probe,static,sphericity,T1,,response_state,3,pearson,0.043762753793893466,72,
G3-G1,probe,static,sphericity,T1,,response_state,3,r2,0.021715871609374937,72,
G3-G1,probe,static,sphericity,T1,,response_state,3,mae,-0.000481411936313611,72,
G3-G1,probe,static,sphericity,T1,,response_state,3,rmse,-0.0009836599153252162,72,
G3-G1,probe,static,sphericity,T1,,response_state,3,rmse_gain_over_b0,0.011051745976681349,72,
G3-G1,probe,static,sphericity,T1,,response_state,3,prediction_target_variance_ratio,-0.0035586661398133226,72,
G3-G1,probe,static,sphericity,T1,,response_state,4,spearman,-0.08020654044750429,84,
G3-G1,probe,static,sphericity,T1,,response_state,4,pearson,-0.06980467664325812,84,
G3-G1,probe,static,sphericity,T1,,response_state,4,r2,-0.09080853530595734,84,
G3-G1,probe,static,sphericity,T1,,response_state,4,mae,0.004817049761918574,84,
G3-G1,probe,static,sphericity,T1,,response_state,4,rmse,0.004189016652795807,84,
G3-G1,probe,static,sphericity,T1,,response_state,4,rmse_gain_over_b0,-0.044208140763438555,84,
G3-G1,probe,static,sphericity,T1,,response_state,4,prediction_target_variance_ratio,0.08687393336150963,84,
G3-G1,probe,static,sphericity,T2,,response_state,0,spearman,0.11483375959079287,69,
G3-G1,probe,static,sphericity,T2,,response_state,0,pearson,0.1319744663316242,69,
G3-G1,probe,static,sphericity,T2,,response_state,0,r2,0.04144328729590818,69,
G3-G1,probe,static,sphericity,T2,,response_state,0,mae,-0.003493705897051766,69,
G3-G1,probe,static,sphericity,T2,,response_state,0,rmse,-0.0025434342853110498,69,
G3-G1,probe,static,sphericity,T2,,response_state,0,rmse_gain_over_b0,0.02093668235443412,69,
G3-G1,probe,static,sphericity,T2,,response_state,0,prediction_target_variance_ratio,0.03991636055092891,69,
G3-G1,probe,static,sphericity,T2,,response_state,1,spearman,0.011333705802538119,67,
G3-G1,probe,static,sphericity,T2,,response_state,1,pearson,0.04995712056964852,67,
G3-G1,probe,static,sphericity,T2,,response_state,1,r2,0.03453555146503884,67,
G3-G1,probe,static,sphericity,T2,,response_state,1,mae,-0.0022515221672228247,67,
G3-G1,probe,static,sphericity,T2,,response_state,1,rmse,-0.0023139676331906944,67,
G3-G1,probe,static,sphericity,T2,,response_state,1,rmse_gain_over_b0,0.017209414915697385,67,
G3-G1,probe,static,sphericity,T2,,response_state,1,prediction_target_variance_ratio,0.02344470120447341,67,
G3-G1,probe,static,sphericity,T2,,response_state,2,spearman,0.022711053272322757,83,
G3-G1,probe,static,sphericity,T2,,response_state,2,pearson,0.02180520874899977,83,
G3-G1,probe,static,sphericity,T2,,response_state,2,r2,0.018696243668753,83,
G3-G1,probe,static,sphericity,T2,,response_state,2,mae,-0.0005781672072090044,83,
G3-G1,probe,static,sphericity,T2,,response_state,2,rmse,-0.001244318007202802,83,
G3-G1,probe,static,sphericity,T2,,response_state,2,rmse_gain_over_b0,0.00979898294979828,83,
G3-G1,probe,static,sphericity,T2,,response_state,2,prediction_target_variance_ratio,0.034191789950081854,83,
G3-G1,probe,static,sphericity,T2,,response_state,3,spearman,0.17788925332818833,72,
G3-G1,probe,static,sphericity,T2,,response_state,3,pearson,0.1621506622629506,72,
G3-G1,probe,static,sphericity,T2,,response_state,3,r2,0.06537408553516744,72,
G3-G1,probe,static,sphericity,T2,,response_state,3,mae,-0.00224159534279951,72,
G3-G1,probe,static,sphericity,T2,,response_state,3,rmse,-0.0027221401614809793,72,
G3-G1,probe,static,sphericity,T2,,response_state,3,rmse_gain_over_b0,0.028053375584309176,72,
G3-G1,probe,static,sphericity,T2,,response_state,3,prediction_target_variance_ratio,0.03230863692847912,72,
G3-G1,probe,static,sphericity,T2,,response_state,4,spearman,0.06641692821706999,84,
G3-G1,probe,static,sphericity,T2,,response_state,4,pearson,0.116603909490331,84,
G3-G1,probe,static,sphericity,T2,,response_state,4,r2,0.0482508832801497,84,
G3-G1,probe,static,sphericity,T2,,response_state,4,mae,-0.003168973979807088,84,
G3-G1,probe,static,sphericity,T2,,response_state,4,rmse,-0.003127233808150137,84,
G3-G1,probe,static,sphericity,T2,,response_state,4,rmse_gain_over_b0,0.024732475262143287,84,
G3-G1,probe,static,sphericity,T2,,response_state,4,prediction_target_variance_ratio,0.02095110206335345,84,
G3-G1,probe,static,sphericity,T3,,response_state,0,spearman,0.09985385458531243,69,
G3-G1,probe,static,sphericity,T3,,response_state,0,pearson,0.011471322506891257,69,
G3-G1,probe,static,sphericity,T3,,response_state,0,r2,0.0219512283095602,69,
G3-G1,probe,static,sphericity,T3,,response_state,0,mae,-0.0032212951193847233,69,
G3-G1,probe,static,sphericity,T3,,response_state,0,rmse,-0.0016376377421864208,69,
G3-G1,probe,static,sphericity,T3,,response_state,0,rmse_gain_over_b0,0.010884944861845523,69,
G3-G1,probe,static,sphericity,T3,,response_state,0,prediction_target_variance_ratio,0.009385045541413914,69,
G3-G1,probe,static,sphericity,T3,,response_state,1,spearman,-0.025381115811317745,67,
G3-G1,probe,static,sphericity,T3,,response_state,1,pearson,0.036597748188018746,67,
G3-G1,probe,static,sphericity,T3,,response_state,1,r2,-0.003106592842607725,67,
G3-G1,probe,static,sphericity,T3,,response_state,1,mae,0.00019289254264066857,67,
G3-G1,probe,static,sphericity,T3,,response_state,1,rmse,0.0001892371288796102,67,
G3-G1,probe,static,sphericity,T3,,response_state,1,rmse_gain_over_b0,-0.0014920849884640687,67,
G3-G1,probe,static,sphericity,T3,,response_state,1,prediction_target_variance_ratio,0.03367631582536816,67,
G3-G1,probe,static,sphericity,T3,,response_state,2,spearman,0.054867553839049565,83,
G3-G1,probe,static,sphericity,T3,,response_state,2,pearson,0.029240159460232312,83,
G3-G1,probe,static,sphericity,T3,,response_state,2,r2,-7.924668041037197e-05,83,
G3-G1,probe,static,sphericity,T3,,response_state,2,mae,0.0005664298142801782,83,
G3-G1,probe,static,sphericity,T3,,response_state,2,rmse,5.344555163461218e-06,83,
G3-G1,probe,static,sphericity,T3,,response_state,2,rmse_gain_over_b0,-3.9883774996610395e-05,83,
G3-G1,probe,static,sphericity,T3,,response_state,2,prediction_target_variance_ratio,0.04435568376149539,83,
G3-G1,probe,static,sphericity,T3,,response_state,3,spearman,0.09277123930799408,72,
G3-G1,probe,static,sphericity,T3,,response_state,3,pearson,0.09544425123770565,72,
G3-G1,probe,static,sphericity,T3,,response_state,3,r2,0.023915831736712745,72,
G3-G1,probe,static,sphericity,T3,,response_state,3,mae,-0.0016149963469013068,72,
G3-G1,probe,static,sphericity,T3,,response_state,3,rmse,-0.0017982056578411676,72,
G3-G1,probe,static,sphericity,T3,,response_state,3,rmse_gain_over_b0,0.012027102979559216,72,
G3-G1,probe,static,sphericity,T3,,response_state,3,prediction_target_variance_ratio,0.005539181114399459,72,
G3-G1,probe,static,sphericity,T3,,response_state,4,spearman,0.16093955654550976,84,
G3-G1,probe,static,sphericity,T3,,response_state,4,pearson,0.13678865491253145,84,
G3-G1,probe,static,sphericity,T3,,response_state,4,r2,0.02393411444012039,84,
G3-G1,probe,static,sphericity,T3,,response_state,4,mae,-0.002616539277476973,84,
G3-G1,probe,static,sphericity,T3,,response_state,4,rmse,-0.0017265298384086802,84,
G3-G1,probe,static,sphericity,T3,,response_state,4,rmse_gain_over_b0,0.011857833975053553,84,
G3-G1,probe,static,sphericity,T3,,response_state,4,prediction_target_variance_ratio,0.02659302090802281,84,
G3-G1,pcr,,,,,,0,auroc,0.02820730671197963,162,T0
G3-G1,pcr,,,,,,0,auprc,0.025293498836094164,162,T0
G3-G1,pcr,,,,,,0,accuracy,0.07407407407407407,162,T0
G3-G1,pcr,,,,,,0,sensitivity,0.036363636363636376,162,T0
G3-G1,pcr,,,,,,0,specificity,0.09345794392523366,162,T0
G3-G1,pcr,,,,,,1,auroc,-0.020050977060322883,162,T0
G3-G1,pcr,,,,,,1,auprc,-0.02331706733056338,162,T0
G3-G1,pcr,,,,,,1,accuracy,-0.061728395061728336,162,T0
G3-G1,pcr,,,,,,1,sensitivity,0.29090909090909095,162,T0
G3-G1,pcr,,,,,,1,specificity,-0.2429906542056075,162,T0
G3-G1,pcr,,,,,,2,auroc,0.004078164825828345,162,T0
G3-G1,pcr,,,,,,2,auprc,0.01116199030733278,162,T0
G3-G1,pcr,,,,,,2,accuracy,0.01851851851851849,162,T0
G3-G1,pcr,,,,,,2,sensitivity,0.054545454545454564,162,T0
G3-G1,pcr,,,,,,2,specificity,0.0,162,T0
G3-G1,pcr,,,,,,3,auroc,0.0399656946826758,161,T0
G3-G1,pcr,,,,,,3,auprc,-0.03656267372248534,161,T0
G3-G1,pcr,,,,,,3,accuracy,-0.19254658385093165,161,T0
G3-G1,pcr,,,,,,3,sensitivity,0.49090909090909096,161,T0
G3-G1,pcr,,,,,,3,specificity,-0.5471698113207548,161,T0
G3-G1,pcr,,,,,,4,auroc,-0.03722126929674091,161,T0
G3-G1,pcr,,,,,,4,auprc,-0.055866385421450226,161,T0
G3-G1,pcr,,,,,,4,accuracy,-0.03726708074534163,161,T0
G3-G1,pcr,,,,,,4,sensitivity,-0.018181818181818188,161,T0
G3-G1,pcr,,,,,,4,specificity,-0.04716981132075476,161,T0
G3-G1,pcr,,,,,,0,auroc,-0.016142735768903904,162,T0-T1
G3-G1,pcr,,,,,,0,auprc,-0.02214609626791869,162,T0-T1
G3-G1,pcr,,,,,,0,accuracy,0.030864197530864224,162,T0-T1
G3-G1,pcr,,,,,,0,sensitivity,0.0,162,T0-T1
G3-G1,pcr,,,,,,0,specificity,0.04672897196261683,162,T0-T1
G3-G1,pcr,,,,,,1,auroc,0.022259983007646533,162,T0-T1
G3-G1,pcr,,,,,,1,auprc,0.04590754802687136,162,T0-T1
G3-G1,pcr,,,,,,1,accuracy,0.03703703703703709,162,T0-T1
G3-G1,pcr,,,,,,1,sensitivity,-0.10909090909090913,162,T0-T1
G3-G1,pcr,,,,,,1,specificity,0.11214953271028039,162,T0-T1
G3-G1,pcr,,,,,,2,auroc,0.019031435853865797,162,T0-T1
G3-G1,pcr,,,,,,2,auprc,0.0007513452621293881,162,T0-T1
G3-G1,pcr,,,,,,2,accuracy,-0.06172839506172845,162,T0-T1
G3-G1,pcr,,,,,,2,sensitivity,0.34545454545454546,162,T0-T1
G3-G1,pcr,,,,,,2,specificity,-0.27102803738317754,162,T0-T1
G3-G1,pcr,,,,,,3,auroc,0.009090909090909038,161,T0-T1
G3-G1,pcr,,,,,,3,auprc,-0.027790937064555654,161,T0-T1
G3-G1,pcr,,,,,,3,accuracy,0.024844720496894346,161,T0-T1
G3-G1,pcr,,,,,,3,sensitivity,0.09090909090909088,161,T0-T1
G3-G1,pcr,,,,,,3,specificity,-0.009433962264150941,161,T0-T1
G3-G1,pcr,,,,,,4,auroc,-0.028644939965694616,161,T0-T1
G3-G1,pcr,,,,,,4,auprc,-0.0614626340676403,161,T0-T1
G3-G1,pcr,,,,,,4,accuracy,0.08074534161490682,161,T0-T1
G3-G1,pcr,,,,,,4,sensitivity,-0.10909090909090907,161,T0-T1
G3-G1,pcr,,,,,,4,specificity,0.17924528301886794,161,T0-T1
G3-G1,pcr,,,,,,0,auroc,0.015802888700085005,162,T0-T2
G3-G1,pcr,,,,,,0,auprc,0.01701354085432205,162,T0-T2
G3-G1,pcr,,,,,,0,accuracy,0.061728395061728336,162,T0-T2
G3-G1,pcr,,,,,,0,sensitivity,-0.10909090909090907,162,T0-T2
G3-G1,pcr,,,,,,0,specificity,0.14953271028037385,162,T0-T2
G3-G1,pcr,,,,,,1,auroc,0.008666100254885234,162,T0-T2
G3-G1,pcr,,,,,,1,auprc,0.0019122702223877686,162,T0-T2
G3-G1,pcr,,,,,,1,accuracy,0.09876543209876548,162,T0-T2
G3-G1,pcr,,,,,,1,sensitivity,-0.36363636363636365,162,T0-T2
G3-G1,pcr,,,,,,1,specificity,0.3364485981308411,162,T0-T2
G3-G1,pcr,,,,,,2,auroc,0.0018691588785046953,162,T0-T2
G3-G1,pcr,,,,,,2,auprc,0.055455841837686703,162,T0-T2
G3-G1,pcr,,,,,,2,accuracy,-0.01851851851851849,162,T0-T2
G3-G1,pcr,,,,,,2,sensitivity,0.10909090909090907,162,T0-T2
G3-G1,pcr,,,,,,2,specificity,-0.08411214953271029,162,T0-T2
G3-G1,pcr,,,,,,3,auroc,0.01938250428816457,161,T0-T2
G3-G1,pcr,,,,,,3,auprc,0.009844252755251193,161,T0-T2
G3-G1,pcr,,,,,,3,accuracy,0.0993788819875776,161,T0-T2
G3-G1,pcr,,,,,,3,sensitivity,-0.20000000000000007,161,T0-T2
G3-G1,pcr,,,,,,3,specificity,0.25471698113207547,161,T0-T2
G3-G1,pcr,,,,,,4,auroc,-0.014579759862778818,161,T0-T2
G3-G1,pcr,,,,,,4,auprc,-0.02362661598554633,161,T0-T2
G3-G1,pcr,,,,,,4,accuracy,-0.05590062111801242,161,T0-T2
G3-G1,pcr,,,,,,4,sensitivity,0.12727272727272732,161,T0-T2
G3-G1,pcr,,,,,,4,specificity,-0.15094339622641512,161,T0-T2
G4-G2,probe,change,ftv,,T0→T1,response_state,0,spearman,0.09462915601023025,69,
G4-G2,probe,change,ftv,,T0→T1,response_state,0,pearson,0.029063967334919838,69,
G4-G2,probe,change,ftv,,T0→T1,response_state,0,r2,0.019636383902787102,69,
G4-G2,probe,change,ftv,,T0→T1,response_state,0,mae,-0.014278263005883196,69,
G4-G2,probe,change,ftv,,T0→T1,response_state,0,rmse,-0.0067306146084514795,69,
G4-G2,probe,change,ftv,,T0→T1,response_state,0,rmse_gain_over_b0,0.009775757289753927,69,
G4-G2,probe,change,ftv,,T0→T1,response_state,0,prediction_target_variance_ratio,0.006792128981015388,69,
G4-G2,probe,change,ftv,,T0→T1,response_state,1,spearman,0.02099130018357409,67,
G4-G2,probe,change,ftv,,T0→T1,response_state,1,pearson,0.014657674895426853,67,
G4-G2,probe,change,ftv,,T0→T1,response_state,1,r2,0.013071047617906006,67,
G4-G2,probe,change,ftv,,T0→T1,response_state,1,mae,-0.0023452892720473573,67,
G4-G2,probe,change,ftv,,T0→T1,response_state,1,rmse,-0.005460742254002504,67,
G4-G2,probe,change,ftv,,T0→T1,response_state,1,rmse_gain_over_b0,0.00720566734968911,67,
G4-G2,probe,change,ftv,,T0→T1,response_state,1,prediction_target_variance_ratio,0.009593902468483073,67,
G4-G2,probe,change,ftv,,T0→T1,response_state,2,spearman,0.061059569287603366,83,
G4-G2,probe,change,ftv,,T0→T1,response_state,2,pearson,0.11192176031749279,83,
G4-G2,probe,change,ftv,,T0→T1,response_state,2,r2,0.0899254145919477,83,
G4-G2,probe,change,ftv,,T0→T1,response_state,2,mae,-0.03343594400351546,83,
G4-G2,probe,change,ftv,,T0→T1,response_state,2,rmse,-0.03402077466561326,83,
G4-G2,probe,change,ftv,,T0→T1,response_state,2,rmse_gain_over_b0,0.044756892960934394,83,
G4-G2,probe,change,ftv,,T0→T1,response_state,2,prediction_target_variance_ratio,0.06017300856172231,83,
G4-G2,probe,change,ftv,,T0→T1,response_state,3,spearman,0.08370313203421437,72,
G4-G2,probe,change,ftv,,T0→T1,response_state,3,pearson,0.047980928805496426,72,
G4-G2,probe,change,ftv,,T0→T1,response_state,3,r2,0.05655718806109533,72,
G4-G2,probe,change,ftv,,T0→T1,response_state,3,mae,-0.020238344971093447,72,
G4-G2,probe,change,ftv,,T0→T1,response_state,3,rmse,-0.025145773854498787,72,
G4-G2,probe,change,ftv,,T0→T1,response_state,3,rmse_gain_over_b0,0.030072216156316625,72,
G4-G2,probe,change,ftv,,T0→T1,response_state,3,prediction_target_variance_ratio,0.028983463962309997,72,
G4-G2,probe,change,ftv,,T0→T1,response_state,4,spearman,0.14581350612534177,84,
G4-G2,probe,change,ftv,,T0→T1,response_state,4,pearson,0.12774706566578253,84,
G4-G2,probe,change,ftv,,T0→T1,response_state,4,r2,0.06314373916860039,84,
G4-G2,probe,change,ftv,,T0→T1,response_state,4,mae,-0.0328113354470686,84,
G4-G2,probe,change,ftv,,T0→T1,response_state,4,rmse,-0.032699936237911675,84,
G4-G2,probe,change,ftv,,T0→T1,response_state,4,rmse_gain_over_b0,0.03235920092371027,84,
G4-G2,probe,change,ftv,,T0→T1,response_state,4,prediction_target_variance_ratio,0.02480212938147347,84,
G4-G2,probe,change,ftv,,T1→T2,response_state,0,spearman,0.10171720862257949,69,
G4-G2,probe,change,ftv,,T1→T2,response_state,0,pearson,0.07223502506052351,69,
G4-G2,probe,change,ftv,,T1→T2,response_state,0,r2,0.05973428936507119,69,
G4-G2,probe,change,ftv,,T1→T2,response_state,0,mae,-0.03411112149959239,69,
G4-G2,probe,change,ftv,,T1→T2,response_state,0,rmse,-0.036243486045658635,69,
G4-G2,probe,change,ftv,,T1→T2,response_state,0,rmse_gain_over_b0,0.030002296978502915,69,
G4-G2,probe,change,ftv,,T1→T2,response_state,0,prediction_target_variance_ratio,-5.0357274735624014e-05,69,
G4-G2,probe,change,ftv,,T1→T2,response_state,1,spearman,-0.019993614813632377,67,
G4-G2,probe,change,ftv,,T1→T2,response_state,1,pearson,0.017849078024881615,67,
G4-G2,probe,change,ftv,,T1→T2,response_state,1,r2,-0.008753999927263889,67,
G4-G2,probe,change,ftv,,T1→T2,response_state,1,mae,0.0024232192809541253,67,
G4-G2,probe,change,ftv,,T1→T2,response_state,1,rmse,0.004786678391392352,67,
G4-G2,probe,change,ftv,,T1→T2,response_state,1,rmse_gain_over_b0,-0.004182382298754162,67,
G4-G2,probe,change,ftv,,T1→T2,response_state,1,prediction_target_variance_ratio,0.015207883746806997,67,
G4-G2,probe,change,ftv,,T1→T2,response_state,2,spearman,-0.05845682381092315,83,
G4-G2,probe,change,ftv,,T1→T2,response_state,2,pearson,0.022707308852847552,83,
G4-G2,probe,change,ftv,,T1→T2,response_state,2,r2,0.01119286640196393,83,
G4-G2,probe,change,ftv,,T1→T2,response_state,2,mae,-0.008317465877456076,83,
G4-G2,probe,change,ftv,,T1→T2,response_state,2,rmse,-0.007215687417173378,83,
G4-G2,probe,change,ftv,,T1→T2,response_state,2,rmse_gain_over_b0,0.0059220683387338074,83,
G4-G2,probe,change,ftv,,T1→T2,response_state,2,prediction_target_variance_ratio,-0.013673500683084275,83,
G4-G2,probe,change,ftv,,T1→T2,response_state,3,spearman,0.09392887002379571,72,
G4-G2,probe,change,ftv,,T1→T2,response_state,3,pearson,0.11782688237545122,72,
G4-G2,probe,change,ftv,,T1→T2,response_state,3,r2,0.06855727766552733,72,
G4-G2,probe,change,ftv,,T1→T2,response_state,3,mae,-0.021372935248418545,72,
G4-G2,probe,change,ftv,,T1→T2,response_state,3,rmse,-0.033058560553922534,72,
G4-G2,probe,change,ftv,,T1→T2,response_state,3,rmse_gain_over_b0,0.03373613217894368,72,
G4-G2,probe,change,ftv,,T1→T2,response_state,3,prediction_target_variance_ratio,0.025143780597063736,72,
G4-G2,probe,change,ftv,,T1→T2,response_state,4,spearman,0.05805406499949378,84,
G4-G2,probe,change,ftv,,T1→T2,response_state,4,pearson,0.05378790479383838,84,
G4-G2,probe,change,ftv,,T1→T2,response_state,4,r2,0.022807268747722542,84,
G4-G2,probe,change,ftv,,T1→T2,response_state,4,mae,-0.0018020766807727018,84,
G4-G2,probe,change,ftv,,T1→T2,response_state,4,rmse,-0.01217534161296685,84,
G4-G2,probe,change,ftv,,T1→T2,response_state,4,rmse_gain_over_b0,0.011680841856100715,84,
G4-G2,probe,change,ftv,,T1→T2,response_state,4,prediction_target_variance_ratio,0.04201915644633006,84,
G4-G2,probe,change,ftv,,T2→T3,response_state,0,spearman,0.07055169894044576,69,
G4-G2,probe,change,ftv,,T2→T3,response_state,0,pearson,0.09564404150402359,69,
G4-G2,probe,change,ftv,,T2→T3,response_state,0,r2,0.03257306024912843,69,
G4-G2,probe,change,ftv,,T2→T3,response_state,0,mae,-1.7016497031230315e-05,69,
G4-G2,probe,change,ftv,,T2→T3,response_state,0,rmse,-0.020445708683637598,69,
G4-G2,probe,change,ftv,,T2→T3,response_state,0,rmse_gain_over_b0,0.01644627948724991,69,
G4-G2,probe,change,ftv,,T2→T3,response_state,0,prediction_target_variance_ratio,0.012357426962583407,69,
G4-G2,probe,change,ftv,,T2→T3,response_state,1,spearman,0.03459972862957933,67,
G4-G2,probe,change,ftv,,T2→T3,response_state,1,pearson,0.0536905992526463,67,
G4-G2,probe,change,ftv,,T2→T3,response_state,1,r2,0.04107621821948704,67,
G4-G2,probe,change,ftv,,T2→T3,response_state,1,mae,-0.015474139453070523,67,
G4-G2,probe,change,ftv,,T2→T3,response_state,1,rmse,-0.02484381094740673,67,
G4-G2,probe,change,ftv,,T2→T3,response_state,1,rmse_gain_over_b0,0.021997512102149314,67,
G4-G2,probe,change,ftv,,T2→T3,response_state,1,prediction_target_variance_ratio,0.032242245003312034,67,
G4-G2,probe,change,ftv,,T2→T3,response_state,2,spearman,0.00010494941438227157,83,
G4-G2,probe,change,ftv,,T2→T3,response_state,2,pearson,0.024399633782574426,83,
G4-G2,probe,change,ftv,,T2→T3,response_state,2,r2,0.0019408423121735074,83,
G4-G2,probe,change,ftv,,T2→T3,response_state,2,mae,0.0004012898313922042,83,
G4-G2,probe,change,ftv,,T2→T3,response_state,2,rmse,-0.0013200032691838004,83,
G4-G2,probe,change,ftv,,T2→T3,response_state,2,rmse_gain_over_b0,0.0009816635235396567,83,
G4-G2,probe,change,ftv,,T2→T3,response_state,2,prediction_target_variance_ratio,0.011467065806356758,83,
G4-G2,probe,change,ftv,,T2→T3,response_state,3,spearman,0.08489291915878833,72,
G4-G2,probe,change,ftv,,T2→T3,response_state,3,pearson,0.12205879344923479,72,
G4-G2,probe,change,ftv,,T2→T3,response_state,3,r2,0.1190053605659207,72,
G4-G2,probe,change,ftv,,T2→T3,response_state,3,mae,-0.046781209800740964,72,
G4-G2,probe,change,ftv,,T2→T3,response_state,3,rmse,-0.07140526806615677,72,
G4-G2,probe,change,ftv,,T2→T3,response_state,3,rmse_gain_over_b0,0.05989690438306406,72,
G4-G2,probe,change,ftv,,T2→T3,response_state,3,prediction_target_variance_ratio,-0.09263803673023827,72,
G4-G2,probe,change,ftv,,T2→T3,response_state,4,spearman,0.059876480712766994,84,
G4-G2,probe,change,ftv,,T2→T3,response_state,4,pearson,0.07199701247995982,84,
G4-G2,probe,change,ftv,,T2→T3,response_state,4,r2,0.03049857953791968,84,
G4-G2,probe,change,ftv,,T2→T3,response_state,4,mae,-0.010733664195124337,84,
G4-G2,probe,change,ftv,,T2→T3,response_state,4,rmse,-0.019624225972757925,84,
G4-G2,probe,change,ftv,,T2→T3,response_state,4,rmse_gain_over_b0,0.015564164311365735,84,
G4-G2,probe,change,ftv,,T2→T3,response_state,4,prediction_target_variance_ratio,0.022193106023134214,84,
G4-G2,probe,change,ld,,T0→T1,response_state,0,spearman,0.10830380903120375,69,
G4-G2,probe,change,ld,,T0→T1,response_state,0,pearson,0.024832409972920026,69,
G4-G2,probe,change,ld,,T0→T1,response_state,0,r2,0.007004100625265242,69,
G4-G2,probe,change,ld,,T0→T1,response_state,0,mae,-0.004311589076328948,69,
G4-G2,probe,change,ld,,T0→T1,response_state,0,rmse,-0.0027598493345698527,69,
G4-G2,probe,change,ld,,T0→T1,response_state,0,rmse_gain_over_b0,0.003465138937539044,69,
G4-G2,probe,change,ld,,T0→T1,response_state,0,prediction_target_variance_ratio,-0.0007356242296566642,69,
G4-G2,probe,change,ld,,T0→T1,response_state,1,spearman,-0.010519697781763173,67,
G4-G2,probe,change,ld,,T0→T1,response_state,1,pearson,-0.007708888011429979,67,
G4-G2,probe,change,ld,,T0→T1,response_state,1,r2,-0.01445320297416175,67,
G4-G2,probe,change,ld,,T0→T1,response_state,1,mae,-0.0005592688533422874,67,
G4-G2,probe,change,ld,,T0→T1,response_state,1,rmse,0.003402892062475571,67,
G4-G2,probe,change,ld,,T0→T1,response_state,1,rmse_gain_over_b0,-0.006724622902629228,67,
G4-G2,probe,change,ld,,T0→T1,response_state,1,prediction_target_variance_ratio,0.006859757684080703,67,
G4-G2,probe,change,ld,,T0→T1,response_state,2,spearman,0.022376016243440384,83,
G4-G2,probe,change,ld,,T0→T1,response_state,2,pearson,0.05448549409777266,83,
G4-G2,probe,change,ld,,T0→T1,response_state,2,r2,0.04074604517259006,83,
G4-G2,probe,change,ld,,T0→T1,response_state,2,mae,-0.0002509221894231861,83,
G4-G2,probe,change,ld,,T0→T1,response_state,2,rmse,-0.00680687917755618,83,
G4-G2,probe,change,ld,,T0→T1,response_state,2,rmse_gain_over_b0,0.018930304698288183,83,
G4-G2,probe,change,ld,,T0→T1,response_state,2,prediction_target_variance_ratio,0.015285749374369134,83,
