comparison,kind,task,target,timepoint,transition,representation,fold,metric,estimate,n_patients,decision_point
G4-G2,probe,static,ftv,T3,,response_state,1,rmse,0.11490104274346047,67,
G4-G2,probe,static,ftv,T3,,response_state,1,rmse_gain_over_b0,-0.040882381615173956,67,
G4-G2,probe,static,ftv,T3,,response_state,1,prediction_target_variance_ratio,0.09581400283647912,67,
G4-G2,probe,static,ftv,T3,,response_state,2,spearman,0.04943117417404813,83,
G4-G2,probe,static,ftv,T3,,response_state,2,pearson,0.301266736431037,83,
G4-G2,probe,static,ftv,T3,,response_state,2,r2,0.05293069702081987,83,
G4-G2,probe,static,ftv,T3,,response_state,2,mae,-0.17698167991823244,83,
G4-G2,probe,static,ftv,T3,,response_state,2,rmse,-0.5572775378762458,83,
G4-G2,probe,static,ftv,T3,,response_state,2,rmse_gain_over_b0,0.025419962630608434,83,
G4-G2,probe,static,ftv,T3,,response_state,2,prediction_target_variance_ratio,0.0016893867280372693,83,
G4-G2,probe,static,ftv,T3,,response_state,3,spearman,0.04389349797414621,72,
G4-G2,probe,static,ftv,T3,,response_state,3,pearson,-0.0835144014988819,72,
G4-G2,probe,static,ftv,T3,,response_state,3,r2,0.23564879293793528,72,
G4-G2,probe,static,ftv,T3,,response_state,3,mae,0.04565162702354231,72,
G4-G2,probe,static,ftv,T3,,response_state,3,rmse,-2.165804648873955,72,
G4-G2,probe,static,ftv,T3,,response_state,3,rmse_gain_over_b0,0.15979721352823875,72,
G4-G2,probe,static,ftv,T3,,response_state,3,prediction_target_variance_ratio,0.2515809814756228,72,
G4-G2,probe,static,ftv,T3,,response_state,4,spearman,0.030029361142047295,84,
G4-G2,probe,static,ftv,T3,,response_state,4,pearson,0.03502901810251338,84,
G4-G2,probe,static,ftv,T3,,response_state,4,r2,0.016362854631787327,84,
G4-G2,probe,static,ftv,T3,,response_state,4,mae,-0.027481165195983426,84,
G4-G2,probe,static,ftv,T3,,response_state,4,rmse,-0.045507034509824074,84,
G4-G2,probe,static,ftv,T3,,response_state,4,rmse_gain_over_b0,0.007665480170896105,84,
G4-G2,probe,static,ftv,T3,,response_state,4,prediction_target_variance_ratio,0.0036982897320968332,84,
G4-G2,probe,static,ld,T0,,response_state,0,spearman,0.011423455217258849,69,
G4-G2,probe,static,ld,T0,,response_state,0,pearson,0.02494208536498116,69,
G4-G2,probe,static,ld,T0,,response_state,0,r2,0.020431096573931384,69,
G4-G2,probe,static,ld,T0,,response_state,0,mae,-0.02938908604109769,69,
G4-G2,probe,static,ld,T0,,response_state,0,rmse,-0.02059100023441829,69,
G4-G2,probe,static,ld,T0,,response_state,0,rmse_gain_over_b0,0.01049409067755526,69,
G4-G2,probe,static,ld,T0,,response_state,0,prediction_target_variance_ratio,-0.003453332566651257,69,
G4-G2,probe,static,ld,T0,,response_state,1,spearman,0.0013179575558922574,67,
G4-G2,probe,static,ld,T0,,response_state,1,pearson,0.05298188250160879,67,
G4-G2,probe,static,ld,T0,,response_state,1,r2,0.026112629954452515,67,
G4-G2,probe,static,ld,T0,,response_state,1,mae,-0.010542681197005077,67,
G4-G2,probe,static,ld,T0,,response_state,1,rmse,-0.02526191988856752,67,
G4-G2,probe,static,ld,T0,,response_state,1,rmse_gain_over_b0,0.013384732555613132,67,
G4-G2,probe,static,ld,T0,,response_state,1,prediction_target_variance_ratio,0.018435300601228395,67,
G4-G2,probe,static,ld,T0,,response_state,2,spearman,0.00684715862096863,83,
G4-G2,probe,static,ld,T0,,response_state,2,pearson,0.02017113015169919,83,
G4-G2,probe,static,ld,T0,,response_state,2,r2,0.035497550408008505,83,
G4-G2,probe,static,ld,T0,,response_state,2,mae,-0.04578005336060387,83,
G4-G2,probe,static,ld,T0,,response_state,2,rmse,-0.0411202743618182,83,
G4-G2,probe,static,ld,T0,,response_state,2,rmse_gain_over_b0,0.018524796483634268,83,
G4-G2,probe,static,ld,T0,,response_state,2,prediction_target_variance_ratio,0.04368377413366992,83,
G4-G2,probe,static,ld,T0,,response_state,3,spearman,0.03723870992651551,72,
G4-G2,probe,static,ld,T0,,response_state,3,pearson,0.035937155358648665,72,
G4-G2,probe,static,ld,T0,,response_state,3,r2,0.03913976607841485,72,
G4-G2,probe,static,ld,T0,,response_state,3,mae,-0.006300800130959239,72,
G4-G2,probe,static,ld,T0,,response_state,3,rmse,-0.04992549707143423,72,
G4-G2,probe,static,ld,T0,,response_state,3,rmse_gain_over_b0,0.020569403516148013,72,
G4-G2,probe,static,ld,T0,,response_state,3,prediction_target_variance_ratio,0.031187779998766735,72,
G4-G2,probe,static,ld,T0,,response_state,4,spearman,0.05576463124043207,84,
G4-G2,probe,static,ld,T0,,response_state,4,pearson,0.03217720268092694,84,
G4-G2,probe,static,ld,T0,,response_state,4,r2,0.024462769855750466,84,
G4-G2,probe,static,ld,T0,,response_state,4,mae,-0.017590251420273706,84,
G4-G2,probe,static,ld,T0,,response_state,4,rmse,-0.02969914189574885,84,
G4-G2,probe,static,ld,T0,,response_state,4,rmse_gain_over_b0,0.012521967654252786,84,
G4-G2,probe,static,ld,T0,,response_state,4,prediction_target_variance_ratio,0.003441717866492583,84,
G4-G2,probe,static,ld,T1,,response_state,0,spearman,0.0701074707400702,69,
G4-G2,probe,static,ld,T1,,response_state,0,pearson,0.04040048830654808,69,
G4-G2,probe,static,ld,T1,,response_state,0,r2,-0.0012078647215161276,69,
G4-G2,probe,static,ld,T1,,response_state,0,mae,-0.01278457511384734,69,
G4-G2,probe,static,ld,T1,,response_state,0,rmse,0.0010204976126144683,69,
G4-G2,probe,static,ld,T1,,response_state,0,rmse_gain_over_b0,-0.0005773477919935009,69,
G4-G2,probe,static,ld,T1,,response_state,0,prediction_target_variance_ratio,0.07106519336545417,69,
G4-G2,probe,static,ld,T1,,response_state,1,spearman,0.012438235105626694,67,
G4-G2,probe,static,ld,T1,,response_state,1,pearson,0.0027274865449351815,67,
G4-G2,probe,static,ld,T1,,response_state,1,r2,-0.010155580157241939,67,
G4-G2,probe,static,ld,T1,,response_state,1,mae,-0.00010804433268130076,67,
G4-G2,probe,static,ld,T1,,response_state,1,rmse,0.008615977792262086,67,
G4-G2,probe,static,ld,T1,,response_state,1,rmse_gain_over_b0,-0.00481551158986895,67,
G4-G2,probe,static,ld,T1,,response_state,1,prediction_target_variance_ratio,0.014654318309740552,67,
G4-G2,probe,static,ld,T1,,response_state,2,spearman,0.2254365931825939,83,
G4-G2,probe,static,ld,T1,,response_state,2,pearson,0.1826639715234021,83,
G4-G2,probe,static,ld,T1,,response_state,2,r2,0.07828925941506992,83,
G4-G2,probe,static,ld,T1,,response_state,2,mae,-0.06377905615533241,83,
G4-G2,probe,static,ld,T1,,response_state,2,rmse,-0.07459060077762603,83,
G4-G2,probe,static,ld,T1,,response_state,2,rmse_gain_over_b0,0.032424575051899183,83,
G4-G2,probe,static,ld,T1,,response_state,2,prediction_target_variance_ratio,0.013210123141279811,83,
G4-G2,probe,static,ld,T1,,response_state,3,spearman,-0.010665939111193123,72,
G4-G2,probe,static,ld,T1,,response_state,3,pearson,-0.005045859175507511,72,
G4-G2,probe,static,ld,T1,,response_state,3,r2,-0.005363148549461405,72,
G4-G2,probe,static,ld,T1,,response_state,3,mae,0.011424346130375795,72,
G4-G2,probe,static,ld,T1,,response_state,3,rmse,0.005932319187965884,72,
G4-G2,probe,static,ld,T1,,response_state,3,rmse_gain_over_b0,-0.0024475450759765044,72,
G4-G2,probe,static,ld,T1,,response_state,3,prediction_target_variance_ratio,0.008228871776804994,72,
G4-G2,probe,static,ld,T1,,response_state,4,spearman,0.035701085240931685,84,
G4-G2,probe,static,ld,T1,,response_state,4,pearson,0.048299693988763714,84,
G4-G2,probe,static,ld,T1,,response_state,4,r2,0.028156579699888273,84,
G4-G2,probe,static,ld,T1,,response_state,4,mae,-0.027848042684158525,84,
G4-G2,probe,static,ld,T1,,response_state,4,rmse,-0.03118257455811957,84,
G4-G2,probe,static,ld,T1,,response_state,4,rmse_gain_over_b0,0.013849076644009943,84,
G4-G2,probe,static,ld,T1,,response_state,4,prediction_target_variance_ratio,0.012789626364748823,84,
G4-G2,probe,static,ld,T2,,response_state,0,spearman,0.008232418465173474,69,
G4-G2,probe,static,ld,T2,,response_state,0,pearson,0.05734864814173202,69,
G4-G2,probe,static,ld,T2,,response_state,0,r2,0.08536741983638962,69,
G4-G2,probe,static,ld,T2,,response_state,0,mae,-0.009322667080663205,69,
G4-G2,probe,static,ld,T2,,response_state,0,rmse,-0.06943335195806788,69,
G4-G2,probe,static,ld,T2,,response_state,0,rmse_gain_over_b0,0.03315701642821217,69,
G4-G2,probe,static,ld,T2,,response_state,0,prediction_target_variance_ratio,0.03546586071526417,69,
G4-G2,probe,static,ld,T2,,response_state,1,spearman,-0.011171793888917425,67,
G4-G2,probe,static,ld,T2,,response_state,1,pearson,0.025468005528030746,67,
G4-G2,probe,static,ld,T2,,response_state,1,r2,0.03339332198452272,67,
G4-G2,probe,static,ld,T2,,response_state,1,mae,0.007796867368064175,67,
G4-G2,probe,static,ld,T2,,response_state,1,rmse,-0.030738655775509383,67,
G4-G2,probe,static,ld,T2,,response_state,1,rmse_gain_over_b0,0.015332598258253616,67,
G4-G2,probe,static,ld,T2,,response_state,1,prediction_target_variance_ratio,0.049296463093848275,67,
G4-G2,probe,static,ld,T2,,response_state,2,spearman,0.009186653941434031,83,
G4-G2,probe,static,ld,T2,,response_state,2,pearson,0.04655833798154846,83,
G4-G2,probe,static,ld,T2,,response_state,2,r2,0.05239093318738042,83,
G4-G2,probe,static,ld,T2,,response_state,2,mae,0.004833592466660486,83,
G4-G2,probe,static,ld,T2,,response_state,2,rmse,-0.06815655112381824,83,
G4-G2,probe,static,ld,T2,,response_state,2,rmse_gain_over_b0,0.023362484530849693,83,
G4-G2,probe,static,ld,T2,,response_state,2,prediction_target_variance_ratio,0.029001763247891485,83,
G4-G2,probe,static,ld,T2,,response_state,3,spearman,0.1014289957470682,72,
G4-G2,probe,static,ld,T2,,response_state,3,pearson,0.0918768712005835,72,
G4-G2,probe,static,ld,T2,,response_state,3,r2,0.045969087056686675,72,
G4-G2,probe,static,ld,T2,,response_state,3,mae,-0.03295291414371171,72,
G4-G2,probe,static,ld,T2,,response_state,3,rmse,-0.04104854351045173,72,
G4-G2,probe,static,ld,T2,,response_state,3,rmse_gain_over_b0,0.01864627154427706,72,
G4-G2,probe,static,ld,T2,,response_state,3,prediction_target_variance_ratio,0.011595555111884925,72,
G4-G2,probe,static,ld,T2,,response_state,4,spearman,-0.0019683286104014153,84,
G4-G2,probe,static,ld,T2,,response_state,4,pearson,0.0179869029150318,84,
G4-G2,probe,static,ld,T2,,response_state,4,r2,0.016274243450572712,84,
G4-G2,probe,static,ld,T2,,response_state,4,mae,0.00808652100268814,84,
G4-G2,probe,static,ld,T2,,response_state,4,rmse,-0.016147484957306446,84,
G4-G2,probe,static,ld,T2,,response_state,4,rmse_gain_over_b0,0.006285825625610336,84,
G4-G2,probe,static,ld,T2,,response_state,4,prediction_target_variance_ratio,0.03158551722871378,84,
G4-G2,probe,static,ld,T3,,response_state,0,spearman,0.04327734278022605,69,
G4-G2,probe,static,ld,T3,,response_state,0,pearson,0.0449286138249777,69,
G4-G2,probe,static,ld,T3,,response_state,0,r2,0.022034714992125837,69,
G4-G2,probe,static,ld,T3,,response_state,0,mae,-0.006502393069833801,69,
G4-G2,probe,static,ld,T3,,response_state,0,rmse,-0.015629679383903028,69,
G4-G2,probe,static,ld,T3,,response_state,0,rmse_gain_over_b0,0.00832201135186187,69,
G4-G2,probe,static,ld,T3,,response_state,0,prediction_target_variance_ratio,0.005720165614378839,69,
G4-G2,probe,static,ld,T3,,response_state,1,spearman,-0.00401362180601178,67,
G4-G2,probe,static,ld,T3,,response_state,1,pearson,-0.011728494409802004,67,
G4-G2,probe,static,ld,T3,,response_state,1,r2,-0.017676659161700803,67,
G4-G2,probe,static,ld,T3,,response_state,1,mae,0.01639695074936176,67,
G4-G2,probe,static,ld,T3,,response_state,1,rmse,0.012338204883735937,67,
G4-G2,probe,static,ld,T3,,response_state,1,rmse_gain_over_b0,-0.0074571335093800845,67,
G4-G2,probe,static,ld,T3,,response_state,1,prediction_target_variance_ratio,-0.011009036835891384,67,
G4-G2,probe,static,ld,T3,,response_state,2,spearman,0.0010750206295469522,83,
G4-G2,probe,static,ld,T3,,response_state,2,pearson,-0.09233829810856636,83,
G4-G2,probe,static,ld,T3,,response_state,2,r2,-0.06177933692601001,83,
G4-G2,probe,static,ld,T3,,response_state,2,mae,0.05690754978858381,83,
G4-G2,probe,static,ld,T3,,response_state,2,rmse,0.05701276572982028,83,
G4-G2,probe,static,ld,T3,,response_state,2,rmse_gain_over_b0,-0.025628680957777705,83,
G4-G2,probe,static,ld,T3,,response_state,2,prediction_target_variance_ratio,0.04855421375122629,83,
G4-G2,probe,static,ld,T3,,response_state,3,spearman,-0.0010443367516685398,72,
G4-G2,probe,static,ld,T3,,response_state,3,pearson,0.042413055660731586,72,
G4-G2,probe,static,ld,T3,,response_state,3,r2,0.012950789384512662,72,
G4-G2,probe,static,ld,T3,,response_state,3,mae,0.003175573352367289,72,
G4-G2,probe,static,ld,T3,,response_state,3,rmse,-0.011695541043018398,72,
G4-G2,probe,static,ld,T3,,response_state,3,rmse_gain_over_b0,0.005312474368157516,72,
G4-G2,probe,static,ld,T3,,response_state,3,prediction_target_variance_ratio,-0.00406778114509232,72,
G4-G2,probe,static,ld,T3,,response_state,4,spearman,0.04480818720728802,84,
G4-G2,probe,static,ld,T3,,response_state,4,pearson,0.05360428495272371,84,
G4-G2,probe,static,ld,T3,,response_state,4,r2,0.028495121653055344,84,
G4-G2,probe,static,ld,T3,,response_state,4,mae,-0.026898949895713065,84,
G4-G2,probe,static,ld,T3,,response_state,4,rmse,-0.02329659344003998,84,
G4-G2,probe,static,ld,T3,,response_state,4,rmse_gain_over_b0,0.010802979941758072,84,
G4-G2,probe,static,ld,T3,,response_state,4,prediction_target_variance_ratio,0.0074982151987994725,84,
G4-G2,probe,static,sphericity,T0,,response_state,0,spearman,0.007782243332115524,69,
G4-G2,probe,static,sphericity,T0,,response_state,0,pearson,0.005980402272128482,69,
G4-G2,probe,static,sphericity,T0,,response_state,0,r2,0.005504352241113231,69,
G4-G2,probe,static,sphericity,T0,,response_state,0,mae,-9.991705772473963e-05,69,
G4-G2,probe,static,sphericity,T0,,response_state,0,rmse,-0.00035279134190595307,69,
G4-G2,probe,static,sphericity,T0,,response_state,0,rmse_gain_over_b0,0.0036016418069569067,69,
G4-G2,probe,static,sphericity,T0,,response_state,0,prediction_target_variance_ratio,-0.007376630771720294,69,
G4-G2,probe,static,sphericity,T0,,response_state,1,spearman,-0.019554633250858044,67,
G4-G2,probe,static,sphericity,T0,,response_state,1,pearson,-0.0330274976267807,67,
G4-G2,probe,static,sphericity,T0,,response_state,1,r2,-0.031101611385855432,67,
G4-G2,probe,static,sphericity,T0,,response_state,1,mae,0.0012072632055133564,67,
G4-G2,probe,static,sphericity,T0,,response_state,1,rmse,0.0018373908054713367,67,
G4-G2,probe,static,sphericity,T0,,response_state,1,rmse_gain_over_b0,-0.017521929721098034,67,
G4-G2,probe,static,sphericity,T0,,response_state,1,prediction_target_variance_ratio,0.008981010410034851,67,
G4-G2,probe,static,sphericity,T0,,response_state,2,spearman,0.011754334410813971,83,
G4-G2,probe,static,sphericity,T0,,response_state,2,pearson,0.028413436475938636,83,
G4-G2,probe,static,sphericity,T0,,response_state,2,r2,0.031225776696605756,83,
G4-G2,probe,static,sphericity,T0,,response_state,2,mae,-0.001617607696104098,83,
G4-G2,probe,static,sphericity,T0,,response_state,2,rmse,-0.0013847043501047096,83,
G4-G2,probe,static,sphericity,T0,,response_state,2,rmse_gain_over_b0,0.018347719161963982,83,
G4-G2,probe,static,sphericity,T0,,response_state,2,prediction_target_variance_ratio,-0.022227349227799842,83,
G4-G2,probe,static,sphericity,T0,,response_state,3,spearman,-0.021158916972152553,72,
G4-G2,probe,static,sphericity,T0,,response_state,3,pearson,-0.01271880147231419,72,
G4-G2,probe,static,sphericity,T0,,response_state,3,r2,-0.01933478511990705,72,
G4-G2,probe,static,sphericity,T0,,response_state,3,mae,0.0009667590770155512,72,
G4-G2,probe,static,sphericity,T0,,response_state,3,rmse,0.001173344555695774,72,
G4-G2,probe,static,sphericity,T0,,response_state,3,rmse_gain_over_b0,-0.012049745892907887,72,
G4-G2,probe,static,sphericity,T0,,response_state,3,prediction_target_variance_ratio,0.004127101268804834,72,
G4-G2,probe,static,sphericity,T0,,response_state,4,spearman,-0.01621949984813209,84,
G4-G2,probe,static,sphericity,T0,,response_state,4,pearson,-0.003414956595327645,84,
G4-G2,probe,static,sphericity,T0,,response_state,4,r2,-0.004491915742623864,84,
G4-G2,probe,static,sphericity,T0,,response_state,4,mae,-3.4328318686889514e-05,84,
G4-G2,probe,static,sphericity,T0,,response_state,4,rmse,0.0002585332872015039,84,
G4-G2,probe,static,sphericity,T0,,response_state,4,rmse_gain_over_b0,-0.0026435717666928316,84,
G4-G2,probe,static,sphericity,T0,,response_state,4,prediction_target_variance_ratio,0.006971303072398016,84,
G4-G2,probe,static,sphericity,T1,,response_state,0,spearman,-0.008403361344537785,69,
G4-G2,probe,static,sphericity,T1,,response_state,0,pearson,0.015919811844906095,69,
G4-G2,probe,static,sphericity,T1,,response_state,0,r2,0.014011528072625845,69,
G4-G2,probe,static,sphericity,T1,,response_state,0,mae,-0.001215105337278241,69,
G4-G2,probe,static,sphericity,T1,,response_state,0,rmse,-0.0008862384697811143,69,
G4-G2,probe,static,sphericity,T1,,response_state,0,rmse_gain_over_b0,0.008174850190286131,69,
G4-G2,probe,static,sphericity,T1,,response_state,0,prediction_target_variance_ratio,0.003229503941821449,69,
G4-G2,probe,static,sphericity,T1,,response_state,1,spearman,-0.028972783143107972,67,
G4-G2,probe,static,sphericity,T1,,response_state,1,pearson,0.012769213396016388,67,
G4-G2,probe,static,sphericity,T1,,response_state,1,r2,0.00889418389924812,67,
G4-G2,probe,static,sphericity,T1,,response_state,1,mae,0.00043851920495319163,67,
G4-G2,probe,static,sphericity,T1,,response_state,1,rmse,-0.0003839392840460365,67,
G4-G2,probe,static,sphericity,T1,,response_state,1,rmse_gain_over_b0,0.004520888200482968,67,
G4-G2,probe,static,sphericity,T1,,response_state,1,prediction_target_variance_ratio,0.0031238956311959165,67,
G4-G2,probe,static,sphericity,T1,,response_state,2,spearman,-0.008689811510851797,83,
G4-G2,probe,static,sphericity,T1,,response_state,2,pearson,-0.0023790785310949802,83,
G4-G2,probe,static,sphericity,T1,,response_state,2,r2,-0.011644357088105406,83,
G4-G2,probe,static,sphericity,T1,,response_state,2,mae,0.0018594067589777427,83,
G4-G2,probe,static,sphericity,T1,,response_state,2,rmse,0.0005359249376566677,83,
G4-G2,probe,static,sphericity,T1,,response_state,2,rmse_gain_over_b0,-0.006778414576543573,83,
G4-G2,probe,static,sphericity,T1,,response_state,2,prediction_target_variance_ratio,-0.025009665954688454,83,
G4-G2,probe,static,sphericity,T1,,response_state,3,spearman,0.0015113512122966188,72,
G4-G2,probe,static,sphericity,T1,,response_state,3,pearson,0.003871047413700035,72,
G4-G2,probe,static,sphericity,T1,,response_state,3,r2,0.0030478184836781885,72,
G4-G2,probe,static,sphericity,T1,,response_state,3,mae,0.0004866655965188593,72,
G4-G2,probe,static,sphericity,T1,,response_state,3,rmse,-0.00015420818467003217,72,
G4-G2,probe,static,sphericity,T1,,response_state,3,rmse_gain_over_b0,0.0017325801915338834,72,
G4-G2,probe,static,sphericity,T1,,response_state,3,prediction_target_variance_ratio,-0.009884125991377501,72,
G4-G2,probe,static,sphericity,T1,,response_state,4,spearman,-0.051614862812594864,84,
G4-G2,probe,static,sphericity,T1,,response_state,4,pearson,-0.032416616808022825,84,
G4-G2,probe,static,sphericity,T1,,response_state,4,r2,-0.10391681347379622,84,
G4-G2,probe,static,sphericity,T1,,response_state,4,mae,0.001985027727861244,84,
G4-G2,probe,static,sphericity,T1,,response_state,4,rmse,0.004625702696479578,84,
G4-G2,probe,static,sphericity,T1,,response_state,4,rmse_gain_over_b0,-0.04881663953264653,84,
G4-G2,probe,static,sphericity,T1,,response_state,4,prediction_target_variance_ratio,0.059563587510994,84,
G4-G2,probe,static,sphericity,T2,,response_state,0,spearman,0.004493971501644156,69,
G4-G2,probe,static,sphericity,T2,,response_state,0,pearson,-0.01949475324169181,69,
G4-G2,probe,static,sphericity,T2,,response_state,0,r2,-0.04940062345556828,69,
G4-G2,probe,static,sphericity,T2,,response_state,0,mae,0.0005438273743372662,69,
G4-G2,probe,static,sphericity,T2,,response_state,0,rmse,0.003014033594824189,69,
G4-G2,probe,static,sphericity,T2,,response_state,0,rmse_gain_over_b0,-0.02481049514228355,69,
G4-G2,probe,static,sphericity,T2,,response_state,0,prediction_target_variance_ratio,0.13378975906020862,69,
G4-G2,probe,static,sphericity,T2,,response_state,1,spearman,0.02055231862079976,67,
G4-G2,probe,static,sphericity,T2,,response_state,1,pearson,0.011515829061533256,67,
G4-G2,probe,static,sphericity,T2,,response_state,1,r2,-0.0033107256828657228,67,
G4-G2,probe,static,sphericity,T2,,response_state,1,mae,-0.0006184772114570941,67,
G4-G2,probe,static,sphericity,T2,,response_state,1,rmse,0.0002145504799036524,67,
G4-G2,probe,static,sphericity,T2,,response_state,1,rmse_gain_over_b0,-0.0015956524957666373,67,
G4-G2,probe,static,sphericity,T2,,response_state,1,prediction_target_variance_ratio,0.009968525867000783,67,
G4-G2,probe,static,sphericity,T2,,response_state,2,spearman,-0.03026741110784603,83,
G4-G2,probe,static,sphericity,T2,,response_state,2,pearson,-0.06697456592425022,83,
G4-G2,probe,static,sphericity,T2,,response_state,2,r2,-0.062222278262235364,83,
G4-G2,probe,static,sphericity,T2,,response_state,2,mae,-0.0028321902129001403,83,
G4-G2,probe,static,sphericity,T2,,response_state,2,rmse,0.004317161238743289,83,
G4-G2,probe,static,sphericity,T2,,response_state,2,rmse_gain_over_b0,-0.033997570657257836,83,
G4-G2,probe,static,sphericity,T2,,response_state,2,prediction_target_variance_ratio,-0.02434006351664328,83,
G4-G2,probe,static,sphericity,T2,,response_state,3,spearman,0.006077561257958691,72,
G4-G2,probe,static,sphericity,T2,,response_state,3,pearson,-0.01111636815093342,72,
G4-G2,probe,static,sphericity,T2,,response_state,3,r2,-0.014612181538237845,72,
G4-G2,probe,static,sphericity,T2,,response_state,3,mae,0.0009776235921045429,72,
G4-G2,probe,static,sphericity,T2,,response_state,3,rmse,0.0006317096868176664,72,
G4-G2,probe,static,sphericity,T2,,response_state,3,rmse_gain_over_b0,-0.006510167755249194,72,
G4-G2,probe,static,sphericity,T2,,response_state,3,prediction_target_variance_ratio,0.01721818893075021,72,
G4-G2,probe,static,sphericity,T2,,response_state,4,spearman,0.07787789814721069,84,
G4-G2,probe,static,sphericity,T2,,response_state,4,pearson,0.07193621225848912,84,
G4-G2,probe,static,sphericity,T2,,response_state,4,r2,0.03533572353109238,84,
G4-G2,probe,static,sphericity,T2,,response_state,4,mae,-0.0017107539227892848,84,
G4-G2,probe,static,sphericity,T2,,response_state,4,rmse,-0.0022976406177913633,84,
G4-G2,probe,static,sphericity,T2,,response_state,4,rmse_gain_over_b0,0.018171439434020182,84,
G4-G2,probe,static,sphericity,T2,,response_state,4,prediction_target_variance_ratio,0.005245437576082909,84,
G4-G2,probe,static,sphericity,T3,,response_state,0,spearman,-0.059846547314578,69,
G4-G2,probe,static,sphericity,T3,,response_state,0,pearson,-0.04691747598977786,69,
G4-G2,probe,static,sphericity,T3,,response_state,0,r2,-0.044410104554738816,69,
G4-G2,probe,static,sphericity,T3,,response_state,0,mae,0.003784024553992432,69,
G4-G2,probe,static,sphericity,T3,,response_state,0,rmse,0.0033772658346502282,69,
G4-G2,probe,static,sphericity,T3,,response_state,0,rmse_gain_over_b0,-0.0224477926020941,69,
G4-G2,probe,static,sphericity,T3,,response_state,0,prediction_target_variance_ratio,-0.028660965243164138,69,
G4-G2,probe,static,sphericity,T3,,response_state,1,spearman,0.05367547290286534,67,
G4-G2,probe,static,sphericity,T3,,response_state,1,pearson,0.0623530037016114,67,
G4-G2,probe,static,sphericity,T3,,response_state,1,r2,-0.016091411367511688,67,
G4-G2,probe,static,sphericity,T3,,response_state,1,mae,-0.00048345248441405975,67,
G4-G2,probe,static,sphericity,T3,,response_state,1,rmse,0.001030503069095634,67,
G4-G2,probe,static,sphericity,T3,,response_state,1,rmse_gain_over_b0,-0.008125245659069089,67,
G4-G2,probe,static,sphericity,T3,,response_state,1,prediction_target_variance_ratio,0.17634109127380093,67,
G4-G2,probe,static,sphericity,T3,,response_state,2,spearman,-0.012719869023130825,83,
G4-G2,probe,static,sphericity,T3,,response_state,2,pearson,0.00782109572343731,83,
G4-G2,probe,static,sphericity,T3,,response_state,2,r2,-0.0006305482949057195,83,
G4-G2,probe,static,sphericity,T3,,response_state,2,mae,-0.0021203603843280294,83,
G4-G2,probe,static,sphericity,T3,,response_state,2,rmse,4.634789327491451e-05,83,
G4-G2,probe,static,sphericity,T3,,response_state,2,rmse_gain_over_b0,-0.0003458714318417544,83,
G4-G2,probe,static,sphericity,T3,,response_state,2,prediction_target_variance_ratio,0.014323471593405288,83,
G4-G2,probe,static,sphericity,T3,,response_state,3,spearman,0.05575921281111318,72,
G4-G2,probe,static,sphericity,T3,,response_state,3,pearson,0.06181998695001256,72,
G4-G2,probe,static,sphericity,T3,,response_state,3,r2,0.03556362066077634,72,
G4-G2,probe,static,sphericity,T3,,response_state,3,mae,-0.001332246497203704,72,
G4-G2,probe,static,sphericity,T3,,response_state,3,rmse,-0.0028136491856678714,72,
G4-G2,probe,static,sphericity,T3,,response_state,3,rmse_gain_over_b0,0.018818786581400827,72,
G4-G2,probe,static,sphericity,T3,,response_state,3,prediction_target_variance_ratio,0.005732577140790535,72,
G4-G2,probe,static,sphericity,T3,,response_state,4,spearman,0.021403260099220445,84,
G4-G2,probe,static,sphericity,T3,,response_state,4,pearson,0.04071826184505825,84,
G4-G2,probe,static,sphericity,T3,,response_state,4,r2,0.011463976623473648,84,
G4-G2,probe,static,sphericity,T3,,response_state,4,mae,-0.0023822465324498526,84,
G4-G2,probe,static,sphericity,T3,,response_state,4,rmse,-0.0008406654775470479,84,
G4-G2,probe,static,sphericity,T3,,response_state,4,rmse_gain_over_b0,0.0057737036682203036,84,
G4-G2,probe,static,sphericity,T3,,response_state,4,prediction_target_variance_ratio,0.008284851363927224,84,
G4-G2,pcr,,,,,,0,auroc,-0.04265080713678848,162,T0
G4-G2,pcr,,,,,,0,auprc,-0.008109946955258296,162,T0
G4-G2,pcr,,,,,,0,accuracy,-0.04938271604938271,162,T0
G4-G2,pcr,,,,,,0,sensitivity,-0.018181818181818188,162,T0
G4-G2,pcr,,,,,,0,specificity,-0.06542056074766353,162,T0
G4-G2,pcr,,,,,,1,auroc,0.021240441801189447,162,T0
G4-G2,pcr,,,,,,1,auprc,0.009714313417089226,162,T0
G4-G2,pcr,,,,,,1,accuracy,0.08024691358024694,162,T0
G4-G2,pcr,,,,,,1,sensitivity,-0.09090909090909088,162,T0
G4-G2,pcr,,,,,,1,specificity,0.16822429906542052,162,T0
G4-G2,pcr,,,,,,2,auroc,0.014443500424808853,162,T0
G4-G2,pcr,,,,,,2,auprc,-0.004010561897578535,162,T0
G4-G2,pcr,,,,,,2,accuracy,-0.006172839506172867,162,T0
G4-G2,pcr,,,,,,2,sensitivity,0.2545454545454545,162,T0
G4-G2,pcr,,,,,,2,specificity,-0.14018691588785043,162,T0
G4-G2,pcr,,,,,,3,auroc,-0.017324185248713597,161,T0
G4-G2,pcr,,,,,,3,auprc,0.006459903351453633,161,T0
G4-G2,pcr,,,,,,3,accuracy,-0.012422360248447173,161,T0
