task,protocol,population,scenario,view,timing,model_type,model,fold,n_train,n_validation,n_test,n_features,validation_auroc,validation_balanced_accuracy,threshold,best_params
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,3,245,62,77,3,0.5844017094017094,,0.5269840481013346,"{""C"": 1.0, ""gamma"": 1.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,4,246,62,76,3,0.6399572649572649,,0.5554612646798548,"{""C"": 100.0, ""gamma"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,0,245,62,77,3,0.5872340425531914,,0.22524865507197894,"{""C"": 10.0, ""gamma"": 0.001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,1,245,62,77,3,0.5929078014184398,,0.23474329660491067,"{""C"": 0.1, ""gamma"": 0.001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,2,245,62,77,3,0.6567375886524822,,0.2269105003753132,"{""C"": 1.0, ""gamma"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,3,245,62,77,3,0.5900709219858156,,0.24257570079644653,"{""C"": 100.0, ""gamma"": 0.001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,4,246,62,76,3,0.6609929078014184,,0.21700963876630547,"{""C"": 100.0, ""gamma"": 0.001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,0,245,62,77,3,0.5420509333057473,,,"{""C"": 100.0, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,1,245,62,77,3,0.650916456243799,,,"{""C"": 1.0, ""gamma"": 0.001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,2,245,62,77,3,0.5474648256820913,,,"{""C"": 100.0, ""gamma"": 0.01}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,3,245,62,77,3,0.5789378856772952,,,"{""C"": 100.0, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,N,4,246,62,76,3,0.5913437733639916,,,"{""C"": 0.1, ""gamma"": 0.001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,0,245,62,77,4,0.5256410256410257,,0.6437752233977188,"{""C"": 100.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,1,245,62,77,4,0.6239316239316239,,0.5796839630117558,"{""C"": 0.0001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,2,245,62,77,4,0.4732905982905983,,0.5754383127021551,"{""C"": 0.0001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,3,245,62,77,4,0.5566239316239316,,0.5756446489677961,"{""C"": 0.0001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,4,246,62,76,4,0.4914529914529915,,0.5867486744607693,"{""C"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,0,245,62,77,4,0.4765957446808511,,0.23118328969431926,"{""C"": 10.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,1,245,62,77,4,0.4255319148936171,,0.17798474137606543,"{""C"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,2,245,62,77,4,0.47375886524822697,,0.23297411411546573,"{""C"": 0.0001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,3,245,62,77,4,0.5631205673758866,,0.25428018635246424,"{""C"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,4,246,62,76,4,0.39290780141843973,,0.230793391078674,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,0,245,62,77,4,0.5275786401588712,,,"{""C"": 0.01}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,1,245,62,77,4,0.5160886699237148,,,"{""C"": 1.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,2,245,62,77,4,0.48019574028880835,,,"{""C"": 10.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,3,245,62,77,4,0.5858518246836604,,,"{""C"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,logistic,FULL,4,246,62,76,4,0.45388765064631564,,,"{""C"": 0.0001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,0,245,62,77,4,0.5758547008547009,,0.5663237078125236,"{""C"": 1.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,1,245,62,77,4,0.657051282051282,,0.5647399360455659,"{""C"": 100.0, ""gamma"": 0.01}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,2,245,62,77,4,0.6356837606837606,,0.5759582473150693,"{""C"": 10.0, ""gamma"": 1.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,3,245,62,77,4,0.5523504273504274,,0.5841953691583229,"{""C"": 100.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,4,246,62,76,4,0.6773504273504274,,0.5535231510590083,"{""C"": 100.0, ""gamma"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,0,245,62,77,4,0.6028368794326241,,0.23942418715076721,"{""C"": 0.1, ""gamma"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,1,245,62,77,4,0.5801418439716313,,0.23284158120485351,"{""C"": 10.0, ""gamma"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,2,245,62,77,4,0.5730496453900709,,0.23610712544555038,"{""C"": 0.1, ""gamma"": 0.001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,3,245,62,77,4,0.5375886524822695,,0.2313537761957339,"{""C"": 10.0, ""gamma"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,4,246,62,76,4,0.6368794326241134,,0.2426818119851724,"{""C"": 0.1, ""gamma"": 0.01}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,0,245,62,77,4,0.6275954896622419,,,"{""C"": 10.0, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,1,245,62,77,4,0.616192882142818,,,"{""C"": 100.0, ""gamma"": 1.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,2,245,62,77,4,0.599819328261241,,,"{""C"": 10.0, ""gamma"": 0.001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,3,245,62,77,4,0.5578090590767099,,,"{""C"": 10.0, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,static,T3,rbf_svm,FULL,4,246,62,76,4,0.6454478323701687,,,"{""C"": 10.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,0,245,62,77,3,0.5480769230769231,,0.5763727887035385,"{""C"": 0.01}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,1,245,62,77,3,0.5726495726495726,,0.579610714182829,"{""C"": 0.0001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,2,245,62,77,3,0.4145299145299145,,0.6102199016413659,"{""C"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,3,245,62,77,3,0.532051282051282,,0.5764533144601987,"{""C"": 0.01}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,4,246,62,76,3,0.608974358974359,,0.5690549786051485,"{""C"": 100.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,0,245,62,77,3,0.4340425531914893,,0.17358119042119,"{""C"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,1,245,62,77,3,0.46382978723404256,,0.23258928804061982,"{""C"": 0.0001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,2,245,62,77,3,0.5063829787234042,,0.2786894348401048,"{""C"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,3,245,62,77,3,0.5829787234042554,,0.2326974633781185,"{""C"": 0.0001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,4,246,62,76,3,0.5730496453900709,,0.2318983462382856,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,0,245,62,77,3,0.5145510057977966,,,"{""C"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,1,245,62,77,3,0.5362603957517309,,,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,2,245,62,77,3,0.5040423721906393,,,"{""C"": 1.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,3,245,62,77,3,0.5597463797078688,,,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,N,4,246,62,76,3,0.5904175992670858,,,"{""C"": 0.001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,0,245,62,77,3,0.5662393162393162,,0.5771705953892956,"{""C"": 0.1, ""gamma"": 0.001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,1,245,62,77,3,0.5833333333333334,,0.5809339401107289,"{""C"": 1.0, ""gamma"": 0.001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,2,245,62,77,3,0.6340811965811965,,0.6218179355965281,"{""C"": 1.0, ""gamma"": 1.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,3,245,62,77,3,0.6581196581196581,,0.5762962514941233,"{""C"": 10.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,4,246,62,76,3,0.5512820512820513,,0.581805270303462,"{""C"": 0.1, ""gamma"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,0,245,62,77,3,0.6581560283687943,,0.23487551982142346,"{""C"": 100.0, ""gamma"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,1,245,62,77,3,0.5914893617021276,,0.23198505438111003,"{""C"": 0.1, ""gamma"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,2,245,62,77,3,0.6156028368794326,,0.2350933367370515,"{""C"": 1.0, ""gamma"": 0.001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,3,245,62,77,3,0.6425531914893617,,0.22423152838772478,"{""C"": 0.1, ""gamma"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,4,246,62,76,3,0.6042553191489362,,0.2361357328741877,"{""C"": 100.0, ""gamma"": 1.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,0,245,62,77,3,0.5636047298515205,,,"{""C"": 1.0, ""gamma"": 0.001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,1,245,62,77,3,0.5892145251339731,,,"{""C"": 10.0, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,2,245,62,77,3,0.5931855220446363,,,"{""C"": 10.0, ""gamma"": 1.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,3,245,62,77,3,0.6300756287999549,,,"{""C"": 0.1, ""gamma"": 0.001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,N,4,246,62,76,3,0.647933271264465,,,"{""C"": 100.0, ""gamma"": 1.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,0,245,62,77,4,0.6399572649572649,,0.611249248813065,"{""C"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,1,245,62,77,4,0.6228632478632479,,0.5651167385883844,"{""C"": 100.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,2,245,62,77,4,0.5363247863247864,,0.6502136350993544,"{""C"": 1.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,3,245,62,77,4,0.594017094017094,,0.6354708738928766,"{""C"": 10.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,4,246,62,76,4,0.7051282051282052,,0.5571634806343173,"{""C"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,0,245,62,77,4,0.45673758865248226,,0.34004693886888987,"{""C"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,1,245,62,77,4,0.5035460992907801,,0.2325247160716145,"{""C"": 0.0001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,2,245,62,77,4,0.5205673758865248,,0.2825330125694967,"{""C"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,3,245,62,77,4,0.6368794326241135,,0.23295515663382646,"{""C"": 0.0001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,4,246,62,76,4,0.5106382978723404,,0.23170764316608056,"{""C"": 0.001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,0,245,62,77,4,0.5410890421801846,,,"{""C"": 10.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,1,245,62,77,4,0.5247729039609657,,,"{""C"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,2,245,62,77,4,0.542447895849693,,,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,3,245,62,77,4,0.5705679340627993,,,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,logistic,FULL,4,246,62,76,4,0.5889414848095849,,,"{""C"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,0,245,62,77,4,0.6581196581196581,,0.5863161463746966,"{""C"": 0.1, ""gamma"": 0.01}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,1,245,62,77,4,0.6538461538461539,,0.6350274784399842,"{""C"": 0.1, ""gamma"": 0.001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,2,245,62,77,4,0.638888888888889,,0.5864595839285237,"{""C"": 100.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,3,245,62,77,4,0.7425213675213675,,0.599124710147716,"{""C"": 100.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,4,246,62,76,4,0.6068376068376068,,0.5788190395658388,"{""C"": 0.1, ""gamma"": 0.001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,0,245,62,77,4,0.6297872340425532,,0.2322981586269238,"{""C"": 1.0, ""gamma"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,1,245,62,77,4,0.5929078014184397,,0.2364859919767109,"{""C"": 100.0, ""gamma"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,2,245,62,77,4,0.6453900709219857,,0.22675083667294185,"{""C"": 100.0, ""gamma"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,3,245,62,77,4,0.573049645390071,,0.23128739781343996,"{""C"": 0.1, ""gamma"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,4,246,62,76,4,0.6354609929078014,,0.2255081693301748,"{""C"": 100.0, ""gamma"": 0.001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,0,245,62,77,4,0.6006704045134725,,,"{""C"": 0.1, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,1,245,62,77,4,0.5905986432623146,,,"{""C"": 100.0, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,2,245,62,77,4,0.6367425070650359,,,"{""C"": 10.0, ""gamma"": 0.01}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,3,245,62,77,4,0.5958361644417485,,,"{""C"": 0.1, ""gamma"": 0.01}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T0,rbf_svm,FULL,4,246,62,76,4,0.6265343627988044,,,"{""C"": 100.0, ""gamma"": 1.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,0,245,62,77,12,0.469017094017094,,0.5740596868713543,"{""C"": 0.01}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,1,245,62,77,12,0.6581196581196581,,0.5791468136539641,"{""C"": 0.0001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,2,245,62,77,12,0.41452991452991456,,0.5710715486668084,"{""C"": 100.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,3,245,62,77,12,0.469017094017094,,0.5741264874058785,"{""C"": 0.0001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,4,246,62,76,12,0.6623931623931624,,0.5766053292072377,"{""C"": 0.001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,0,245,62,77,12,0.7290780141843972,,0.2276421665861461,"{""C"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,1,245,62,77,12,0.6581560283687944,,0.2543320338433362,"{""C"": 100.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,2,245,62,77,12,0.5858156028368794,,0.3169787010358603,"{""C"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,3,245,62,77,12,0.5716312056737588,,0.23398635398742607,"{""C"": 0.0001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,4,246,62,76,12,0.7858156028368795,,0.2490428450055766,"{""C"": 100.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,0,245,62,77,12,0.5967858592698131,,,"{""C"": 1.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,1,245,62,77,12,0.5808408215661105,,,"{""C"": 0.01}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,2,245,62,77,12,0.5410808427416258,,,"{""C"": 1.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,3,245,62,77,12,0.5207864486105822,,,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,N,4,246,62,76,12,0.6626049469358197,,,"{""C"": 1.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,0,245,62,77,12,0.5438034188034189,,0.5831191025585996,"{""C"": 10.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,1,245,62,77,12,0.7029914529914529,,0.5792024930302516,"{""C"": 0.1, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,2,245,62,77,12,0.6335470085470085,,0.5733675571622278,"{""C"": 10.0, ""gamma"": 0.01}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,3,245,62,77,12,0.5657051282051282,,0.5750736929204743,"{""C"": 100.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,4,246,62,76,12,0.6196581196581197,,0.5915414737016635,"{""C"": 100.0, ""gamma"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,0,245,62,77,12,0.6382978723404255,,0.24679330216568693,"{""C"": 10.0, ""gamma"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,1,245,62,77,12,0.6695035460992909,,0.23393712106988188,"{""C"": 100.0, ""gamma"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,2,245,62,77,12,0.5404255319148936,,0.2658501813254212,"{""C"": 0.1, ""gamma"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,3,245,62,77,12,0.550354609929078,,0.233319930658488,"{""C"": 10.0, ""gamma"": 1.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,4,246,62,76,12,0.5815602836879432,,0.23381899350161908,"{""C"": 0.1, ""gamma"": 0.01}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,0,245,62,77,12,0.5942794858472009,,,"{""C"": 100.0, ""gamma"": 0.01}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,1,245,62,77,12,0.653121830921895,,,"{""C"": 100.0, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,2,245,62,77,12,0.5036228783340465,,,"{""C"": 10.0, ""gamma"": 1.0}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,3,245,62,77,12,0.6238889809733841,,,"{""C"": 100.0, ""gamma"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,N,4,246,62,76,12,0.5552119530376912,,,"{""C"": 1.0, ""gamma"": 0.1}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,0,245,62,77,16,0.6004273504273505,,0.6192967373881855,"{""C"": 1.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,1,245,62,77,16,0.6591880341880342,,0.5817322852752695,"{""C"": 0.001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,2,245,62,77,16,0.5010683760683761,,0.6612454578511232,"{""C"": 100.0}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,3,245,62,77,16,0.4903846153846154,,0.576180477674026,"{""C"": 0.0001}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,4,246,62,76,16,0.6452991452991452,,0.5780424767982606,"{""C"": 0.001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,0,245,62,77,16,0.7645390070921986,,0.2549181874088853,"{""C"": 0.1}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,1,245,62,77,16,0.6382978723404256,,0.14452895766686566,"{""C"": 100.0}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,2,245,62,77,16,0.5957446808510638,,0.33246325848320574,"{""C"": 0.01}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,3,245,62,77,16,0.6198581560283688,,0.2347602370872868,"{""C"": 0.0001}"
HER2,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,4,246,62,76,16,0.6567375886524822,,0.2323676300572736,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,0,245,62,77,16,0.6746197498123043,,,"{""C"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,1,245,62,77,16,0.5877134596967717,,,"{""C"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,2,245,62,77,16,0.5681284590463025,,,"{""C"": 0.1}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,3,245,62,77,16,0.551889789357697,,,"{""C"": 0.0001}"
subtype,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,logistic,FULL,4,246,62,76,16,0.6451689045158236,,,"{""C"": 0.01}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,FULL,0,245,62,77,16,0.6068376068376068,,0.5806080303105371,"{""C"": 100.0, ""gamma"": 0.01}"
HR,primary_stratified_384,clinical_radiomics_complete_384,complete_case,longitudinal,T1,rbf_svm,FULL,1,245,62,77,16,0.6955128205128205,,0.5798832000439815,"{""C"": 0.1, ""gamma"": 0.1}"
