seed,arm,fold,epoch,train_state_loss,val_state_loss
3026,N1,4,4,0.1324855422135442,0.1186203706609316
3026,N1,4,5,0.1717050787527114,0.1770735416900027
3026,N1,4,6,0.2198527074884623,0.2101541151685163
3026,N1,4,7,0.2449268320109695,0.2437045726894347
3026,N3,0,1,0.8871090251952409,0.3197904512409336
3026,N3,0,2,0.2300522533711046,0.0653995918340919
3026,N3,0,3,0.1157646076753735,0.0683837959712201
3026,N3,0,4,0.1052677028346806,0.0700400384866501
3026,N3,0,5,0.1210045595187693,0.0981574325152665
3026,N3,0,6,0.1528638999443501,0.1291880623614492
3026,N3,1,1,0.8422212176024914,0.2940927743911743
3026,N3,1,2,0.2253779347985983,0.0959336495350215
3026,N3,1,3,0.1245126747060567,0.0716284288108841
3026,N3,1,4,0.1229009784758091,0.1037290161552508
3026,N3,1,5,0.1570618863683194,0.1458638566584626
3026,N3,1,6,0.1928934792056679,0.1765959873672359
3026,N3,1,7,0.2257497827522456,0.2128443025237272
3026,N3,2,1,0.8854187730699777,0.2847341281815994
3026,N3,2,2,0.2161119064781815,0.1137996190343021
3026,N3,2,3,0.1271647376473993,0.1195928892813438
3026,N3,2,4,0.1279013650026172,0.1755998944940645
3026,N3,2,5,0.1651276407763361,0.2269602206127702
3026,N3,2,6,0.1909221958369016,0.2244441105314522
3026,N3,3,1,0.8446273101493716,0.2529075704822855
3026,N3,3,2,0.1894572393037378,0.0622168124830427
3026,N3,3,3,0.1121289344504475,0.0618156457920212
3026,N3,3,4,0.1066033888608217,0.0841322402077272
3026,N3,3,5,0.1388463416136801,0.1302577487447045
3026,N3,3,6,0.1965737205930054,0.1784879618193492
3026,N3,3,7,0.2354194728657603,0.2054992771345721
3026,N3,4,1,0.9520805746316908,0.3477610748661451
3026,N3,4,2,0.260387494508177,0.1174734450938287
3026,N3,4,3,0.1440669825766235,0.08448296643732
3026,N3,4,4,0.1312804197426885,0.116419551293712
3026,N3,4,5,0.1695635905489325,0.1743969992418919
3026,N3,4,6,0.2193458720110356,0.2079835890615282
3026,N3,4,7,0.2446720542386174,0.2431573287145165
