population,seed,arm,timing,model,clinical_contract,fold,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.6670212765957447,0.5884885911172023,0.675531914893617,0.20100439787702412
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.5769774011299434,0.3533812132871545,0.5480225988700564,0.27281464279144235
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.7834960070984915,0.7085046879857275,0.7138420585625554,0.18110592319946991
ftv_complete_375,3026,LOCAL0,T3,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.7049180327868853,0.4610820337078949,0.6026372059871703,0.26619366060186983
ftv_complete_375,3026,LOCAL0,T3,C+M,C2_full_with_treatment,0,69,20,49,0.5561224489795918,0.36234638463258106,0.5469387755102041,0.3593304546307194
ftv_complete_375,3026,LOCAL0,T3,C+M,C2_full_with_treatment,1,67,20,47,0.6595744680851063,0.5125946204378025,0.6398936170212766,0.1991705414175874
ftv_complete_375,3026,LOCAL0,T3,C+M,C2_full_with_treatment,2,83,24,59,0.49858757062146897,0.2913442074485059,0.5010593220338984,0.27247461079609053
ftv_complete_375,3026,LOCAL0,T3,C+M,C2_full_with_treatment,3,72,23,49,0.7497781721384206,0.6475346421631052,0.7240461401952085,0.20623557930149994
ftv_complete_375,3026,LOCAL0,T3,C+M,C2_full_with_treatment,4,84,23,61,0.6051318602993585,0.35318311566864724,0.534568781183179,0.3289743544531754
ftv_complete_375,3026,LOCAL0,T3,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.5357142857142857,0.33740385897892117,0.46938775510204084,0.21453104074230875
ftv_complete_375,3026,LOCAL0,T3,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.5840425531914895,0.3836960251666132,0.525,0.2093198913375374
ftv_complete_375,3026,LOCAL0,T3,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.4682203389830509,0.2703519530394358,0.4106638418079096,0.24145554545336892
ftv_complete_375,3026,LOCAL0,T3,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.6770186335403726,0.5494095144600585,0.6357586512866016,0.2004002086524508
ftv_complete_375,3026,LOCAL0,T3,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6642908054169636,0.43820141371444987,0.5406272273699215,0.1880223265500493
ftv_complete_375,3026,LOCAL0,T3,F,C2_full_with_treatment,0,69,20,49,0.6857142857142857,0.4558727704892661,0.5545918367346938,0.18920963709257937
ftv_complete_375,3026,LOCAL0,T3,F,C2_full_with_treatment,1,67,20,47,0.7138297872340426,0.5252261929678913,0.5037234042553191,0.1922747221781808
ftv_complete_375,3026,LOCAL0,T3,F,C2_full_with_treatment,2,83,24,59,0.7288135593220338,0.527233662068014,0.5540254237288136,0.178017579133969
ftv_complete_375,3026,LOCAL0,T3,F,C2_full_with_treatment,3,72,23,49,0.6645962732919255,0.4341694758003184,0.5013309671694764,0.20388727992108585
ftv_complete_375,3026,LOCAL0,T3,F,C2_full_with_treatment,4,84,23,61,0.7398431931575196,0.5036306851485595,0.5541696364932288,0.1795890489110474
ftv_complete_375,3026,LOCAL0,T3,M,C2_full_with_treatment,0,69,20,49,0.5469387755102042,0.3389535831982687,0.5173469387755102,0.26347478825437953
ftv_complete_375,3026,LOCAL0,T3,M,C2_full_with_treatment,1,67,20,47,0.5361702127659574,0.317613285652819,0.5159574468085106,0.24901908802852699
ftv_complete_375,3026,LOCAL0,T3,M,C2_full_with_treatment,2,83,24,59,0.4103107344632768,0.24930016578547737,0.46327683615819204,0.2727276939237678
ftv_complete_375,3026,LOCAL0,T3,M,C2_full_with_treatment,3,72,23,49,0.5607808340727596,0.41078137036551843,0.5656610470275066,0.3074243472689681
ftv_complete_375,3026,LOCAL0,T3,M,C2_full_with_treatment,4,84,23,61,0.6258018531717747,0.38084900534451716,0.6347113328581611,0.2434807613046465
ftv_complete_375,3026,LOCAL0,T3,M_residual,C2_full_with_treatment,0,69,20,49,0.5877551020408164,0.41792472485282844,0.49693877551020404,0.3518912989939215
ftv_complete_375,3026,LOCAL0,T3,M_residual,C2_full_with_treatment,1,67,20,47,0.6053191489361702,0.4515426955598934,0.5867021276595745,0.22114032942559717
ftv_complete_375,3026,LOCAL0,T3,M_residual,C2_full_with_treatment,2,83,24,59,0.3827683615819209,0.27245978516071756,0.4332627118644068,0.2739732486113969
ftv_complete_375,3026,LOCAL0,T3,M_residual,C2_full_with_treatment,3,72,23,49,0.6743566992014197,0.4896261191620672,0.6180124223602484,0.21291128341597046
ftv_complete_375,3026,LOCAL0,T3,M_residual,C2_full_with_treatment,4,84,23,61,0.6044191019244476,0.36407053289818414,0.5937277263007841,0.24617801586360583
ftv_complete_375,3026,LOCAL3,T0,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,3026,LOCAL3,T0,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,3026,LOCAL3,T0,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,3026,LOCAL3,T0,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,3026,LOCAL3,T0,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,3026,LOCAL3,T0,C+F,C2_full_with_treatment,0,69,20,49,0.6948979591836735,0.46344777562342976,0.6081632653061224,0.24897795779306528
ftv_complete_375,3026,LOCAL3,T0,C+F,C2_full_with_treatment,1,67,20,47,0.7074468085106383,0.5770249432412937,0.6468085106382979,0.24865091949536233
ftv_complete_375,3026,LOCAL3,T0,C+F,C2_full_with_treatment,2,83,24,59,0.6504237288135594,0.5199163227410378,0.615819209039548,0.2072438043748119
ftv_complete_375,3026,LOCAL3,T0,C+F,C2_full_with_treatment,3,72,23,49,0.7533274179236912,0.6656232302791004,0.712511091393079,0.23982286517994755
ftv_complete_375,3026,LOCAL3,T0,C+F,C2_full_with_treatment,4,84,23,61,0.7883107626514612,0.6128819975816542,0.7006414825374199,0.23869725442136977
ftv_complete_375,3026,LOCAL3,T0,C+F+M,C2_full_with_treatment,0,69,20,49,0.6479591836734694,0.41045743238994137,0.5933673469387755,0.22176085775731424
ftv_complete_375,3026,LOCAL3,T0,C+F+M,C2_full_with_treatment,1,67,20,47,0.6063829787234043,0.39766647497346125,0.5648936170212766,0.2382013244313956
ftv_complete_375,3026,LOCAL3,T0,C+F+M,C2_full_with_treatment,2,83,24,59,0.6221751412429378,0.4542101638624402,0.548728813559322,0.20738720997090748
ftv_complete_375,3026,LOCAL3,T0,C+F+M,C2_full_with_treatment,3,72,23,49,0.743566992014197,0.6178977308322784,0.7023070097604259,0.2028069700787414
ftv_complete_375,3026,LOCAL3,T0,C+F+M,C2_full_with_treatment,4,84,23,61,0.6635780470420527,0.4095407622314673,0.5969351389878831,0.331395177002069
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.6459183673469387,0.40404586857437585,0.5933673469387755,0.22321878992779434
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.6585106382978724,0.4695093316169204,0.6074468085106383,0.2028161370756754
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.623587570621469,0.45696724866219424,0.5402542372881356,0.20702257516047815
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.7409050576752441,0.6381493504661517,0.7023070097604259,0.20256124267777972
ftv_complete_375,3026,LOCAL3,T0,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.662152530292231,0.405685781556421,0.5969351389878831,0.33742038107521205
ftv_complete_375,3026,LOCAL3,T0,C+M,C2_full_with_treatment,0,69,20,49,0.639795918367347,0.4019070036166203,0.6081632653061224,0.22301616525436396
ftv_complete_375,3026,LOCAL3,T0,C+M,C2_full_with_treatment,1,67,20,47,0.6063829787234043,0.3979176769998683,0.5648936170212766,0.23807714443185013
ftv_complete_375,3026,LOCAL3,T0,C+M,C2_full_with_treatment,2,83,24,59,0.6207627118644068,0.4534616068638832,0.5402542372881356,0.20719779915667294
ftv_complete_375,3026,LOCAL3,T0,C+M,C2_full_with_treatment,3,72,23,49,0.7400177462289264,0.5968471941786562,0.7023070097604259,0.20273642863977137
ftv_complete_375,3026,LOCAL3,T0,C+M,C2_full_with_treatment,4,84,23,61,0.6664290805416964,0.41246434947572674,0.5833927298645759,0.3296069487860138
ftv_complete_375,3026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.476530612244898,0.33664811163299063,0.5,0.21073953570123405
ftv_complete_375,3026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.4372340425531915,0.28171701863860277,0.5,0.21453199772963302
ftv_complete_375,3026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.442090395480226,0.30561453698075497,0.5,0.2121822831638961
ftv_complete_375,3026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.5891748003549246,0.4253729479829271,0.5,0.2132388838173086
ftv_complete_375,3026,LOCAL3,T0,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6086956521739131,0.3703912264507807,0.5,0.19639118283748724
ftv_complete_375,3026,LOCAL3,T0,F,C2_full_with_treatment,0,69,20,49,0.636734693877551,0.39481787951302605,0.5,0.24942237858431207
ftv_complete_375,3026,LOCAL3,T0,F,C2_full_with_treatment,1,67,20,47,0.41702127659574467,0.28339486862297136,0.5,0.24953555228678687
ftv_complete_375,3026,LOCAL3,T0,F,C2_full_with_treatment,2,83,24,59,0.5628531073446328,0.4705568601967343,0.5,0.24945943110790877
ftv_complete_375,3026,LOCAL3,T0,F,C2_full_with_treatment,3,72,23,49,0.4720496894409938,0.322390649001701,0.5,0.2495207239218631
ftv_complete_375,3026,LOCAL3,T0,F,C2_full_with_treatment,4,84,23,61,0.48325017818959376,0.3100256329911585,0.5,0.24948808101504208
ftv_complete_375,3026,LOCAL3,T0,M,C2_full_with_treatment,0,69,20,49,0.5204081632653061,0.35256547319065684,0.5025510204081632,0.2710131786350528
ftv_complete_375,3026,LOCAL3,T0,M,C2_full_with_treatment,1,67,20,47,0.5170212765957447,0.29757212250145715,0.4654255319148936,0.24946994072966286
ftv_complete_375,3026,LOCAL3,T0,M,C2_full_with_treatment,2,83,24,59,0.5282485875706215,0.32118203193059147,0.561087570621469,0.24386415854450214
ftv_complete_375,3026,LOCAL3,T0,M,C2_full_with_treatment,3,72,23,49,0.5048802129547472,0.3625401140442056,0.49112688553682343,0.22737302727296427
ftv_complete_375,3026,LOCAL3,T0,M,C2_full_with_treatment,4,84,23,61,0.5773342836778332,0.3239200601469661,0.5833927298645759,0.3009640046830595
ftv_complete_375,3026,LOCAL3,T0,M_residual,C2_full_with_treatment,0,69,20,49,0.5061224489795919,0.3397815986328852,0.4765306122448979,0.31415105202400856
ftv_complete_375,3026,LOCAL3,T0,M_residual,C2_full_with_treatment,1,67,20,47,0.4617021276595744,0.310989727939905,0.48617021276595745,0.2592758506056036
ftv_complete_375,3026,LOCAL3,T0,M_residual,C2_full_with_treatment,2,83,24,59,0.4081920903954802,0.2701396272925391,0.46327683615819204,0.2509574170256443
ftv_complete_375,3026,LOCAL3,T0,M_residual,C2_full_with_treatment,3,72,23,49,0.5119787045252884,0.3576258570711205,0.5013309671694764,0.22718089014558018
ftv_complete_375,3026,LOCAL3,T0,M_residual,C2_full_with_treatment,4,84,23,61,0.578047042052744,0.3156848348528732,0.5780470420527442,0.3160119835711721
ftv_complete_375,3026,LOCAL3,T1,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,3026,LOCAL3,T1,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,3026,LOCAL3,T1,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,3026,LOCAL3,T1,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,3026,LOCAL3,T1,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,3026,LOCAL3,T1,C+F,C2_full_with_treatment,0,69,20,49,0.683673469387755,0.4703031526007533,0.6035714285714285,0.20884560713874004
ftv_complete_375,3026,LOCAL3,T1,C+F,C2_full_with_treatment,1,67,20,47,0.725531914893617,0.6162926592255753,0.6824468085106383,0.17372548388219244
ftv_complete_375,3026,LOCAL3,T1,C+F,C2_full_with_treatment,2,83,24,59,0.7182203389830508,0.553835460887314,0.6242937853107344,0.1866086319102893
ftv_complete_375,3026,LOCAL3,T1,C+F,C2_full_with_treatment,3,72,23,49,0.7577639751552795,0.7100897007658635,0.712511091393079,0.1767159875122445
ftv_complete_375,3026,LOCAL3,T1,C+F,C2_full_with_treatment,4,84,23,61,0.8310762651461154,0.6445249828270179,0.714183891660727,0.23774956527979355
ftv_complete_375,3026,LOCAL3,T1,C+F+M,C2_full_with_treatment,0,69,20,49,0.6428571428571428,0.4021117784353078,0.6535714285714286,0.22408949370806366
ftv_complete_375,3026,LOCAL3,T1,C+F+M,C2_full_with_treatment,1,67,20,47,0.6819148936170213,0.5210766730913804,0.625531914893617,0.1977921521521384
ftv_complete_375,3026,LOCAL3,T1,C+F+M,C2_full_with_treatment,2,83,24,59,0.5155367231638418,0.378577431958243,0.556497175141243,0.2526643323246824
ftv_complete_375,3026,LOCAL3,T1,C+F+M,C2_full_with_treatment,3,72,23,49,0.771960958296362,0.7064906476193932,0.7329192546583851,0.1693575040099176
ftv_complete_375,3026,LOCAL3,T1,C+F+M,C2_full_with_treatment,4,84,23,61,0.7120456165359943,0.5609985551525498,0.6215253029223093,0.2627931403172986
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.6704081632653062,0.4507333421432546,0.6683673469387755,0.21888232024654916
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.6776595744680851,0.5078387951253469,0.6361702127659574,0.19805659399665296
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.5155367231638418,0.4014324028418286,0.5187146892655368,0.25565303353728713
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.7577639751552795,0.6961179405969046,0.6792369121561668,0.17454777298265856
ftv_complete_375,3026,LOCAL3,T1,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.7312900926585887,0.5598585261888775,0.6760513186029935,0.22101322291311865
ftv_complete_375,3026,LOCAL3,T1,C+M,C2_full_with_treatment,0,69,20,49,0.596938775510204,0.3871442495692049,0.6183673469387756,0.23360194665518783
ftv_complete_375,3026,LOCAL3,T1,C+M,C2_full_with_treatment,1,67,20,47,0.6531914893617021,0.4732585136166418,0.6218085106382978,0.20954695780145874
ftv_complete_375,3026,LOCAL3,T1,C+M,C2_full_with_treatment,2,83,24,59,0.4795197740112994,0.3542299807365071,0.5271892655367232,0.2681429571840439
ftv_complete_375,3026,LOCAL3,T1,C+M,C2_full_with_treatment,3,72,23,49,0.7737355811889974,0.6997775552093504,0.7009760425909495,0.17005573211384853
ftv_complete_375,3026,LOCAL3,T1,C+M,C2_full_with_treatment,4,84,23,61,0.6856735566642908,0.4984664683136555,0.5915894511760513,0.2893515706905267
ftv_complete_375,3026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.4214285714285715,0.30861894651472477,0.514795918367347,0.21869104666176203
ftv_complete_375,3026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.5234042553191489,0.3044047306315623,0.5,0.21162331081219796
ftv_complete_375,3026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.326271186440678,0.22448918092444872,0.4915254237288136,0.2370262347358097
ftv_complete_375,3026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.7107364685004437,0.5803935315356857,0.5550133096716947,0.19297426868747092
ftv_complete_375,3026,LOCAL3,T1,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.6414825374198146,0.4482723991982399,0.5352815395580898,0.1908618046372716
ftv_complete_375,3026,LOCAL3,T1,F,C2_full_with_treatment,0,69,20,49,0.6316326530612246,0.3881432863141405,0.5045918367346939,0.2019354130869279
ftv_complete_375,3026,LOCAL3,T1,F,C2_full_with_treatment,1,67,20,47,0.725531914893617,0.5412142678790525,0.5,0.19282071488822766
ftv_complete_375,3026,LOCAL3,T1,F,C2_full_with_treatment,2,83,24,59,0.7281073446327684,0.5646531213483411,0.5,0.1835829890036165
ftv_complete_375,3026,LOCAL3,T1,F,C2_full_with_treatment,3,72,23,49,0.5226264418811002,0.34116706887553394,0.5,0.22716814036518343
ftv_complete_375,3026,LOCAL3,T1,F,C2_full_with_treatment,4,84,23,61,0.7683535281539557,0.5175179874100223,0.548823948681397,0.1811362930608626
ftv_complete_375,3026,LOCAL3,T1,M,C2_full_with_treatment,0,69,20,49,0.5448979591836735,0.41875914322621427,0.5581632653061225,0.27442342922513485
ftv_complete_375,3026,LOCAL3,T1,M,C2_full_with_treatment,1,67,20,47,0.4851063829787235,0.2971745552482472,0.5654255319148936,0.24985772033811438
ftv_complete_375,3026,LOCAL3,T1,M,C2_full_with_treatment,2,83,24,59,0.3347457627118644,0.22528760558679894,0.4138418079096045,0.2772079899143854
ftv_complete_375,3026,LOCAL3,T1,M,C2_full_with_treatment,3,72,23,49,0.6406388642413486,0.5171899348199092,0.5794143744454303,0.20528114621878102
ftv_complete_375,3026,LOCAL3,T1,M,C2_full_with_treatment,4,84,23,61,0.5010691375623664,0.2815470767482939,0.48823948681397006,0.39297918755191635
ftv_complete_375,3026,LOCAL3,T1,M_residual,C2_full_with_treatment,0,69,20,49,0.6285714285714286,0.41003683474133545,0.6571428571428571,0.2929546066336998
ftv_complete_375,3026,LOCAL3,T1,M_residual,C2_full_with_treatment,1,67,20,47,0.5436170212765957,0.40208153353103876,0.5053191489361701,0.24878648433819076
ftv_complete_375,3026,LOCAL3,T1,M_residual,C2_full_with_treatment,2,83,24,59,0.36864406779661013,0.24530437352351558,0.4724576271186441,0.2691905276268411
ftv_complete_375,3026,LOCAL3,T1,M_residual,C2_full_with_treatment,3,72,23,49,0.6645962732919254,0.44727021700420666,0.5807453416149069,0.21392580159365238
ftv_complete_375,3026,LOCAL3,T1,M_residual,C2_full_with_treatment,4,84,23,61,0.48467569493941554,0.2915127716901022,0.45545260156806844,0.403185797414934
ftv_complete_375,3026,LOCAL3,T2,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,3026,LOCAL3,T2,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,3026,LOCAL3,T2,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,3026,LOCAL3,T2,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,3026,LOCAL3,T2,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,3026,LOCAL3,T2,C+F,C2_full_with_treatment,0,69,20,49,0.710204081632653,0.48350872715518833,0.6035714285714285,0.20042737093038093
ftv_complete_375,3026,LOCAL3,T2,C+F,C2_full_with_treatment,1,67,20,47,0.6914893617021277,0.5529123830792955,0.675531914893617,0.19802757942450439
ftv_complete_375,3026,LOCAL3,T2,C+F,C2_full_with_treatment,2,83,24,59,0.7662429378531074,0.5979900745728974,0.6451271186440678,0.16834882918865374
ftv_complete_375,3026,LOCAL3,T2,C+F,C2_full_with_treatment,3,72,23,49,0.7613132209405501,0.6893345702445904,0.6601597160603372,0.239157078845712
ftv_complete_375,3026,LOCAL3,T2,C+F,C2_full_with_treatment,4,84,23,61,0.8132573057733429,0.6625217944686325,0.7387740555951532,0.1486453725634292
ftv_complete_375,3026,LOCAL3,T2,C+F+M,C2_full_with_treatment,0,69,20,49,0.6571428571428571,0.4555255980228747,0.6479591836734694,0.22482925927551559
ftv_complete_375,3026,LOCAL3,T2,C+F+M,C2_full_with_treatment,1,67,20,47,0.7095744680851064,0.5712522362555128,0.6542553191489362,0.25798823477611865
ftv_complete_375,3026,LOCAL3,T2,C+F+M,C2_full_with_treatment,2,83,24,59,0.5769774011299436,0.3954099924025664,0.5017655367231638,0.2739100138919122
ftv_complete_375,3026,LOCAL3,T2,C+F+M,C2_full_with_treatment,3,72,23,49,0.7905944986690329,0.745945356205181,0.7227151730257321,0.16664016194889789
ftv_complete_375,3026,LOCAL3,T2,C+F+M,C2_full_with_treatment,4,84,23,61,0.6999287241625088,0.436331374581205,0.6079828937990022,0.2429425069842288
ftv_complete_375,3026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,0,69,20,49,0.6642857142857144,0.47163475510603037,0.6627551020408163,0.24316167483458292
ftv_complete_375,3026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,1,67,20,47,0.701063829787234,0.5684515875707529,0.675531914893617,0.19216450415388797
ftv_complete_375,3026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,2,83,24,59,0.5656779661016949,0.3870753291615165,0.5102401129943502,0.26644887575698606
ftv_complete_375,3026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,3,72,23,49,0.774622892635315,0.7218037131747784,0.7023070097604259,0.17722727334791472
ftv_complete_375,3026,LOCAL3,T2,C+F+M_residual,C2_full_with_treatment,4,84,23,61,0.7405559515324305,0.47547008239866195,0.5944404846756949,0.20746043582683985
ftv_complete_375,3026,LOCAL3,T2,C+M,C2_full_with_treatment,0,69,20,49,0.6153061224489796,0.4538483210831872,0.5979591836734695,0.23237068451827786
ftv_complete_375,3026,LOCAL3,T2,C+M,C2_full_with_treatment,1,67,20,47,0.7148936170212766,0.5212342615435953,0.625531914893617,0.20339218583475177
ftv_complete_375,3026,LOCAL3,T2,C+M,C2_full_with_treatment,2,83,24,59,0.510593220338983,0.3550881685250766,0.5225988700564972,0.2925143794876184
ftv_complete_375,3026,LOCAL3,T2,C+M,C2_full_with_treatment,3,72,23,49,0.7790594498669033,0.7390970029047061,0.712511091393079,0.17029808972966162
ftv_complete_375,3026,LOCAL3,T2,C+M,C2_full_with_treatment,4,84,23,61,0.7177476835352816,0.4360456691231268,0.5944404846756949,0.21457477049017037
ftv_complete_375,3026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,0,69,20,49,0.55,0.37732656035320594,0.525,0.20454710589812855
ftv_complete_375,3026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,1,67,20,47,0.5946808510638297,0.3979544933421492,0.525,0.20458239493688118
ftv_complete_375,3026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,2,83,24,59,0.4823446327683616,0.26947528055252606,0.423728813559322,0.23432502258521845
ftv_complete_375,3026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,3,72,23,49,0.7346938775510203,0.6144376573925137,0.5434782608695652,0.19104861628500477
ftv_complete_375,3026,LOCAL3,T2,C+M_error_correction,C2_full_with_treatment,4,84,23,61,0.631503920171062,0.3787255988994704,0.5160370634354954,0.19373588358837934
ftv_complete_375,3026,LOCAL3,T2,F,C2_full_with_treatment,0,69,20,49,0.6744897959183673,0.43519208822256217,0.5193877551020408,0.19280047426905236
ftv_complete_375,3026,LOCAL3,T2,F,C2_full_with_treatment,1,67,20,47,0.7563829787234043,0.5458804328279717,0.5537234042553192,0.17900254597009138
ftv_complete_375,3026,LOCAL3,T2,F,C2_full_with_treatment,2,83,24,59,0.7309322033898304,0.5016259667368882,0.5540254237288136,0.17935930517760085
ftv_complete_375,3026,LOCAL3,T2,F,C2_full_with_treatment,3,72,23,49,0.6681455190771961,0.46780151175259843,0.5013309671694764,0.20430353922525918
ftv_complete_375,3026,LOCAL3,T2,F,C2_full_with_treatment,4,84,23,61,0.7191732002851033,0.5548040067636433,0.5352815395580898,0.21241821472074177
ftv_complete_375,3026,LOCAL3,T2,M,C2_full_with_treatment,0,69,20,49,0.5744897959183674,0.425669233168026,0.5775510204081633,0.2754648425611227
ftv_complete_375,3026,LOCAL3,T2,M,C2_full_with_treatment,1,67,20,47,0.5553191489361702,0.31444808989465656,0.5909574468085106,0.24932852601578717
ftv_complete_375,3026,LOCAL3,T2,M,C2_full_with_treatment,2,83,24,59,0.4555084745762712,0.25908142585606747,0.475635593220339,0.26444151600938925
ftv_complete_375,3026,LOCAL3,T2,M,C2_full_with_treatment,3,72,23,49,0.7116237799467613,0.5895287997750664,0.5949423247559893,0.20578154140455088
ftv_complete_375,3026,LOCAL3,T2,M,C2_full_with_treatment,4,84,23,61,0.5117605131860299,0.2978539211560101,0.5427655024946543,0.33134912840544684
ftv_complete_375,3026,LOCAL3,T2,M_residual,C2_full_with_treatment,0,69,20,49,0.6,0.4305449797252908,0.5673469387755102,0.26753655793154574
ftv_complete_375,3026,LOCAL3,T2,M_residual,C2_full_with_treatment,1,67,20,47,0.5308510638297873,0.3974938433918767,0.5010638297872341,0.40158433554262585
ftv_complete_375,3026,LOCAL3,T2,M_residual,C2_full_with_treatment,2,83,24,59,0.5331920903954802,0.31818770255676315,0.5141242937853108,0.35158240144133074
ftv_complete_375,3026,LOCAL3,T2,M_residual,C2_full_with_treatment,3,72,23,49,0.6566104702750665,0.5035172156799035,0.5834072759538598,0.2131616144738392
ftv_complete_375,3026,LOCAL3,T2,M_residual,C2_full_with_treatment,4,84,23,61,0.4796863863150392,0.29152294189921224,0.534568781183179,0.31943466203262366
ftv_complete_375,3026,LOCAL3,T3,C,C2_full_with_treatment,0,69,20,49,0.689795918367347,0.45913627829079706,0.6081632653061224,0.24900909795157006
ftv_complete_375,3026,LOCAL3,T3,C,C2_full_with_treatment,1,67,20,47,0.7180851063829786,0.5739782862919715,0.6430851063829788,0.24861127523741341
ftv_complete_375,3026,LOCAL3,T3,C,C2_full_with_treatment,2,83,24,59,0.6412429378531074,0.49331696165888866,0.5903954802259886,0.24103091419578523
ftv_complete_375,3026,LOCAL3,T3,C,C2_full_with_treatment,3,72,23,49,0.7515527950310559,0.6324861766008653,0.7342502218278616,0.2397912060729757
ftv_complete_375,3026,LOCAL3,T3,C,C2_full_with_treatment,4,84,23,61,0.7861724875267284,0.6134760895267667,0.7006414825374199,0.23870886355396798
ftv_complete_375,3026,LOCAL3,T3,C+F,C2_full_with_treatment,0,69,20,49,0.7397959183673469,0.5038748917204801,0.6341836734693878,0.18406879430644318
ftv_complete_375,3026,LOCAL3,T3,C+F,C2_full_with_treatment,1,67,20,47,0.702127659574468,0.5979460429753943,0.7074468085106382,0.19530576778137193
ftv_complete_375,3026,LOCAL3,T3,C+F,C2_full_with_treatment,2,83,24,59,0.757768361581921,0.581112442322917,0.6327683615819208,0.17699498315510043
