task,fold,seed,arm,view,target,selected_C,validation_auroc,validation_threshold,train_rows,validation_rows,feature_dim,population,clinical_contract,timing,model,selected_alpha,validation_mse,subgroup
subgroup,2,2026.0,LOCAL3,,,0.0001,0.49107142857142855,0.43790405905598817,130,30,576,,,T2,M,,,HER2+
subgroup,2,2026.0,LOCAL3,,,100.0,0.5892857142857143,0.3689291713001017,130,30,600,,,T2,remaining_clinical+M,,,HER2+
subgroup,2,2026.0,LOCAL3,,,0.0001,0.8928571428571428,0.500693810301479,130,30,24,,,T3,remaining_clinical,,,HER2+
subgroup,2,2026.0,LOCAL3,,,10.0,0.5714285714285714,0.003294543216047456,130,30,768,,,T3,M,,,HER2+
subgroup,2,2026.0,LOCAL3,,,100.0,0.7276785714285714,0.018480727406457072,130,30,792,,,T3,remaining_clinical+M,,,HER2+
subgroup,3,2026.0,LOCAL3,,,1.0,0.7606837606837608,0.12796109847800358,208,48,27,,,T0,remaining_clinical,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.1,0.7321937321937322,0.29945154605520113,208,48,192,,,T0,M,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.1,0.8746438746438746,0.3200269070647181,208,48,219,,,T0,remaining_clinical+M,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,1.0,0.7606837606837608,0.12796109847800358,208,48,27,,,T1,remaining_clinical,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.1,0.792022792022792,0.3041913296041559,208,48,384,,,T1,M,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.8575498575498576,0.4210334515350827,208,48,411,,,T1,remaining_clinical+M,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,1.0,0.7606837606837608,0.12796109847800358,208,48,27,,,T2,remaining_clinical,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.7663817663817664,0.38374445570248605,208,48,576,,,T2,M,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.7948717948717948,0.40047571013507566,208,48,603,,,T2,remaining_clinical+M,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,1.0,0.7606837606837608,0.12796109847800358,208,48,27,,,T3,remaining_clinical,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.7806267806267806,0.3995005282548218,208,48,768,,,T3,M,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.8376068376068375,0.4052859416323367,208,48,795,,,T3,remaining_clinical+M,,,HR+/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.5578703703703703,0.5086506837862098,188,42,25,,,T0,remaining_clinical,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.001,0.4930555555555556,0.4779932810358421,188,42,192,,,T0,M,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.5277777777777778,0.48861428667273155,188,42,217,,,T0,remaining_clinical+M,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.5578703703703703,0.5086506837862098,188,42,25,,,T1,remaining_clinical,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.5787037037037037,0.36269090730954645,188,42,384,,,T1,M,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.6064814814814815,0.3587039713768021,188,42,409,,,T1,remaining_clinical+M,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.5578703703703703,0.5086506837862098,188,42,25,,,T2,remaining_clinical,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.001,0.625,0.4370618027135292,188,42,576,,,T2,M,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.6273148148148148,0.39604560590574583,188,42,601,,,T2,remaining_clinical+M,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.5578703703703703,0.5086506837862098,188,42,25,,,T3,remaining_clinical,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.001,0.6388888888888888,0.547119953412827,188,42,768,,,T3,M,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,0.01,0.6574074074074074,0.5,188,42,793,,,T3,remaining_clinical+M,,,HR-/HER2-
subgroup,3,2026.0,LOCAL3,,,1.0,0.7373949579831933,0.5482224445739511,130,31,24,,,T0,remaining_clinical,,,HER2+
subgroup,3,2026.0,LOCAL3,,,0.0001,0.5504201680672269,0.5260849407140935,130,31,192,,,T0,M,,,HER2+
subgroup,3,2026.0,LOCAL3,,,0.01,0.5714285714285714,0.733651144135214,130,31,216,,,T0,remaining_clinical+M,,,HER2+
subgroup,3,2026.0,LOCAL3,,,1.0,0.7373949579831933,0.5482224445739511,130,31,24,,,T1,remaining_clinical,,,HER2+
subgroup,3,2026.0,LOCAL3,,,100.0,0.5630252100840336,0.06004679982371542,130,31,384,,,T1,M,,,HER2+
subgroup,3,2026.0,LOCAL3,,,0.1,0.6302521008403361,0.6394733641625212,130,31,408,,,T1,remaining_clinical+M,,,HER2+
subgroup,3,2026.0,LOCAL3,,,1.0,0.7373949579831933,0.5482224445739511,130,31,24,,,T2,remaining_clinical,,,HER2+
subgroup,3,2026.0,LOCAL3,,,100.0,0.546218487394958,0.9792620742511786,130,31,576,,,T2,M,,,HER2+
subgroup,3,2026.0,LOCAL3,,,0.1,0.5714285714285715,0.4382534259652019,130,31,600,,,T2,remaining_clinical+M,,,HER2+
subgroup,3,2026.0,LOCAL3,,,1.0,0.7373949579831933,0.5482224445739511,130,31,24,,,T3,remaining_clinical,,,HER2+
subgroup,3,2026.0,LOCAL3,,,100.0,0.5378151260504201,0.878569567230469,130,31,768,,,T3,M,,,HER2+
subgroup,3,2026.0,LOCAL3,,,0.01,0.5336134453781513,0.4427083878275897,130,31,792,,,T3,remaining_clinical+M,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.01,0.6068376068376069,0.4027945937563484,208,48,27,,,T0,remaining_clinical,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,1.0,0.6438746438746439,0.1412156899327012,208,48,192,,,T0,M,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,0.1,0.6153846153846154,0.3518868884278611,208,48,219,,,T0,remaining_clinical+M,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,0.01,0.6068376068376069,0.4027945937563484,208,48,27,,,T1,remaining_clinical,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,10.0,0.7606837606837606,0.021032102504169592,208,48,384,,,T1,M,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,100.0,0.6923076923076923,0.0006687047324130187,208,48,411,,,T1,remaining_clinical+M,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,0.01,0.6068376068376069,0.4027945937563484,208,48,27,,,T2,remaining_clinical,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,0.1,0.6837606837606838,0.27172141699895597,208,48,576,,,T2,M,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,100.0,0.6581196581196581,0.05747603291289137,208,48,603,,,T2,remaining_clinical+M,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,0.01,0.6068376068376069,0.4027945937563484,208,48,27,,,T3,remaining_clinical,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,1.0,0.6723646723646723,0.1760840132223,208,48,768,,,T3,M,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,100.0,0.6951566951566952,0.1407857247844884,208,48,795,,,T3,remaining_clinical+M,,,HR+/HER2-
subgroup,4,2026.0,LOCAL3,,,1.0,0.5347222222222222,0.21665464976129062,188,42,26,,,T0,remaining_clinical,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,0.001,0.5393518518518519,0.5078939590692146,188,42,192,,,T0,M,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,0.0001,0.5462962962962963,0.5002966190160171,188,42,218,,,T0,remaining_clinical+M,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,1.0,0.5347222222222222,0.21665464976129062,188,42,26,,,T1,remaining_clinical,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,10.0,0.46064814814814814,0.08844377404950705,188,42,384,,,T1,M,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,1.0,0.5833333333333334,0.39742400955265206,188,42,410,,,T1,remaining_clinical+M,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,1.0,0.5347222222222222,0.21665464976129062,188,42,26,,,T2,remaining_clinical,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,100.0,0.5763888888888888,0.012345518002413626,188,42,576,,,T2,M,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,10.0,0.6967592592592592,0.009206111028587193,188,42,602,,,T2,remaining_clinical+M,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,1.0,0.5347222222222222,0.21665464976129062,188,42,26,,,T3,remaining_clinical,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,100.0,0.7083333333333333,0.0011494700882128026,188,42,768,,,T3,M,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,1.0,0.5925925925925926,0.0036448520549428585,188,42,794,,,T3,remaining_clinical+M,,,HR-/HER2-
subgroup,4,2026.0,LOCAL3,,,0.0001,0.8025210084033614,0.5004816489887656,130,31,24,,,T0,remaining_clinical,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.1,0.5672268907563025,0.5770884219075845,130,31,192,,,T0,M,,,HER2+
subgroup,4,2026.0,LOCAL3,,,1.0,0.6554621848739496,0.06465858369240784,130,31,216,,,T0,remaining_clinical+M,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.0001,0.8025210084033614,0.5004816489887656,130,31,24,,,T1,remaining_clinical,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.0001,0.6050420168067226,0.5172101403712862,130,31,384,,,T1,M,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.1,0.6260504201680672,0.15836865765999433,130,31,408,,,T1,remaining_clinical+M,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.0001,0.8025210084033614,0.5004816489887656,130,31,24,,,T2,remaining_clinical,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.01,0.5966386554621849,0.494434744081143,130,31,576,,,T2,M,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.1,0.6554621848739496,0.8772306280009651,130,31,600,,,T2,remaining_clinical+M,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.0001,0.8025210084033614,0.5004816489887656,130,31,24,,,T3,remaining_clinical,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.01,0.6008403361344538,0.48027720014967057,130,31,768,,,T3,M,,,HER2+
subgroup,4,2026.0,LOCAL3,,,0.1,0.6302521008403361,0.6560986851398508,130,31,792,,,T3,remaining_clinical+M,,,HER2+
subgroup,0,3026.0,LOCAL0,,,0.1,0.7419871794871795,0.21384396665066285,208,47,27,,,T0,remaining_clinical,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,10.0,0.7115384615384616,0.04257229149097439,208,47,192,,,T0,M,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,10.0,0.7371794871794872,0.003481762911352,208,47,219,,,T0,remaining_clinical+M,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,0.1,0.7419871794871795,0.21384396665066285,208,47,27,,,T1,remaining_clinical,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,1.0,0.7628205128205128,0.0661165334193311,208,47,384,,,T1,M,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,10.0,0.7403846153846154,0.05369429219150479,208,47,411,,,T1,remaining_clinical+M,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,0.1,0.7419871794871795,0.21384396665066285,208,47,27,,,T2,remaining_clinical,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,100.0,0.7371794871794872,0.00915056446741548,208,47,576,,,T2,M,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,0.01,0.6730769230769231,0.3889813290539997,208,47,603,,,T2,remaining_clinical+M,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,0.1,0.7419871794871795,0.21384396665066285,208,47,27,,,T3,remaining_clinical,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,10.0,0.6634615384615385,0.01996657032079241,208,47,768,,,T3,M,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,100.0,0.6698717948717949,0.0012677459101787657,208,47,795,,,T3,remaining_clinical+M,,,HR+/HER2-
subgroup,0,3026.0,LOCAL0,,,0.0001,0.6228070175438596,0.4989942082073163,186,43,25,,,T0,remaining_clinical,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,0.1,0.6600877192982456,0.34250516565481703,186,43,192,,,T0,M,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,1.0,0.7083333333333334,0.27149426831638135,186,43,217,,,T0,remaining_clinical+M,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,0.0001,0.6228070175438596,0.4989942082073163,186,43,25,,,T1,remaining_clinical,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,1.0,0.5723684210526316,0.035205627188243896,186,43,384,,,T1,M,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,1.0,0.6403508771929824,0.1468082321789722,186,43,409,,,T1,remaining_clinical+M,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,0.0001,0.6228070175438596,0.4989942082073163,186,43,25,,,T2,remaining_clinical,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,1.0,0.6403508771929824,0.22568798832613426,186,43,576,,,T2,M,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,1.0,0.6820175438596491,0.3292578493674932,186,43,601,,,T2,remaining_clinical+M,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,0.0001,0.6228070175438596,0.4989942082073163,186,43,25,,,T3,remaining_clinical,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,1.0,0.6074561403508771,0.12428627488935216,186,43,768,,,T3,M,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,10.0,0.6820175438596492,0.4267588084731971,186,43,793,,,T3,remaining_clinical+M,,,HR-/HER2-
subgroup,0,3026.0,LOCAL0,,,0.001,0.6375,0.5095309231241082,131,31,23,,,T0,remaining_clinical,,,HER2+
subgroup,0,3026.0,LOCAL0,,,1.0,0.5916666666666667,0.6429026643506027,131,31,192,,,T0,M,,,HER2+
subgroup,0,3026.0,LOCAL0,,,10.0,0.6833333333333333,0.19321483497511854,131,31,215,,,T0,remaining_clinical+M,,,HER2+
subgroup,0,3026.0,LOCAL0,,,0.001,0.6375,0.5095309231241082,131,31,23,,,T1,remaining_clinical,,,HER2+
subgroup,0,3026.0,LOCAL0,,,0.01,0.4125,0.4204493771377538,131,31,384,,,T1,M,,,HER2+
subgroup,0,3026.0,LOCAL0,,,100.0,0.5208333333333333,0.00014012573160151437,131,31,407,,,T1,remaining_clinical+M,,,HER2+
subgroup,0,3026.0,LOCAL0,,,0.001,0.6375,0.5095309231241082,131,31,23,,,T2,remaining_clinical,,,HER2+
subgroup,0,3026.0,LOCAL0,,,100.0,0.4833333333333334,0.5,131,31,576,,,T2,M,,,HER2+
subgroup,0,3026.0,LOCAL0,,,100.0,0.5708333333333333,7.451661722771543e-05,131,31,599,,,T2,remaining_clinical+M,,,HER2+
subgroup,0,3026.0,LOCAL0,,,0.001,0.6375,0.5095309231241082,131,31,23,,,T3,remaining_clinical,,,HER2+
subgroup,0,3026.0,LOCAL0,,,0.01,0.4375,0.5,131,31,768,,,T3,M,,,HER2+
subgroup,0,3026.0,LOCAL0,,,10.0,0.5291666666666667,0.8058420763132956,131,31,791,,,T3,remaining_clinical+M,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.01,0.596875,0.3879792361968959,208,48,27,,,T0,remaining_clinical,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,1.0,0.734375,0.29493476524309675,208,48,192,,,T0,M,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,1.0,0.7781250000000001,0.4230726309743944,208,48,219,,,T0,remaining_clinical+M,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.01,0.596875,0.3879792361968959,208,48,27,,,T1,remaining_clinical,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,1.0,0.8062499999999999,0.1982482014305804,208,48,384,,,T1,M,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.01,0.796875,0.4462491455827506,208,48,411,,,T1,remaining_clinical+M,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.01,0.596875,0.3879792361968959,208,48,27,,,T2,remaining_clinical,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.001,0.765625,0.4931462038545601,208,48,576,,,T2,M,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.01,0.765625,0.38809167957872726,208,48,603,,,T2,remaining_clinical+M,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.01,0.596875,0.3879792361968959,208,48,27,,,T3,remaining_clinical,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.001,0.69375,0.5,208,48,768,,,T3,M,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.01,0.746875,0.39685140611761016,208,48,795,,,T3,remaining_clinical+M,,,HR+/HER2-
subgroup,1,3026.0,LOCAL0,,,0.0001,0.5175438596491228,0.49924157195201674,187,43,26,,,T0,remaining_clinical,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,100.0,0.6074561403508772,0.11352349281322731,187,43,192,,,T0,M,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.001,0.5460526315789473,0.48022915183826154,187,43,218,,,T0,remaining_clinical+M,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.0001,0.5175438596491228,0.49924157195201674,187,43,26,,,T1,remaining_clinical,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.001,0.5855263157894737,0.47411769465854514,187,43,384,,,T1,M,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.001,0.6206140350877193,0.46383386587376524,187,43,410,,,T1,remaining_clinical+M,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.0001,0.5175438596491228,0.49924157195201674,187,43,26,,,T2,remaining_clinical,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.01,0.5767543859649124,0.36282886254772073,187,43,576,,,T2,M,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.0001,0.5745614035087719,0.4871709522352591,187,43,602,,,T2,remaining_clinical+M,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.0001,0.5175438596491228,0.49924157195201674,187,43,26,,,T3,remaining_clinical,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.0001,0.6162280701754386,0.4738876380921261,187,43,768,,,T3,M,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.0001,0.6096491228070176,0.4806578874763024,187,43,794,,,T3,remaining_clinical+M,,,HR-/HER2-
subgroup,1,3026.0,LOCAL0,,,0.1,0.7946428571428572,0.6854616683599248,130,30,23,,,T0,remaining_clinical,,,HER2+
subgroup,1,3026.0,LOCAL0,,,1.0,0.5892857142857142,0.5,130,30,192,,,T0,M,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.1,0.6875,0.6282407571499816,130,30,215,,,T0,remaining_clinical+M,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.1,0.7946428571428572,0.6854616683599248,130,30,23,,,T1,remaining_clinical,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.0001,0.6071428571428571,0.5150288889861949,130,30,384,,,T1,M,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.1,0.65625,0.6441693355702807,130,30,407,,,T1,remaining_clinical+M,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.1,0.7946428571428572,0.6854616683599248,130,30,23,,,T2,remaining_clinical,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.0001,0.6428571428571428,0.49894706864928784,130,30,576,,,T2,M,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.0001,0.6517857142857143,0.5,130,30,599,,,T2,remaining_clinical+M,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.1,0.7946428571428572,0.6854616683599248,130,30,23,,,T3,remaining_clinical,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.0001,0.6339285714285714,0.5079745775081929,130,30,768,,,T3,M,,,HER2+
subgroup,1,3026.0,LOCAL0,,,0.0001,0.6562500000000001,0.5311633172299749,130,30,791,,,T3,remaining_clinical+M,,,HER2+
subgroup,2,3026.0,LOCAL0,,,0.1,0.774928774928775,0.20106403389411082,209,48,26,,,T0,remaining_clinical,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,10.0,0.7207977207977208,0.3526118841430416,209,48,192,,,T0,M,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.8148148148148148,0.16894963767395335,209,48,218,,,T0,remaining_clinical+M,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,0.1,0.774928774928775,0.20106403389411082,209,48,26,,,T1,remaining_clinical,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.7521367521367521,0.2101157048315649,209,48,384,,,T1,M,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,0.1,0.7834757834757835,0.14706261860962738,209,48,410,,,T1,remaining_clinical+M,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,0.1,0.774928774928775,0.20106403389411082,209,48,26,,,T2,remaining_clinical,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.8319088319088319,0.23193178825812777,209,48,576,,,T2,M,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,10.0,0.8831908831908832,0.021760119555456807,209,48,602,,,T2,remaining_clinical+M,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,0.1,0.774928774928775,0.20106403389411082,209,48,26,,,T3,remaining_clinical,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,0.1,0.6951566951566952,0.1811152311134007,209,48,768,,,T3,M,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,0.1,0.7777777777777778,0.37469116741367575,209,48,794,,,T3,remaining_clinical+M,,,HR+/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.6359649122807017,0.3952608000116709,186,43,26,,,T0,remaining_clinical,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,0.0001,0.4013157894736842,0.507768550409519,186,43,192,,,T0,M,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,0.01,0.4429824561403508,0.4208481562024636,186,43,218,,,T0,remaining_clinical+M,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.6359649122807017,0.3952608000116709,186,43,26,,,T1,remaining_clinical,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.43859649122807015,0.04562816435371105,186,43,384,,,T1,M,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,0.01,0.4802631578947369,0.43031189852834273,186,43,410,,,T1,remaining_clinical+M,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.6359649122807017,0.3952608000116709,186,43,26,,,T2,remaining_clinical,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,0.01,0.41666666666666663,0.32865018542210456,186,43,576,,,T2,M,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,0.01,0.4583333333333333,0.3493643145609924,186,43,602,,,T2,remaining_clinical+M,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.6359649122807017,0.3952608000116709,186,43,26,,,T3,remaining_clinical,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,1.0,0.43859649122807015,0.950535489025059,186,43,768,,,T3,M,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,0.1,0.4473684210526315,0.31852625155980535,186,43,794,,,T3,remaining_clinical+M,,,HR-/HER2-
subgroup,2,3026.0,LOCAL0,,,0.0001,0.8928571428571428,0.500693810301479,130,30,24,,,T0,remaining_clinical,,,HER2+
subgroup,2,3026.0,LOCAL0,,,0.0001,0.6517857142857143,0.4690186118244178,130,30,192,,,T0,M,,,HER2+
subgroup,2,3026.0,LOCAL0,,,0.1,0.8348214285714286,0.33227846190544,130,30,216,,,T0,remaining_clinical+M,,,HER2+
subgroup,2,3026.0,LOCAL0,,,0.0001,0.8928571428571428,0.500693810301479,130,30,24,,,T1,remaining_clinical,,,HER2+
subgroup,2,3026.0,LOCAL0,,,1.0,0.6026785714285714,0.9027506452024512,130,30,384,,,T1,M,,,HER2+
subgroup,2,3026.0,LOCAL0,,,10.0,0.7589285714285714,0.964363472978411,130,30,408,,,T1,remaining_clinical+M,,,HER2+
subgroup,2,3026.0,LOCAL0,,,0.0001,0.8928571428571428,0.500693810301479,130,30,24,,,T2,remaining_clinical,,,HER2+
subgroup,2,3026.0,LOCAL0,,,100.0,0.625,0.9198924928388045,130,30,576,,,T2,M,,,HER2+
subgroup,2,3026.0,LOCAL0,,,100.0,0.7053571428571428,0.027905746328889293,130,30,600,,,T2,remaining_clinical+M,,,HER2+
subgroup,2,3026.0,LOCAL0,,,0.0001,0.8928571428571428,0.500693810301479,130,30,24,,,T3,remaining_clinical,,,HER2+
subgroup,2,3026.0,LOCAL0,,,0.01,0.5,0.8695078200827312,130,30,768,,,T3,M,,,HER2+
subgroup,2,3026.0,LOCAL0,,,100.0,0.7142857142857143,0.10602924809247957,130,30,792,,,T3,remaining_clinical+M,,,HER2+
subgroup,3,3026.0,LOCAL0,,,1.0,0.7606837606837608,0.12796109847800358,208,48,27,,,T0,remaining_clinical,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,10.0,0.7521367521367521,0.22053375319485413,208,48,192,,,T0,M,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,10.0,0.9145299145299146,0.33931660626097376,208,48,219,,,T0,remaining_clinical+M,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,1.0,0.7606837606837608,0.12796109847800358,208,48,27,,,T1,remaining_clinical,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,1.0,0.7578347578347578,0.07710130575585919,208,48,384,,,T1,M,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,1.0,0.8746438746438746,0.07817321983371617,208,48,411,,,T1,remaining_clinical+M,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,1.0,0.7606837606837608,0.12796109847800358,208,48,27,,,T2,remaining_clinical,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,0.0001,0.7293447293447293,0.4970547726151596,208,48,576,,,T2,M,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,100.0,0.8603988603988605,0.024574374182537027,208,48,603,,,T2,remaining_clinical+M,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,1.0,0.7606837606837608,0.12796109847800358,208,48,27,,,T3,remaining_clinical,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,100.0,0.6125356125356125,0.18297093883427817,208,48,768,,,T3,M,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,0.01,0.6894586894586894,0.41580693304386596,208,48,795,,,T3,remaining_clinical+M,,,HR+/HER2-
subgroup,3,3026.0,LOCAL0,,,0.01,0.5578703703703703,0.5086506837862098,188,42,25,,,T0,remaining_clinical,,,HR-/HER2-
subgroup,3,3026.0,LOCAL0,,,100.0,0.6157407407407408,0.019045267239787247,188,42,192,,,T0,M,,,HR-/HER2-
