aggregation_level,model_name,run_name,fold,decision_point,perturbation,perturbation_cn,n,native_auroc,native_auprc,native_accuracy,native_sensitivity,native_specificity,perturbed_auroc,perturbed_auprc,perturbed_accuracy,perturbed_sensitivity,perturbed_specificity,auroc_change_perturbed_minus_native,auprc_change_perturbed_minus_native,accuracy_change_perturbed_minus_native,sensitivity_change_perturbed_minus_native,specificity_change_perturbed_minus_native,mean_probability_change,mean_absolute_probability_change,median_absolute_probability_change
fold_test,m2,m2_final,1,T0-T1,repeated_t0,Repeated-T0,162,0.5602378929481733,0.3854977842116247,0.5740740740740741,0.34545454545454546,0.6915887850467289,0.5374681393372982,0.37815157672780514,0.6234567901234568,0.18181818181818182,0.8504672897196262,-0.022769753610875076,-0.007346207483819589,0.04938271604938271,-0.16363636363636364,0.15887850467289721,-0.030552167400329563,0.05345931392615453,0.0414406143668431
fold_test,m2,m2_final,1,T0-T2,repeated_t0,Repeated-T0,162,0.4943075615972812,0.39280245162487704,0.3950617283950617,0.7818181818181819,0.19626168224299065,0.5111299915038233,0.343947434500114,0.5246913580246914,0.41818181818181815,0.5794392523364486,0.016822429906542147,-0.048855017124763034,0.12962962962962965,-0.3636363636363637,0.3831775700934579,-0.13975291953403274,0.1873933877870188,0.16627486167975636
fold_test,m2,m2_final,1,T0-T2,temporal_shuffle_t1_t2,Temporal shuffle,162,0.4943075615972812,0.39280245162487704,0.3950617283950617,0.7818181818181819,0.19626168224299065,0.5881053525913339,0.3993005586683933,0.46296296296296297,0.7636363636363637,0.308411214953271,0.09379779099405272,0.006498107043516277,0.06790123456790126,-0.018181818181818188,0.11214953271028036,-0.03631329850305377,0.1180957271674386,0.09351583402808705
fold_test,m2,m2_final,2,T0-T1,repeated_t0,Repeated-T0,162,0.47884451996601535,0.3393662025596387,0.5246913580246914,0.34545454545454546,0.616822429906542,0.43262531860662706,0.2902892604869528,0.4876543209876543,0.14545454545454545,0.6635514018691588,-0.046219201359388284,-0.04907694207268587,-0.037037037037037035,-0.2,0.04672897196261683,-0.06417518896677246,0.379095098284663,0.29592825336153755
fold_test,m2,m2_final,2,T0-T2,repeated_t0,Repeated-T0,162,0.5592183517417163,0.37545587755627485,0.5308641975308642,0.6727272727272727,0.45794392523364486,0.3977909940526763,0.28201727726841025,0.48148148148148145,0.23636363636363636,0.6074766355140186,-0.16142735768903999,-0.0934386002878646,-0.04938271604938277,-0.4363636363636364,0.1495327102803738,-0.10178330170989347,0.16782184410508716,0.13571957997829395
fold_test,m2,m2_final,2,T0-T2,temporal_shuffle_t1_t2,Temporal shuffle,162,0.5592183517417163,0.37545587755627485,0.5308641975308642,0.6727272727272727,0.45794392523364486,0.4708581138487681,0.3412060526513657,0.4382716049382716,0.38181818181818183,0.4672897196261682,-0.08836023789294822,-0.03424982490490913,-0.09259259259259262,-0.2909090909090909,0.009345794392523366,-0.04881148812078629,0.13147471123432986,0.1037942226890695
fold_test,m2,m2_final,3,T0-T1,repeated_t0,Repeated-T0,161,0.5092624356775299,0.37333586135040614,0.4658385093167702,0.6545454545454545,0.36792452830188677,0.5329331046312178,0.3897717489701862,0.5279503105590062,0.6,0.49056603773584906,0.023670668953687857,0.016435887619780043,0.06211180124223603,-0.054545454545454564,0.12264150943396229,-0.07282747710955742,0.18664411271354145,0.1346706072577716
fold_test,m2,m2_final,3,T0-T2,repeated_t0,Repeated-T0,161,0.5620926243567753,0.4246199148090628,0.5341614906832298,0.6,0.5,0.5173241852487136,0.34439557651754615,0.5341614906832298,0.2545454545454545,0.6792452830188679,-0.04476843910806172,-0.08022433829151665,0.0,-0.34545454545454546,0.17924528301886788,-0.14751531682348917,0.2644417974520518,0.242694532019328
fold_test,m2,m2_final,3,T0-T2,temporal_shuffle_t1_t2,Temporal shuffle,161,0.5620926243567753,0.4246199148090628,0.5341614906832298,0.6,0.5,0.5288164665523156,0.3906041925869526,0.5403726708074534,0.509090909090909,0.5566037735849056,-0.033276157804459694,-0.03401572222211019,0.006211180124223614,-0.09090909090909094,0.05660377358490565,-0.016097866770785108,0.22790191304449187,0.1956249801511186
fold_test,m2,m2_final,4,T0-T1,repeated_t0,Repeated-T0,161,0.57221269296741,0.41024578921127136,0.5652173913043478,0.5636363636363636,0.5660377358490566,0.522984562607204,0.3702874500175404,0.5900621118012422,0.38181818181818183,0.6981132075471698,-0.0492281303602059,-0.039958339193730985,0.024844720496894457,-0.18181818181818177,0.13207547169811318,-0.1395890608331465,0.3482409348227485,0.1921065830249193
