seed_base,task,endpoint,analysis_scope,comparison,left_arm,right_arm,effect_natural_spearman,effect_natural_pearson,effect_natural_r2,effect_natural_rmse,effect_natural_mae,effect_natural_b0_rmse,effect_natural_rmse_gain_over_b0,effect_natural_prediction_target_variance_ratio,effect_natural_calibration_slope,effect_natural_calibration_intercept,effect_natural_calibration_mean_bias,effect_transformed_spearman,effect_transformed_pearson,effect_transformed_r2,effect_transformed_rmse,effect_transformed_mae,effect_transformed_b0_rmse,effect_transformed_rmse_gain_over_b0,effect_transformed_prediction_target_variance_ratio,effect_transformed_calibration_slope,effect_transformed_calibration_intercept,effect_transformed_calibration_mean_bias
5026,delta,macro,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.15849015815223574,0.09514406478833518,0.029918293521319063,-0.3849492789378779,-0.2919155148051935,0.0,0.014879297100858438,0.02457255021330236,0.027285459092600585,0.1512503047517315,-0.0917700952480584,0.16028749003647488,0.12864480165217126,0.10552223373102283,-0.017732806654093825,-0.014327324616878911,0.0,0.033873336809278176,0.09712609819965362,0.08377737329211928,-0.014127806239589175,-0.007730900535749805
6026,delta,T0_to_T1,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.2982350665604733,0.1526461557744821,0.03282575125236442,-0.4154808536152643,-0.3604922365726342,0.0,0.01630752289679166,0.05972719549257209,0.04630900690669942,0.07757495897923761,-0.43312006020188665,0.28032101732454745,0.16711853526651954,-0.0162843937634538,-0.007693206498660565,-0.014330913629254205,0.0,-0.005786048946625882,0.11990765990443837,0.05069885624918089,-0.0174060214807078,-0.016426125031282962
6026,delta,T1_to_T2,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,-0.011441347138468505,-0.08558057678036576,-0.05391469611924382,0.4806156410248086,0.21615673232054,0.0,-0.027910625870163824,0.0387842848336708,-0.007436509463108795,-0.44883796675310883,-0.3849884194639967,-0.0449705967667377,-0.040563684249198484,-0.008535648223366818,0.017974104221134768,0.010553464256764178,0.0,-0.005421584375237015,0.07336644197465728,0.032542616448568304,-0.02486681087546494,-0.02192276629061554
6026,delta,T2_to_T3,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.0649329844123336,0.11780096141918497,0.024715421101185076,-0.33359824447148867,0.5920170890526215,0.0,0.012114124714303337,0.03394921642958711,0.02926146149700014,0.31868245315480426,0.16030759768753966,0.07200553222643807,0.1307594412367255,-0.013417938136652707,-0.00520325680909417,0.015588566350636102,0.0,-0.01334341685290756,0.3139618782492613,0.12160510900847323,-0.01640667845201238,-0.0002800127622818657
6026,delta,macro,primary_measurement_valid,LOCAL0-GAP0,LOCAL0,GAP0,0.11724223461144617,0.06162218013776709,0.0012088254114352246,-0.08948781902064695,0.1492271949335091,0.0,0.00017034058031039322,0.04415356558527667,0.022711319646863584,-0.017526851539688693,-0.21926696065944792,0.10245198426141588,0.08577143075134888,-0.012745993374491088,0.0016925469711267516,0.003937038992715358,0.0,-0.00818368339159015,0.16907866004278566,0.06828219390207413,-0.019559836936061708,-0.012876301361393455
2026,static,T0,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.40650790761178746,0.2936377380421153,0.26515135748289786,-6.106025999947711,-4.36045732809999,0.0,0.14274231027243994,0.16312157100220043,0.19974042371371944,-2.983289363910476,2.7274824797462465,0.4029714567102958,0.38961100645123303,0.4555081670262024,-0.11452591624193809,-0.09215139604012446,0.0,0.2808632825074478,0.3436818244776766,0.40153406392949437,-0.20861114554306043,-0.012901032802984165
2026,static,T1,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.20770690636022304,0.09324855779559332,0.07732031444138543,-1.4981898702394645,-1.4804895942355412,0.0,0.03947199668473489,0.05178855197044055,0.055799351691094755,0.5775631331184723,1.557566154378745,0.20757802573777512,0.2129461769864261,0.2114674520367269,-0.05842852351945793,-0.0534923059235613,0.0,0.11971106330586406,0.17634812166714048,0.19430852966281173,-0.0353605864784923,0.00501205300455702
2026,static,T2,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.21047195357833653,0.16742792322165106,0.05736541323918265,-0.8893000413600873,-0.7419003582581043,0.0,0.0283708409677209,0.014758187451680234,0.03098783469531312,0.511131353145208,0.7893099398061629,0.21852320936193614,0.22966039988411796,0.1675876817935029,-0.05959289144819391,-0.05510350947089476,0.0,0.09215114046454334,0.10631305457228638,0.14411228139039706,0.05662743810982385,0.022555754585412542
2026,static,T3,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.22997304755791642,0.3510298676427961,0.05648703193661975,-0.3476586418319414,-0.10340154024961246,0.0,0.027862541812024383,0.003761209580926069,0.02719221293696517,0.07821699789772663,0.17514694471943804,0.24522670573300276,0.27050685997819074,0.17308923389215036,-0.055125609154532684,-0.03952295984006099,0.0,0.08804552148186252,0.04524485214282925,0.10657289431409052,0.0922406651594031,0.026108987439382822
2026,static,macro,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.26366495377706584,0.22633602167553893,0.11408102927502142,-2.210293638344801,-1.6715622052108117,0.0,0.05961192243423003,0.058357380001311826,0.07842995575927311,-0.4540944699372682,1.3123763796626475,0.2685748493857524,0.27568111082499197,0.25191313368714563,-0.07191823509103057,-0.06006754281866045,0.0,0.14519275193992945,0.16789696321498318,0.2116319423241984,-0.023775907188081452,0.010193940556592056
3026,static,T0,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.36374035726476267,0.17901267823705486,0.1830177157519811,-4.545821703254511,-4.504680452279738,0.0,0.10626896970545222,0.06247573479898891,0.11570259336804403,-1.7529245453897548,1.5551244722258248,0.3677680619141797,0.32833287619321233,0.4132323027729149,-0.10368067895001709,-0.08480417800521545,0.0,0.25657861450025976,0.29873477520009956,0.35128366668483474,-0.18487501052244437,-0.022299334997936644
3026,static,T1,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.255413812720446,0.014091063841370377,0.0653957700148664,-1.2607177839011996,-1.3371425703104443,0.0,0.033215448305347665,0.05898616716777039,0.050163151350021966,1.3121415987562148,2.193156133676048,0.2502793174975823,0.22859358951361747,0.1961306519798507,-0.05048817053665333,-0.04906402177658936,0.0,0.10455448886707217,0.23882978435248248,0.22015666923165747,-0.041970422146182185,0.0019384670425917367
3026,static,T2,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.2233769484583002,0.028907930643276736,0.05369066676811718,-0.8346235900792713,-0.37307973065088085,0.0,0.026626528776309156,0.01896469241975688,0.030807423016585248,0.5744224540581531,0.8509814804529867,0.2146633996159922,0.22417865605711906,0.17661395681542205,-0.058990926849462055,-0.03950764849685945,0.0,0.09228803288704898,0.17069893689537277,0.16932482697160406,0.04935015852067565,-0.0035100308194799586
3026,static,T3,primary_measurement_valid,LOCAL3-GAP3,LOCAL3,GAP3,0.19017773297176804,0.04775316227941481,0.03436112480834952,-0.21211198484593297,-0.05467484605191464,0.0,0.016999373337764405,0.009792556132314827,0.019439920816143784,0.09042390500771691,0.1597198646743747,0.20118410232401124,0.20437343021104631,0.07473607642366731,-0.02348075896069446,-0.02268687819230164,0.0,0.038423438787230924,0.15335705215187287,0.11463489955168757,0.05188433123642433,-0.023288818443728692
