seed,arm,fold,timing,target,representation,dimension,raw_input_dim,selected_C,validation_auroc,feature_dim
2026,LOCAL0,0,T0,HR,raw,192,192,100.0,0.5385682574916759,192
2026,LOCAL0,0,T0,HER2,raw,192,192,0.01,0.6519713261648746,192
2026,LOCAL0,0,T0,subtype_4class,raw,192,192,10.0,0.5587457796982784,192
2026,LOCAL0,0,T0,HR,pca16,16,192,1.0,0.40815760266370693,16
2026,LOCAL0,0,T0,HER2,pca16,16,192,0.01,0.6258064516129032,16
2026,LOCAL0,0,T0,subtype_4class,pca16,16,192,0.001,0.4872972492913117,16
2026,LOCAL0,0,T0,HR,pca32,32,192,1.0,0.4100998890122087,32
2026,LOCAL0,0,T0,HER2,pca32,32,192,0.0001,0.6387096774193548,32
2026,LOCAL0,0,T0,subtype_4class,pca32,32,192,0.0001,0.5134124704659094,32
2026,LOCAL0,0,T1,HR,raw,384,384,10.0,0.48224195338512765,384
2026,LOCAL0,0,T1,HER2,raw,384,384,0.001,0.668100358422939,384
2026,LOCAL0,0,T1,subtype_4class,raw,384,384,0.001,0.5717401822003503,384
2026,LOCAL0,0,T1,HR,pca16,16,384,1.0,0.44700332963374023,16
2026,LOCAL0,0,T1,HER2,pca16,16,384,1.0,0.6430107526881721,16
2026,LOCAL0,0,T1,subtype_4class,pca16,16,384,0.001,0.5503526119248534,16
2026,LOCAL0,0,T1,HR,pca32,32,384,0.01,0.3970588235294117,32
2026,LOCAL0,0,T1,HER2,pca32,32,384,0.001,0.6526881720430108,32
2026,LOCAL0,0,T1,subtype_4class,pca32,32,384,0.01,0.5036974698788157,32
2026,LOCAL0,0,T2,HR,raw,576,576,1.0,0.5041620421753608,576
2026,LOCAL0,0,T2,HER2,raw,576,576,0.01,0.6663082437275986,576
2026,LOCAL0,0,T2,subtype_4class,raw,576,576,0.1,0.5707354155733672,576
2026,LOCAL0,0,T2,HR,pca16,16,576,0.1,0.5346836847946725,16
2026,LOCAL0,0,T2,HER2,pca16,16,576,1.0,0.6480286738351255,16
2026,LOCAL0,0,T2,subtype_4class,pca16,16,576,0.1,0.5799953884862346,16
2026,LOCAL0,0,T2,HR,pca32,32,576,0.0001,0.44173140954495005,32
2026,LOCAL0,0,T2,HER2,pca32,32,576,0.01,0.6279569892473118,32
2026,LOCAL0,0,T2,subtype_4class,pca32,32,576,0.01,0.5380839067231942,32
2026,LOCAL0,0,T3,HR,raw,768,768,100.0,0.533573806881243,768
2026,LOCAL0,0,T3,HER2,raw,768,768,0.001,0.6691756272401435,768
2026,LOCAL0,0,T3,subtype_4class,raw,768,768,0.1,0.591054046730692,768
2026,LOCAL0,0,T3,HR,pca16,16,768,1.0,0.5369034406215316,16
2026,LOCAL0,0,T3,HER2,pca16,16,768,0.1,0.6648745519713262,16
2026,LOCAL0,0,T3,subtype_4class,pca16,16,768,0.1,0.5982209618528274,16
2026,LOCAL0,0,T3,HR,pca32,32,768,0.01,0.5280244173140954,32
2026,LOCAL0,0,T3,HER2,pca32,32,768,1.0,0.6691756272401433,32
2026,LOCAL0,0,T3,subtype_4class,pca32,32,768,0.01,0.5796677770255207,32
2026,LOCAL0,1,T0,HR,raw,192,192,0.1,0.5310765815760267,192
2026,LOCAL0,1,T0,HER2,raw,192,192,100.0,0.5245421245421246,192
2026,LOCAL0,1,T0,subtype_4class,raw,192,192,100.0,0.5735970726241639,192
2026,LOCAL0,1,T0,HR,pca16,16,192,0.0001,0.49694783573806883,16
2026,LOCAL0,1,T0,HER2,pca16,16,192,0.0001,0.45384615384615384,16
2026,LOCAL0,1,T0,subtype_4class,pca16,16,192,0.001,0.5036049473773125,16
2026,LOCAL0,1,T0,HR,pca32,32,192,0.1,0.5324639289678136,32
2026,LOCAL0,1,T0,HER2,pca32,32,192,1.0,0.5007326007326007,32
2026,LOCAL0,1,T0,subtype_4class,pca32,32,192,10.0,0.49885628416339545,32
2026,LOCAL0,1,T1,HR,raw,384,384,1.0,0.5579911209766926,384
2026,LOCAL0,1,T1,HER2,raw,384,384,0.01,0.5483516483516484,384
2026,LOCAL0,1,T1,subtype_4class,raw,384,384,1.0,0.5619369661795535,384
2026,LOCAL0,1,T1,HR,pca16,16,384,0.1,0.503607103218646,16
2026,LOCAL0,1,T1,HER2,pca16,16,384,0.01,0.5721611721611721,16
2026,LOCAL0,1,T1,subtype_4class,pca16,16,384,0.1,0.5048355013255921,16
2026,LOCAL0,1,T1,HR,pca32,32,384,0.0001,0.512486126526082,32
2026,LOCAL0,1,T1,HER2,pca32,32,384,1.0,0.5886446886446887,32
2026,LOCAL0,1,T1,subtype_4class,pca32,32,384,0.1,0.5463451227300471,32
2026,LOCAL0,1,T2,HR,raw,576,576,10.0,0.577968923418424,576
2026,LOCAL0,1,T2,HER2,raw,576,576,1.0,0.6036630036630036,576
2026,LOCAL0,1,T2,subtype_4class,raw,576,576,10.0,0.5653420465505098,576
2026,LOCAL0,1,T2,HR,pca16,16,576,1.0,0.498612652608213,16
2026,LOCAL0,1,T2,HER2,pca16,16,576,1.0,0.5619047619047619,16
2026,LOCAL0,1,T2,subtype_4class,pca16,16,576,0.0001,0.4990415636056038,16
2026,LOCAL0,1,T2,HR,pca32,32,576,0.01,0.49417314095449494,32
2026,LOCAL0,1,T2,HER2,pca32,32,576,0.0001,0.589010989010989,32
2026,LOCAL0,1,T2,subtype_4class,pca32,32,576,0.1,0.5517541747805809,32
2026,LOCAL0,1,T3,HR,raw,768,768,10.0,0.5402330743618202,768
2026,LOCAL0,1,T3,HER2,raw,768,768,0.01,0.5827838827838827,768
2026,LOCAL0,1,T3,subtype_4class,raw,768,768,0.1,0.5691180792594479,768
2026,LOCAL0,1,T3,HR,pca16,16,768,0.0001,0.527746947835738,16
2026,LOCAL0,1,T3,HER2,pca16,16,768,0.001,0.5527472527472528,16
2026,LOCAL0,1,T3,subtype_4class,pca16,16,768,0.0001,0.4903149258919172,16
2026,LOCAL0,1,T3,HR,pca32,32,768,0.001,0.49112097669256377,32
2026,LOCAL0,1,T3,HER2,pca32,32,768,0.1,0.6113553113553114,32
2026,LOCAL0,1,T3,subtype_4class,pca32,32,768,0.0001,0.5339370041786976,32
2026,LOCAL0,2,T0,HR,raw,192,192,0.0001,0.5485571587125416,192
2026,LOCAL0,2,T0,HER2,raw,192,192,100.0,0.5699633699633699,192
2026,LOCAL0,2,T0,subtype_4class,raw,192,192,0.0001,0.5166354481823655,192
2026,LOCAL0,2,T0,HR,pca16,16,192,0.0001,0.5269145394006659,16
2026,LOCAL0,2,T0,HER2,pca16,16,192,1.0,0.5391941391941393,16
2026,LOCAL0,2,T0,subtype_4class,pca16,16,192,0.001,0.5035994367185975,16
2026,LOCAL0,2,T0,HR,pca32,32,192,0.0001,0.48890122086570476,32
2026,LOCAL0,2,T0,HER2,pca32,32,192,100.0,0.5080586080586081,32
2026,LOCAL0,2,T0,subtype_4class,pca32,32,192,0.01,0.4939285072251856,32
2026,LOCAL0,2,T1,HR,raw,384,384,0.001,0.5269145394006659,384
2026,LOCAL0,2,T1,HER2,raw,384,384,10.0,0.5783882783882783,384
2026,LOCAL0,2,T1,subtype_4class,raw,384,384,0.0001,0.54327797312301,384
2026,LOCAL0,2,T1,HR,pca16,16,384,0.0001,0.5163706992230854,16
2026,LOCAL0,2,T1,HER2,pca16,16,384,0.1,0.593040293040293,16
2026,LOCAL0,2,T1,subtype_4class,pca16,16,384,0.0001,0.5539968417321144,16
2026,LOCAL0,2,T1,HR,pca32,32,384,0.001,0.537180910099889,32
2026,LOCAL0,2,T1,HER2,pca32,32,384,0.01,0.5912087912087912,32
2026,LOCAL0,2,T1,subtype_4class,pca32,32,384,0.0001,0.5511780307184915,32
2026,LOCAL0,2,T2,HR,raw,576,576,0.01,0.5585460599334073,576
2026,LOCAL0,2,T2,HER2,raw,576,576,0.01,0.5538461538461538,576
2026,LOCAL0,2,T2,subtype_4class,raw,576,576,0.001,0.5735630923895617,576
2026,LOCAL0,2,T2,HR,pca16,16,576,0.0001,0.556881243063263,16
2026,LOCAL0,2,T2,HER2,pca16,16,576,0.0001,0.550915750915751,16
2026,LOCAL0,2,T2,subtype_4class,pca16,16,576,0.0001,0.5993407437905098,16
2026,LOCAL0,2,T2,HR,pca32,32,576,0.001,0.594062153163152,32
2026,LOCAL0,2,T2,HER2,pca32,32,576,10.0,0.5758241758241758,32
2026,LOCAL0,2,T2,subtype_4class,pca32,32,576,100.0,0.5852210824365177,32
2026,LOCAL0,2,T3,HR,raw,768,768,0.001,0.5413429522752498,768
2026,LOCAL0,2,T3,HER2,raw,768,768,0.1,0.5717948717948718,768
2026,LOCAL0,2,T3,subtype_4class,raw,768,768,0.0001,0.5615357549263059,768
2026,LOCAL0,2,T3,HR,pca16,16,768,0.0001,0.5402330743618202,16
2026,LOCAL0,2,T3,HER2,pca16,16,768,0.0001,0.5816849816849817,16
2026,LOCAL0,2,T3,subtype_4class,pca16,16,768,0.001,0.5924905843201187,16
2026,LOCAL0,2,T3,HR,pca32,32,768,0.1,0.5968368479467259,32
2026,LOCAL0,2,T3,HER2,pca32,32,768,0.1,0.5076923076923077,32
2026,LOCAL0,2,T3,subtype_4class,pca32,32,768,0.01,0.5618885621968346,32
2026,LOCAL0,3,T0,HR,raw,192,192,0.0001,0.5102663706992231,192
2026,LOCAL0,3,T0,HER2,raw,192,192,10.0,0.5340501792114696,192
2026,LOCAL0,3,T0,subtype_4class,raw,192,192,100.0,0.5282018028154719,192
2026,LOCAL0,3,T0,HR,pca16,16,192,0.001,0.4692008879023308,16
2026,LOCAL0,3,T0,HER2,pca16,16,192,0.0001,0.5150537634408603,16
2026,LOCAL0,3,T0,subtype_4class,pca16,16,192,0.1,0.47123195576498167,16
2026,LOCAL0,3,T0,HR,pca32,32,192,10.0,0.43562708102108766,32
2026,LOCAL0,3,T0,HER2,pca32,32,192,0.0001,0.5222222222222221,32
2026,LOCAL0,3,T0,subtype_4class,pca32,32,192,1.0,0.4742711034179946,32
2026,LOCAL0,3,T1,HR,raw,384,384,1.0,0.4944506104328524,384
2026,LOCAL0,3,T1,HER2,raw,384,384,0.001,0.5587813620071684,384
2026,LOCAL0,3,T1,subtype_4class,raw,384,384,10.0,0.5048936181310194,384
2026,LOCAL0,3,T1,HR,pca16,16,384,0.001,0.4067702552719201,16
2026,LOCAL0,3,T1,HER2,pca16,16,384,0.0001,0.5577060931899641,16
2026,LOCAL0,3,T1,subtype_4class,pca16,16,384,100.0,0.4887575463718863,16
2026,LOCAL0,3,T1,HR,pca32,32,384,0.0001,0.4084350721420643,32
2026,LOCAL0,3,T1,HER2,pca32,32,384,0.0001,0.5397849462365591,32
2026,LOCAL0,3,T1,subtype_4class,pca32,32,384,0.1,0.4813644354594143,32
2026,LOCAL0,3,T2,HR,raw,576,576,1.0,0.5466148723640399,576
2026,LOCAL0,3,T2,HER2,raw,576,576,10.0,0.535483870967742,576
2026,LOCAL0,3,T2,subtype_4class,raw,576,576,1.0,0.5095739602592434,576
2026,LOCAL0,3,T2,HR,pca16,16,576,1.0,0.5133185349611543,16
2026,LOCAL0,3,T2,HER2,pca16,16,576,0.0001,0.5351254480286738,16
2026,LOCAL0,3,T2,subtype_4class,pca16,16,576,10.0,0.5286299730617909,16
2026,LOCAL0,3,T2,HR,pca32,32,576,10.0,0.45754716981132076,32
2026,LOCAL0,3,T2,HER2,pca32,32,576,0.0001,0.5365591397849463,32
2026,LOCAL0,3,T2,subtype_4class,pca32,32,576,10.0,0.5047759885367301,32
2026,LOCAL0,3,T3,HR,raw,768,768,1.0,0.5302441731409544,768
2026,LOCAL0,3,T3,HER2,raw,768,768,0.0001,0.5415770609318996,768
2026,LOCAL0,3,T3,subtype_4class,raw,768,768,0.001,0.5154523724140637,768
2026,LOCAL0,3,T3,HR,pca16,16,768,10.0,0.4872364039955605,16
2026,LOCAL0,3,T3,HER2,pca16,16,768,0.0001,0.5802867383512545,16
2026,LOCAL0,3,T3,subtype_4class,pca16,16,768,1.0,0.5389166403528357,16
2026,LOCAL0,3,T3,HR,pca32,32,768,0.1,0.48224195338512765,32
2026,LOCAL0,3,T3,HER2,pca32,32,768,0.0001,0.5684587813620072,32
2026,LOCAL0,3,T3,subtype_4class,pca32,32,768,1.0,0.5318685753391321,32
2026,LOCAL0,4,T0,HR,raw,192,192,100.0,0.5732519422863485,192
2026,LOCAL0,4,T0,HER2,raw,192,192,0.01,0.6559139784946237,192
2026,LOCAL0,4,T0,subtype_4class,raw,192,192,0.01,0.5983102441522316,192
2026,LOCAL0,4,T0,HR,pca16,16,192,0.01,0.5382907880133185,16
2026,LOCAL0,4,T0,HER2,pca16,16,192,0.0001,0.6810035842293907,16
2026,LOCAL0,4,T0,subtype_4class,pca16,16,192,0.0001,0.616490919364862,16
2026,LOCAL0,4,T0,HR,pca32,32,192,10.0,0.5652053274139844,32
2026,LOCAL0,4,T0,HER2,pca32,32,192,0.0001,0.5698924731182795,32
2026,LOCAL0,4,T0,subtype_4class,pca32,32,192,0.0001,0.5891003998596102,32
2026,LOCAL0,4,T1,HR,raw,384,384,0.1,0.5541065482796892,384
2026,LOCAL0,4,T1,HER2,raw,384,384,0.0001,0.6455197132616487,384
2026,LOCAL0,4,T1,subtype_4class,raw,384,384,0.001,0.5853370389630511,384
2026,LOCAL0,4,T1,HR,pca16,16,384,0.01,0.5,16
2026,LOCAL0,4,T1,HER2,pca16,16,384,0.0001,0.6336917562724015,16
2026,LOCAL0,4,T1,subtype_4class,pca16,16,384,0.0001,0.5648569306979847,16
2026,LOCAL0,4,T1,HR,pca32,32,384,1.0,0.5066592674805772,32
2026,LOCAL0,4,T1,HER2,pca32,32,384,0.0001,0.6519713261648745,32
2026,LOCAL0,4,T1,subtype_4class,pca32,32,384,0.0001,0.5670686293791463,32
2026,LOCAL0,4,T2,HR,raw,576,576,0.1,0.5502219755826858,576
2026,LOCAL0,4,T2,HER2,raw,576,576,0.01,0.6408602150537634,576
2026,LOCAL0,4,T2,subtype_4class,raw,576,576,0.01,0.5593201075644272,576
2026,LOCAL0,4,T2,HR,pca16,16,576,0.0001,0.5052719200887903,16
2026,LOCAL0,4,T2,HER2,pca16,16,576,1.0,0.5591397849462365,16
2026,LOCAL0,4,T2,subtype_4class,pca16,16,576,100.0,0.5114255356191512,16
2026,LOCAL0,4,T2,HR,pca32,32,576,0.001,0.5280244173140954,32
2026,LOCAL0,4,T2,HER2,pca32,32,576,0.1,0.6293906810035843,32
2026,LOCAL0,4,T2,subtype_4class,pca32,32,576,0.1,0.5669950029373089,32
2026,LOCAL0,4,T3,HR,raw,768,768,0.01,0.5485571587125416,768
2026,LOCAL0,4,T3,HER2,raw,768,768,0.01,0.6397849462365591,768
2026,LOCAL0,4,T3,subtype_4class,raw,768,768,0.01,0.564649432155202,768
2026,LOCAL0,4,T3,HR,pca16,16,768,0.0001,0.5241398446170922,16
2026,LOCAL0,4,T3,HER2,pca16,16,768,0.01,0.5881720430107527,16
2026,LOCAL0,4,T3,subtype_4class,pca16,16,768,0.0001,0.5291626839702959,16
2026,LOCAL0,4,T3,HR,pca32,32,768,0.001,0.5063817980022197,32
2026,LOCAL0,4,T3,HER2,pca32,32,768,0.001,0.5824372759856631,32
2026,LOCAL0,4,T3,subtype_4class,pca32,32,768,0.001,0.5357505365265369,32
2026,LOCAL3,0,T0,HR,raw,192,192,100.0,0.5102663706992231,192
2026,LOCAL3,0,T0,HER2,raw,192,192,0.001,0.6401433691756272,192
2026,LOCAL3,0,T0,subtype_4class,raw,192,192,1.0,0.5512339521010972,192
2026,LOCAL3,0,T0,HR,pca16,16,192,1.0,0.4245283018867924,16
2026,LOCAL3,0,T0,HER2,pca16,16,192,0.001,0.6301075268817204,16
2026,LOCAL3,0,T0,subtype_4class,pca16,16,192,0.1,0.4925552078632237,16
2026,LOCAL3,0,T0,HR,pca32,32,192,0.1,0.44561598224195337,32
2026,LOCAL3,0,T0,HER2,pca32,32,192,0.0001,0.6197132616487455,32
2026,LOCAL3,0,T0,subtype_4class,pca32,32,192,0.01,0.518858081129234,32
2026,LOCAL3,0,T1,HR,raw,384,384,1.0,0.5011098779134295,384
2026,LOCAL3,0,T1,HER2,raw,384,384,0.001,0.6483870967741935,384
2026,LOCAL3,0,T1,subtype_4class,raw,384,384,0.001,0.5673985867429707,384
2026,LOCAL3,0,T1,HR,pca16,16,384,0.1,0.4542175360710322,16
2026,LOCAL3,0,T1,HER2,pca16,16,384,0.1,0.6318996415770609,16
2026,LOCAL3,0,T1,subtype_4class,pca16,16,384,0.0001,0.5527878007826054,16
2026,LOCAL3,0,T1,HR,pca32,32,384,0.1,0.4322974472807991,32
2026,LOCAL3,0,T1,HER2,pca32,32,384,0.001,0.6405017921146954,32
2026,LOCAL3,0,T1,subtype_4class,pca32,32,384,0.1,0.5257333460500211,32
2026,LOCAL3,0,T2,HR,raw,576,576,0.001,0.5169256381798002,576
2026,LOCAL3,0,T2,HER2,raw,576,576,0.01,0.6426523297491039,576
2026,LOCAL3,0,T2,subtype_4class,raw,576,576,0.01,0.5706875427063453,576
2026,LOCAL3,0,T2,HR,pca16,16,576,0.1,0.5360710321864595,16
2026,LOCAL3,0,T2,HER2,pca16,16,576,0.0001,0.6437275985663082,16
2026,LOCAL3,0,T2,subtype_4class,pca16,16,576,0.01,0.5601409826805671,16
2026,LOCAL3,0,T2,HR,pca32,32,576,0.1,0.49250832408435063,32
2026,LOCAL3,0,T2,HER2,pca32,32,576,0.01,0.6369175627240145,32
2026,LOCAL3,0,T2,subtype_4class,pca32,32,576,0.0001,0.5731610505051872,32
2026,LOCAL3,0,T3,HR,raw,768,768,100.0,0.553274139844617,768
2026,LOCAL3,0,T3,HER2,raw,768,768,0.001,0.6555555555555556,768
2026,LOCAL3,0,T3,subtype_4class,raw,768,768,10.0,0.6071845756915029,768
2026,LOCAL3,0,T3,HR,pca16,16,768,0.0001,0.5430077691453941,16
2026,LOCAL3,0,T3,HER2,pca16,16,768,0.0001,0.6681003584229391,16
2026,LOCAL3,0,T3,subtype_4class,pca16,16,768,0.1,0.605152447783571,16
2026,LOCAL3,0,T3,HR,pca32,32,768,1.0,0.5213651498335183,32
2026,LOCAL3,0,T3,HER2,pca32,32,768,0.01,0.6551971326164875,32
2026,LOCAL3,0,T3,subtype_4class,pca32,32,768,0.01,0.5798156872637328,32
2026,LOCAL3,1,T0,HR,raw,192,192,0.1,0.5374583795782464,192
2026,LOCAL3,1,T0,HER2,raw,192,192,0.0001,0.46996336996336996,192
2026,LOCAL3,1,T0,subtype_4class,raw,192,192,100.0,0.5595295978717458,192
2026,LOCAL3,1,T0,HR,pca16,16,192,0.0001,0.5360710321864595,16
2026,LOCAL3,1,T0,HER2,pca16,16,192,10.0,0.4234432234432235,16
2026,LOCAL3,1,T0,subtype_4class,pca16,16,192,0.1,0.4904323950398625,16
2026,LOCAL3,1,T0,HR,pca32,32,192,0.1,0.5155382907880134,32
2026,LOCAL3,1,T0,HER2,pca32,32,192,10.0,0.47948717948717945,32
2026,LOCAL3,1,T0,subtype_4class,pca32,32,192,100.0,0.508247507572216,32
2026,LOCAL3,1,T1,HR,raw,384,384,1.0,0.5418978912319645,384
2026,LOCAL3,1,T1,HER2,raw,384,384,0.01,0.5285714285714286,384
2026,LOCAL3,1,T1,subtype_4class,raw,384,384,1.0,0.5506415171437653,384
2026,LOCAL3,1,T1,HR,pca16,16,384,0.0001,0.5155382907880133,16
2026,LOCAL3,1,T1,HER2,pca16,16,384,1.0,0.5637362637362637,16
2026,LOCAL3,1,T1,subtype_4class,pca16,16,384,0.01,0.5197248550272251,16
2026,LOCAL3,1,T1,HR,pca32,32,384,0.0001,0.4947280799112097,32
2026,LOCAL3,1,T1,HER2,pca32,32,384,0.01,0.532967032967033,32
2026,LOCAL3,1,T1,subtype_4class,pca32,32,384,1.0,0.5432560262695021,32
2026,LOCAL3,1,T2,HR,raw,576,576,100.0,0.599889012208657,576
2026,LOCAL3,1,T2,HER2,raw,576,576,0.01,0.5512820512820513,576
2026,LOCAL3,1,T2,subtype_4class,raw,576,576,100.0,0.5656420754475431,576
2026,LOCAL3,1,T2,HR,pca16,16,576,1.0,0.48890122086570476,16
2026,LOCAL3,1,T2,HER2,pca16,16,576,0.01,0.5516483516483517,16
2026,LOCAL3,1,T2,subtype_4class,pca16,16,576,0.001,0.4943093126855416,16
2026,LOCAL3,1,T2,HR,pca32,32,576,0.001,0.5110987791342952,32
2026,LOCAL3,1,T2,HER2,pca32,32,576,1.0,0.5534798534798535,32
2026,LOCAL3,1,T2,subtype_4class,pca32,32,576,0.01,0.5428639205290402,32
2026,LOCAL3,1,T3,HR,raw,768,768,10.0,0.5593784683684795,768
2026,LOCAL3,1,T3,HER2,raw,768,768,0.01,0.5619047619047619,768
2026,LOCAL3,1,T3,subtype_4class,raw,768,768,1.0,0.5573758304211813,768
2026,LOCAL3,1,T3,HR,pca16,16,768,0.01,0.5221975582685905,16
2026,LOCAL3,1,T3,HER2,pca16,16,768,0.0001,0.5626373626373626,16
2026,LOCAL3,1,T3,subtype_4class,pca16,16,768,0.0001,0.5026170498152455,16
2026,LOCAL3,1,T3,HR,pca32,32,768,0.1,0.49583795782463924,32
2026,LOCAL3,1,T3,HER2,pca32,32,768,0.001,0.5761904761904763,32
2026,LOCAL3,1,T3,subtype_4class,pca32,32,768,0.0001,0.5325450777235494,32
2026,LOCAL3,2,T0,HR,raw,192,192,0.0001,0.5607658157602664,192
2026,LOCAL3,2,T0,HER2,raw,192,192,10.0,0.5432234432234432,192
2026,LOCAL3,2,T0,subtype_4class,raw,192,192,0.01,0.5234487571197526,192
2026,LOCAL3,2,T0,HR,pca16,16,192,0.01,0.5188679245283019,16
2026,LOCAL3,2,T0,HER2,pca16,16,192,100.0,0.543956043956044,16
2026,LOCAL3,2,T0,subtype_4class,pca16,16,192,0.1,0.5279824693149335,16
2026,LOCAL3,2,T0,HR,pca32,32,192,0.001,0.5188679245283019,32
2026,LOCAL3,2,T0,HER2,pca32,32,192,10.0,0.4978021978021978,32
2026,LOCAL3,2,T0,subtype_4class,pca32,32,192,0.0001,0.5185580282268702,32
2026,LOCAL3,2,T1,HR,raw,384,384,0.001,0.5332963374028857,384
2026,LOCAL3,2,T1,HER2,raw,384,384,0.001,0.5567765567765568,384
2026,LOCAL3,2,T1,subtype_4class,raw,384,384,0.0001,0.5557294086030398,384
2026,LOCAL3,2,T1,HR,pca16,16,384,0.0001,0.517480577136515,16
2026,LOCAL3,2,T1,HER2,pca16,16,384,0.01,0.5633699633699634,16
2026,LOCAL3,2,T1,subtype_4class,pca16,16,384,0.0001,0.5566888383242404,16
2026,LOCAL3,2,T1,HR,pca32,32,384,0.0001,0.5541065482796892,32
2026,LOCAL3,2,T1,HER2,pca32,32,384,0.1,0.5926739926739927,32
2026,LOCAL3,2,T1,subtype_4class,pca32,32,384,0.0001,0.5547403027150195,32
2026,LOCAL3,2,T2,HR,raw,576,576,0.01,0.5652053274139844,576
2026,LOCAL3,2,T2,HER2,raw,576,576,0.001,0.5575091575091575,576
2026,LOCAL3,2,T2,subtype_4class,raw,576,576,0.001,0.5792318869367158,576
2026,LOCAL3,2,T2,HR,pca16,16,576,0.001,0.5493895671476138,16
2026,LOCAL3,2,T2,HER2,pca16,16,576,0.001,0.5534798534798535,16
2026,LOCAL3,2,T2,subtype_4class,pca16,16,576,0.01,0.5873350215936717,16
2026,LOCAL3,2,T2,HR,pca32,32,576,0.0001,0.556048834628191,32
2026,LOCAL3,2,T2,HER2,pca32,32,576,1.0,0.5644688644688645,32
2026,LOCAL3,2,T2,subtype_4class,pca32,32,576,0.1,0.5781725069905604,32
2026,LOCAL3,2,T3,HR,raw,768,768,0.001,0.5413429522752496,768
2026,LOCAL3,2,T3,HER2,raw,768,768,0.1,0.5802197802197803,768
2026,LOCAL3,2,T3,subtype_4class,raw,768,768,0.001,0.5648309463874446,768
2026,LOCAL3,2,T3,HR,pca16,16,768,0.01,0.5410654827968924,16
2026,LOCAL3,2,T3,HER2,pca16,16,768,0.0001,0.5948717948717949,16
2026,LOCAL3,2,T3,subtype_4class,pca16,16,768,0.0001,0.582085524451645,16
2026,LOCAL3,2,T3,HR,pca32,32,768,1.0,0.5937846836847946,32
2026,LOCAL3,2,T3,HER2,pca32,32,768,0.001,0.5113553113553113,32
2026,LOCAL3,2,T3,subtype_4class,pca32,32,768,0.1,0.5673616787885556,32
2026,LOCAL3,3,T0,HR,raw,192,192,0.001,0.5030521642619312,192
2026,LOCAL3,3,T0,HER2,raw,192,192,100.0,0.5200716845878137,192
2026,LOCAL3,3,T0,subtype_4class,raw,192,192,100.0,0.5346314490579546,192
2026,LOCAL3,3,T0,HR,pca16,16,192,0.0001,0.4966703662597114,16
2026,LOCAL3,3,T0,HER2,pca16,16,192,0.0001,0.5258064516129033,16
2026,LOCAL3,3,T0,subtype_4class,pca16,16,192,10.0,0.48249859567158193,16
2026,LOCAL3,3,T0,HR,pca32,32,192,0.0001,0.4428412874583795,32
2026,LOCAL3,3,T0,HER2,pca32,32,192,0.0001,0.4444444444444445,32
2026,LOCAL3,3,T0,subtype_4class,pca32,32,192,100.0,0.4552872482816607,32
2026,LOCAL3,3,T1,HR,raw,384,384,100.0,0.5069367369589345,384
2026,LOCAL3,3,T1,HER2,raw,384,384,0.001,0.5849462365591398,384
2026,LOCAL3,3,T1,subtype_4class,raw,384,384,100.0,0.5117409906831258,384
2026,LOCAL3,3,T1,HR,pca16,16,384,10.0,0.42647058823529416,16
2026,LOCAL3,3,T1,HER2,pca16,16,384,0.0001,0.5964157706093189,16
2026,LOCAL3,3,T1,subtype_4class,pca16,16,384,10.0,0.49577628584613,16
2026,LOCAL3,3,T1,HR,pca32,32,384,0.0001,0.4200887902330743,32
2026,LOCAL3,3,T1,HER2,pca32,32,384,0.0001,0.5577060931899641,32
2026,LOCAL3,3,T1,subtype_4class,pca32,32,384,0.001,0.49507922580213004,32
2026,LOCAL3,3,T2,HR,raw,576,576,1.0,0.5110987791342951,576
2026,LOCAL3,3,T2,HER2,raw,576,576,0.001,0.5516129032258065,576
2026,LOCAL3,3,T2,subtype_4class,raw,576,576,100.0,0.5266894405920834,576
2026,LOCAL3,3,T2,HR,pca16,16,576,1.0,0.5008324084350722,16
2026,LOCAL3,3,T2,HER2,pca16,16,576,0.0001,0.5702508960573477,16
2026,LOCAL3,3,T2,subtype_4class,pca16,16,576,10.0,0.5399558347675717,16
2026,LOCAL3,3,T2,HR,pca32,32,576,1.0,0.5219200887902331,32
2026,LOCAL3,3,T2,HER2,pca32,32,576,0.0001,0.5620071684587814,32
2026,LOCAL3,3,T2,subtype_4class,pca32,32,576,10.0,0.5364316219583694,32
2026,LOCAL3,3,T3,HR,raw,768,768,0.001,0.48723640399556045,768
2026,LOCAL3,3,T3,HER2,raw,768,768,0.001,0.5591397849462365,768
2026,LOCAL3,3,T3,subtype_4class,raw,768,768,0.001,0.5323517944179101,768
2026,LOCAL3,3,T3,HR,pca16,16,768,1.0,0.5147058823529411,16
2026,LOCAL3,3,T3,HER2,pca16,16,768,0.0001,0.5849462365591398,16
2026,LOCAL3,3,T3,subtype_4class,pca16,16,768,1.0,0.5416208135137905,16
2026,LOCAL3,3,T3,HR,pca32,32,768,1.0,0.5,32
2026,LOCAL3,3,T3,HER2,pca32,32,768,0.0001,0.596774193548387,32
2026,LOCAL3,3,T3,subtype_4class,pca32,32,768,100.0,0.550802642707409,32
2026,LOCAL3,4,T0,HR,raw,192,192,100.0,0.5657602663706992,192
2026,LOCAL3,4,T0,HER2,raw,192,192,0.001,0.6433691756272402,192
2026,LOCAL3,4,T0,subtype_4class,raw,192,192,0.01,0.606920253304772,192
2026,LOCAL3,4,T0,HR,pca16,16,192,1.0,0.5571587125416204,16
