population,seed,arm,timing,model_key,model_family,representation,dimension,dimension_values,n_folds,fold_sizes,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
ftv_complete_375,2026,LOCAL0,T2,C+F+M|RAW,C+F+M,raw,576,[576],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6190394511149228,0.41238919391103424,0.5805317324185248,0.23788565824297378
ftv_complete_375,2026,LOCAL0,T2,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6234991423670669,0.4378567004497425,0.6253001715265867,0.23098760522862616
ftv_complete_375,2026,LOCAL0,T2,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6305317324185248,0.4260764687531513,0.6259862778730703,0.2502630311644621
ftv_complete_375,2026,LOCAL0,T2,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5813722126929673,0.3529895679232544,0.5765008576329331,0.29980229244187473
ftv_complete_375,2026,LOCAL0,T2,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.663876500857633,0.49957190270157137,0.6565180102915953,0.21835079529323648
ftv_complete_375,2026,LOCAL0,T2,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6119382504288164,0.3882674844434033,0.6054888507718696,0.24842481724349624
ftv_complete_375,2026,LOCAL0,T2,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6463121783876502,0.4667441047577009,0.6153516295025729,0.21048931826634149
ftv_complete_375,2026,LOCAL0,T2,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.675746140651801,0.5056212555809078,0.646655231560892,0.20201731268689332
ftv_complete_375,2026,LOCAL0,T2,C+M|RAW,C+M,raw,576,[576],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6017152658662093,0.392215078659754,0.5631217838765008,0.2340507033777801
ftv_complete_375,2026,LOCAL0,T2,F,F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.66295025728988,0.43481895924844305,0.6491423670668954,0.19396322798683355
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C+F,M)|PCA16","LateFusion(C+F,M)",late_fusion_candidate,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6873070325900514,0.4972557740324728,0.6589193825042882,0.19496924018715717
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C+F,M)|PCA32","LateFusion(C+F,M)",late_fusion_candidate,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.689433962264151,0.5255129200273256,0.6397941680960549,0.19438171169192106
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C+F,M)|PCA64","LateFusion(C+F,M)",late_fusion_candidate,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.653138936535163,0.49055719544473014,0.6471698113207547,0.20604260301907762
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C+F,M)|PCA8","LateFusion(C+F,M)",late_fusion_candidate,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6902915951972556,0.5368899529290769,0.6560034305317324,0.1895485861570697
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C+F,M)|PCA_SELECTED","LateFusion(C+F,M)",late_fusion,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6613379073756432,0.5175680733859583,0.6447684391080617,0.21847768629964212
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6156089193825043,0.47004626986841547,0.6536878216123498,0.2148505453448885
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6623670668953687,0.5065556670217103,0.6350771869639794,0.23967217021508752
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6408919382504289,0.47082199612303643,0.6385077186963979,0.2420822225304529
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6346140651801029,0.4686749825772566,0.6302744425385935,0.2106340999555029
ftv_complete_375,2026,LOCAL0,T2,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6203430531732419,0.4656343650113873,0.6487993138936535,0.23036091989658167
ftv_complete_375,2026,LOCAL0,T2,M_residual|PCA16,M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4810291595197256,0.29277272987570857,0.4909948542024014,0.2338096136573049
ftv_complete_375,2026,LOCAL0,T2,M_residual|PCA32,M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.49718696397941675,0.3005573587885668,0.4879931389365352,0.2393269809489517
ftv_complete_375,2026,LOCAL0,T2,M_residual|PCA64,M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.48027444253859347,0.28152288015749755,0.5119210977701544,0.25705928089777447
ftv_complete_375,2026,LOCAL0,T2,M_residual|PCA8,M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5019897084048027,0.31306767439099137,0.46509433962264146,0.2266493830036721
ftv_complete_375,2026,LOCAL0,T2,M_residual|PCA_SELECTED,M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4963979416809606,0.2961992822865054,0.49219554030874785,0.23806198845683046
ftv_complete_375,2026,LOCAL0,T2,M|PCA16,M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5408233276157804,0.35156607873302614,0.5036878216123499,0.2269956735514955
ftv_complete_375,2026,LOCAL0,T2,M|PCA32,M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5401029159519726,0.32366611191302813,0.5017152658662092,0.24822440765229775
ftv_complete_375,2026,LOCAL0,T2,M|PCA64,M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.496672384219554,0.28675335875952845,0.5024871355060034,0.2717358762686118
ftv_complete_375,2026,LOCAL0,T2,M|PCA8,M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.524631217838765,0.3377060062138229,0.5447684391080617,0.2431272592155029
ftv_complete_375,2026,LOCAL0,T2,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4828130360205831,0.28042381014690954,0.4854202401372213,0.27433514046380825
ftv_complete_375,2026,LOCAL0,T2,M|R16,M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4945797598627787,0.3136604585589374,0.4811320754716981,0.2289527605320781
ftv_complete_375,2026,LOCAL0,T2,M|R32,M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5228473413379073,0.29889790411019357,0.4978559176672384,0.2287935406312704
ftv_complete_375,2026,LOCAL0,T2,M|RAW,M,raw,576,[576],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5176672384219554,0.3159548717287429,0.5354202401372212,0.2977587664598866
ftv_complete_375,2026,LOCAL0,T3,C,C,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6966723842195541,0.5362125873999827,0.679073756432247,0.2430950945429407
ftv_complete_375,2026,LOCAL0,T3,C+F,C+F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7154030874785592,0.5393749537451002,0.68147512864494,0.19299362818294807
ftv_complete_375,2026,LOCAL0,T3,C+F+M_residual|PCA16,C+F+M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.698902229845626,0.5099983014909638,0.6566895368782162,0.20287261624674882
ftv_complete_375,2026,LOCAL0,T3,C+F+M_residual|PCA32,C+F+M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6521783876500857,0.4514530033656352,0.6471698113207547,0.22995473951263637
ftv_complete_375,2026,LOCAL0,T3,C+F+M_residual|PCA64,C+F+M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6499142367066896,0.4291973254733269,0.6368782161234992,0.23694971023714376
ftv_complete_375,2026,LOCAL0,T3,C+F+M_residual|PCA8,C+F+M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7015094339622643,0.5113727225454279,0.6778730703259005,0.2078017753482302
ftv_complete_375,2026,LOCAL0,T3,C+F+M_residual|PCA_SELECTED,C+F+M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6963293310463123,0.4970050999220649,0.6531732418524872,0.20830875380413735
ftv_complete_375,2026,LOCAL0,T3,C+F+M|PCA16,C+F+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6963636363636363,0.505380449432237,0.6571183533447684,0.20331285457237794
ftv_complete_375,2026,LOCAL0,T3,C+F+M|PCA32,C+F+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.675540308747856,0.4812192834743061,0.6245283018867924,0.21358082824038432
ftv_complete_375,2026,LOCAL0,T3,C+F+M|PCA64,C+F+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6561578044596912,0.43040005358372335,0.6180960548885077,0.2397298069344248
ftv_complete_375,2026,LOCAL0,T3,C+F+M|PCA8,C+F+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7085763293310463,0.5207009406919211,0.669639794168096,0.19901366561167902
ftv_complete_375,2026,LOCAL0,T3,C+F+M|PCA_SELECTED,C+F+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6902572898799313,0.48961370450506225,0.6664665523156089,0.21226387228120847
ftv_complete_375,2026,LOCAL0,T3,C+F+M|R16,C+F+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7252144082332762,0.5374827496133785,0.6508576329331046,0.1867262906353398
ftv_complete_375,2026,LOCAL0,T3,C+F+M|R32,C+F+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7088507718696397,0.513710475803002,0.6715265866209262,0.19802018652496084
ftv_complete_375,2026,LOCAL0,T3,C+F+M|RAW,C+F+M,raw,768,[768],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6227444253859349,0.4024634631574642,0.5971698113207546,0.24550206631554208
ftv_complete_375,2026,LOCAL0,T3,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6772555746140653,0.5254438443582712,0.6572898799313893,0.23660610995595202
ftv_complete_375,2026,LOCAL0,T3,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6343396226415094,0.4767520584451972,0.5892795883361921,0.22390022329087203
ftv_complete_375,2026,LOCAL0,T3,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6104974271012007,0.4111526233920594,0.5751286449399656,0.24935753685565717
ftv_complete_375,2026,LOCAL0,T3,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6527272727272727,0.4789291462355615,0.6342195540308748,0.2201155786306145
ftv_complete_375,2026,LOCAL0,T3,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6052830188679246,0.42409945399774707,0.55926243567753,0.23663042403233522
ftv_complete_375,2026,LOCAL0,T3,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6734133790737564,0.4849649356927531,0.6259005145797598,0.2028718795928999
ftv_complete_375,2026,LOCAL0,T3,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6380102915951973,0.44302455159913473,0.6144082332761578,0.21550030797065753
ftv_complete_375,2026,LOCAL0,T3,C+M|RAW,C+M,raw,768,[768],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5685763293310463,0.35516639583797527,0.548885077186964,0.25788039496992105
ftv_complete_375,2026,LOCAL0,T3,F,F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6913207547169811,0.4682411335811604,0.6580617495711836,0.18794318580344452
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C+F,M)|PCA16","LateFusion(C+F,M)",late_fusion_candidate,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7112864493996569,0.5488737312189921,0.6844768439108062,0.1912031832790386
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C+F,M)|PCA32","LateFusion(C+F,M)",late_fusion_candidate,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6884391080617496,0.5407431572165148,0.6873070325900514,0.21907304772532962
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C+F,M)|PCA64","LateFusion(C+F,M)",late_fusion_candidate,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6659005145797599,0.48007257139806647,0.6849056603773584,0.21234002977952915
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C+F,M)|PCA8","LateFusion(C+F,M)",late_fusion_candidate,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.7429159519725557,0.5710544250267218,0.6948542024013722,0.17406023316459504
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C+F,M)|PCA_SELECTED","LateFusion(C+F,M)",late_fusion,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6884734133790738,0.5076053897496418,0.6879931389365351,0.1980132486062051
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C,M)|PCA16","LateFusion(C,M)",late_fusion_candidate,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6681989708404802,0.4953783731234771,0.6528301886792452,0.2001650585034752
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C,M)|PCA32","LateFusion(C,M)",late_fusion_candidate,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6577015437392797,0.49082422923096325,0.6328473413379074,0.20375606050255746
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C,M)|PCA64","LateFusion(C,M)",late_fusion_candidate,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6499142367066896,0.498833623660491,0.6282161234991424,0.2210183838958363
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C,M)|PCA8","LateFusion(C,M)",late_fusion_candidate,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6383533447684391,0.484240197098661,0.6574614065180102,0.20680019678612038
ftv_complete_375,2026,LOCAL0,T3,"LateFusion(C,M)|PCA_SELECTED","LateFusion(C,M)",late_fusion,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.635917667238422,0.47922972844958206,0.6493996569468268,0.21625474232560513
ftv_complete_375,2026,LOCAL0,T3,M_residual|PCA16,M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.48583190394511155,0.2807137840981642,0.4971698113207547,0.2391684375449701
ftv_complete_375,2026,LOCAL0,T3,M_residual|PCA32,M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4730017152658662,0.2887155889748585,0.4879931389365352,0.2484463925649991
ftv_complete_375,2026,LOCAL0,T3,M_residual|PCA64,M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4622984562607204,0.27134888467559304,0.5214408233276158,0.265432654878597
ftv_complete_375,2026,LOCAL0,T3,M_residual|PCA8,M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.4925214408233276,0.28846242756044477,0.5091766723842195,0.2365293324571147
ftv_complete_375,2026,LOCAL0,T3,M_residual|PCA_SELECTED,M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.47241852487135505,0.2766908774578295,0.5133790737564322,0.2626612650159123
ftv_complete_375,2026,LOCAL0,T3,M|PCA16,M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5296740994854202,0.3229183840657627,0.538507718696398,0.22759725611977932
ftv_complete_375,2026,LOCAL0,T3,M|PCA32,M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5103945111492282,0.3097847197281324,0.5172384219554031,0.2431769571781845
ftv_complete_375,2026,LOCAL0,T3,M|PCA64,M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.48548885077186965,0.29156781550861394,0.5449399656946827,0.26586286059013997
ftv_complete_375,2026,LOCAL0,T3,M|PCA8,M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5034305317324186,0.30029613178290027,0.539622641509434,0.2404026158298152
ftv_complete_375,2026,LOCAL0,T3,M|PCA_SELECTED,M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.500754716981132,0.30040986671366243,0.5345626072041166,0.2621226606423417
ftv_complete_375,2026,LOCAL0,T3,M|R16,M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5043567753001715,0.3356713396033526,0.5169811320754717,0.22435914915755814
ftv_complete_375,2026,LOCAL0,T3,M|R32,M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5205145797598627,0.3245573760896134,0.5155231560891937,0.2350173964318385
ftv_complete_375,2026,LOCAL0,T3,M|RAW,M,raw,768,[768],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.525934819897084,0.345116550669754,0.5313036020583191,0.28714717110440646
ftv_complete_375,2026,LOCAL3,T0,C,C,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6966723842195541,0.5362125873999827,0.679073756432247,0.2430950945429407
ftv_complete_375,2026,LOCAL3,T0,C+F,C+F,none,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6880274442538593,0.538897485664505,0.646483704974271,0.2356217123236572
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual|PCA16,C+F+M_residual,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.635746140651801,0.4716935024492214,0.6271869639794168,0.2299694112508656
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual|PCA32,C+F+M_residual,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6414408233276158,0.4424215497073274,0.5933104631217838,0.23859568095615294
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual|PCA64,C+F+M_residual,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5432933104631218,0.31495248013074123,0.5644939965694682,0.29629273233890147
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual|PCA8,C+F+M_residual,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6765694682675816,0.5143645236175076,0.6415094339622641,0.2370846289693135
ftv_complete_375,2026,LOCAL3,T0,C+F+M_residual|PCA_SELECTED,C+F+M_residual,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6491938250428817,0.4866538918037299,0.6393653516295026,0.22837775575368505
ftv_complete_375,2026,LOCAL3,T0,C+F+M|PCA16,C+F+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.635746140651801,0.4682460576315537,0.6091766723842196,0.2332092953261208
ftv_complete_375,2026,LOCAL3,T0,C+F+M|PCA32,C+F+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6428130360205833,0.45916431774417865,0.6091766723842196,0.23782328024921404
ftv_complete_375,2026,LOCAL3,T0,C+F+M|PCA64,C+F+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5389708404802744,0.3123138526030854,0.5671526586620926,0.2943352432141061
ftv_complete_375,2026,LOCAL3,T0,C+F+M|PCA8,C+F+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6553001715265866,0.49614084881432685,0.648713550600343,0.23729801584587998
ftv_complete_375,2026,LOCAL3,T0,C+F+M|PCA_SELECTED,C+F+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6553001715265866,0.4883585337259269,0.635934819897084,0.2308986525940132
ftv_complete_375,2026,LOCAL3,T0,C+F+M|R16,C+F+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6432590051457977,0.4528088665273472,0.6085763293310462,0.21310866337014908
ftv_complete_375,2026,LOCAL3,T0,C+F+M|R32,C+F+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6538593481989707,0.45527136119612444,0.6010291595197255,0.21042943167988062
ftv_complete_375,2026,LOCAL3,T0,C+F+M|RAW,C+F+M,raw,192,[192],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5541166380789022,0.32966634473255374,0.5331046312178387,0.2746834136004967
ftv_complete_375,2026,LOCAL3,T0,C+M|PCA16,C+M,pca,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6178387650085764,0.44660936712968724,0.6122641509433961,0.22932540651722588
ftv_complete_375,2026,LOCAL3,T0,C+M|PCA32,C+M,pca,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6345454545454545,0.4187926912563508,0.6058319039451114,0.23521626791455388
ftv_complete_375,2026,LOCAL3,T0,C+M|PCA64,C+M,pca,64,[64],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5382161234991424,0.3142542845847367,0.5697255574614065,0.27542355373705124
ftv_complete_375,2026,LOCAL3,T0,C+M|PCA8,C+M,pca,8,[8],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6741337907375644,0.5192672984542379,0.6415094339622641,0.2333276610646795
ftv_complete_375,2026,LOCAL3,T0,C+M|PCA_SELECTED,C+M,pca_selected,-1,[-1],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6551972555746141,0.4821934965010539,0.623156089193825,0.22481958340107425
ftv_complete_375,2026,LOCAL3,T0,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6543396226415095,0.4771973641568815,0.6021440823327615,0.21128319120247957
ftv_complete_375,2026,LOCAL3,T0,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.6532761578044597,0.4647661390296144,0.5945969125214408,0.21326626941261156
ftv_complete_375,2026,LOCAL3,T0,C+M|RAW,C+M,raw,192,[192],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5754716981132075,0.35381418256711633,0.5451972555746141,0.25220848621925285
