population,seed,arm,timing,model_key,model_family,representation,dimension,dimension_values,n_folds,fold_sizes,n,n_positive,n_negative,auroc,auprc,balanced_accuracy,brier
ftv_complete_375,3026,LOCAL3,T3,M|R32,M,random_projection,32,[32],5,"{""0"":69,""1"":67,""2"":83,""3"":72,""4"":84}",375,110,265,0.5519039451114922,0.3616188707030066,0.5331903945111492,0.2343408412918155
full_808,2026,LOCAL0,T0,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6903360054579566,0.535067810939786,0.6614054238444482,0.2080823125960606
full_808,2026,LOCAL0,T0,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6752242879072147,0.5212227967506067,0.640293365171414,0.21219194721699183
full_808,2026,LOCAL0,T0,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5199931775541531,0.3674490505334317,0.5078969810677127,0.23423019407239964
full_808,2026,LOCAL0,T0,M|R32,M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5315094661436126,0.3819120944886525,0.5238546819034624,0.24138272457957485
full_808,2026,LOCAL0,T1,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6946341463414634,0.5518100333698033,0.668804366365342,0.20671429894881943
full_808,2026,LOCAL0,T1,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6879822616407981,0.5238767448678936,0.6736790039229064,0.21191328561917896
full_808,2026,LOCAL0,T1,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5286917960088691,0.3828721476625556,0.5471908579225653,0.22698193769910815
full_808,2026,LOCAL0,T1,M|R32,M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5151424185570528,0.35489876174945456,0.5159713457274433,0.2401115721022585
full_808,2026,LOCAL0,T2,C+M|R16,C+M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6770117687190857,0.5358246359318025,0.6543851270680539,0.22187703381909687
full_808,2026,LOCAL0,T2,C+M|R32,C+M,random_projection,32,[32],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.6945318096537608,0.5451645506672729,0.6523725055432372,0.20852660237401957
full_808,2026,LOCAL0,T2,M|R16,M,random_projection,16,[16],5,"{""0"":162,""1"":162,""2"":162,""3"":161,""4"":161}",808,275,533,0.5263448746375575,0.36175317491917003,0.5441344021831827,0.23735167508475544
