population,seed,arm,timing,model_key,n_goal2,auroc_goal2,auprc_goal2,brier_goal2,n_compact_audit,auroc_compact_audit,auprc_compact_audit,brier_compact_audit,_merge,abs_diff_auroc,abs_diff_auprc,abs_diff_brier,pass
ftv_complete_375,3026,LOCAL3,T2,M|RAW,375,0.5672384219554032,0.337394880716367,0.2674942106019725,375,0.5672384219554032,0.33739488071636703,0.26749421060197254,both,0.0,5.551115123125783e-17,5.551115123125783e-17,True
ftv_complete_375,3026,LOCAL3,T3,C,375,0.6966723842195541,0.5362125873999827,0.2430950945429407,375,0.6966723842195541,0.5362125873999827,0.2430950945429407,both,0.0,0.0,0.0,True
ftv_complete_375,3026,LOCAL3,T3,C+F,375,0.7154030874785592,0.5393749537451002,0.192993628182948,375,0.7154030874785592,0.5393749537451002,0.19299362818294807,both,0.0,0.0,8.326672684688674e-17,True
ftv_complete_375,3026,LOCAL3,T3,C+F+M|RAW,375,0.682572898799314,0.4543050472795341,0.2330489494038298,375,0.682572898799314,0.45430504727953414,0.2330489494038298,both,0.0,5.551115123125783e-17,0.0,True
ftv_complete_375,3026,LOCAL3,T3,C+M|RAW,375,0.6503945111492281,0.4077869683222471,0.2463479151797205,375,0.6503945111492281,0.40778696832224715,0.24634791517972057,both,0.0,5.551115123125783e-17,8.326672684688674e-17,True
ftv_complete_375,3026,LOCAL3,T3,F,375,0.6913207547169811,0.4682411335811604,0.1879431858034445,375,0.6913207547169811,0.4682411335811604,0.18794318580344452,both,0.0,0.0,2.7755575615628914e-17,True
ftv_complete_375,3026,LOCAL3,T3,M|RAW,375,0.5625042881646656,0.3459835661122374,0.2818583157905828,375,0.5625042881646656,0.34598356611223746,0.2818583157905828,both,0.0,5.551115123125783e-17,0.0,True
full_808,2026,LOCAL0,T0,C,808,0.6796145318096538,0.5424197284072237,0.2258384791318524,808,0.6796145318096538,0.5424197284072237,0.22583847913185245,both,0.0,0.0,5.551115123125783e-17,True
full_808,2026,LOCAL0,T0,C+M|RAW,808,0.6751492410028995,0.4902866697424476,0.2208923919099607,808,0.6751492410028995,0.49028666974244767,0.22089239190996077,both,0.0,5.551115123125783e-17,5.551115123125783e-17,True
full_808,2026,LOCAL0,T0,M|RAW,808,0.5062118369435442,0.3545284961750732,0.2780097106951712,808,0.5062118369435442,0.35452849617507326,0.2780097106951712,both,0.0,5.551115123125783e-17,0.0,True
