arm,seed_base,fold,state,eigen_index,eigenvalue,explained_fraction,pcr_labels_used
F1,2026,1,z_R,51,0.005685729625513402,7.882215387959861e-05,False
F1,2026,1,z_R,52,0.005606118458272233,7.771849188929578e-05,False
F1,2026,1,z_R,53,0.004625931680266454,6.413001017535161e-05,False
F1,2026,1,z_R,54,0.004557232126335213,6.317761757702451e-05,False
F1,2026,1,z_R,55,0.004194807254550774,5.8153265225586885e-05,False
F1,2026,1,z_R,56,0.003919615600492702,5.433824053549041e-05,False
F1,2026,1,z_R,57,0.0037436604771703633,5.1898947301393866e-05,False
F1,2026,1,z_R,58,0.003518584456122309,4.87786834242568e-05,False
F1,2026,1,z_R,59,0.003347004701627503,4.640004660854783e-05,False
F1,2026,1,z_R,60,0.003120137041142029,4.3254944955305596e-05,False
F1,2026,1,z_R,61,0.003032299236155596,4.203723580677013e-05,False
F1,2026,1,z_R,62,0.0029187883367146053,4.0463616557870035e-05,False
F1,2026,1,z_R,63,0.002722329450838128,3.774007647533016e-05,False
F1,2026,1,z_R,64,0.002597240155461178,3.6005944123230806e-05,False
F1,2026,1,z_R,65,0.0023176165656047447,3.212947881803449e-05,False
F1,2026,1,z_R,66,0.0020996367154692717,2.91075902616509e-05,False
F1,2026,1,z_R,67,0.002010802403738973,2.7876066385177166e-05,False
F1,2026,1,z_R,68,0.0019129155283145168,2.6519045410617037e-05,False
F1,2026,1,z_R,69,0.001754814402571369,2.43272649211009e-05,False
F1,2026,1,z_R,70,0.0016581617490451775,2.29873541566271e-05,False
F1,2026,1,z_R,71,0.0014850752231884545,2.058782873523814e-05,False
F1,2026,1,z_R,72,0.001432833418524809,1.9863592474043438e-05,False
F1,2026,1,z_R,73,0.001393372434809259,1.931653872095778e-05,False
F1,2026,1,z_R,74,0.0012228075566682937,1.6951971293946478e-05,False
F1,2026,1,z_R,75,0.0011231090829979895,1.5569835851216514e-05,False
F1,2026,1,z_R,76,0.0010674445758264766,1.4798150132955013e-05,False
F1,2026,1,z_R,77,0.0009793537042455621,1.3576932682870613e-05,False
F1,2026,1,z_R,78,0.0008754385495162641,1.2136340734962886e-05,False
F1,2026,1,z_R,79,0.0008537151216732097,1.1835185476972056e-05,False
F1,2026,1,z_R,80,0.0007643164189486248,1.0595837360386678e-05,False
F1,2026,1,z_R,81,0.0007290660658617827,1.0107156234422945e-05,False
F1,2026,1,z_R,82,0.0006457830918599609,8.952591416063426e-06,False
F1,2026,1,z_R,83,0.0005976549590789382,8.285383627817431e-06,False
F1,2026,1,z_R,84,0.0005407953304892542,7.497129755504921e-06,False
F1,2026,1,z_R,85,0.0004689696411103201,6.501399055379802e-06,False
F1,2026,1,z_R,86,0.0004355992914820655,6.03878070968652e-06,False
F1,2026,1,z_R,87,0.0003806370741906538,5.27683094523278e-06,False
F1,2026,1,z_R,88,0.0003377756947046619,4.682636976849758e-06,False
F1,2026,1,z_R,89,0.0003000547308783764,4.15970539004681e-06,False
