seed_base,arm,state,endpoint,target,n,n_positive,auroc,auprc,brier,auroc_macro_ovr,accuracy,flip_invariant_decodability
3026,F1,z_R,T3,label_her2,808,201.0,0.5418295671559828,0.28449775704473534,0.24990223220326346,,,0.5418295671559828
3026,F1,z_R,T3,label_hr,808,453.0,0.483928737990859,0.5466501495840519,0.2780371426398748,,,0.516071262009141
3026,F1,z_R,T3,subtype,808,,0.5060644705695929,,,0.5060644705695929,0.2524752475247525,
3026,F1,z_R+z_P,T0,label_her2,808,201.0,0.49324219102182665,0.24726752342088312,0.2871980874508306,,,0.5067578089781734
3026,F1,z_R+z_P,T0,label_hr,808,453.0,0.5291173087087648,0.5747593221992844,0.28500579508656587,,,0.5291173087087648
3026,F1,z_R+z_P,T0,subtype,808,,0.5109498711713572,,,0.5109498711713572,0.2698019801980198,
3026,F1,z_R+z_P,T1,label_her2,808,201.0,0.49741408279852795,0.25104071069539524,0.27709788316785416,,,0.502585917201472
3026,F1,z_R+z_P,T1,label_hr,808,453.0,0.5137766999347076,0.580472162893272,0.27465645310351405,,,0.5137766999347076
3026,F1,z_R+z_P,T1,subtype,808,,0.514414357804504,,,0.514414357804504,0.2722772277227723,
3026,F1,z_R+z_P,T2,label_her2,808,201.0,0.5571811453441197,0.2801458549642492,0.27527887752048746,,,0.5571811453441197
3026,F1,z_R+z_P,T2,label_hr,808,453.0,0.5408699437241551,0.5773557225764376,0.2779999136939774,,,0.5408699437241551
3026,F1,z_R+z_P,T2,subtype,808,,0.5543318842018681,,,0.5543318842018681,0.2933168316831683,
3026,F1,z_R+z_P,T3,label_her2,808,201.0,0.5741555812371422,0.3017968936628673,0.24819880622857685,,,0.5741555812371422
3026,F1,z_R+z_P,T3,label_hr,808,453.0,0.4995553897335448,0.55368006150653,0.29194918742037285,,,0.5004446102664553
3026,F1,z_R+z_P,T3,subtype,808,,0.524128937403229,,,0.524128937403229,0.26113861386138615,
3026,F2,z_P,T0,label_her2,808,201.0,0.4957748325915726,0.2639762564986359,0.27320711483719506,,,0.5042251674084274
3026,F2,z_P,T0,label_hr,808,453.0,0.5533314678357119,0.6059006507464737,0.257652325305433,,,0.5533314678357119
3026,F2,z_P,T0,subtype,808,,0.5282440879004902,,,0.5282440879004902,0.27103960396039606,
3026,F2,z_P,T1,label_her2,808,201.0,0.5213553320711106,0.2651762267092995,0.2589493055301462,,,0.5213553320711106
3026,F2,z_P,T1,label_hr,808,453.0,0.5106488822560085,0.5824020744640321,0.27614325969884274,,,0.5106488822560085
3026,F2,z_P,T1,subtype,808,,0.5174394562365805,,,0.5174394562365805,0.275990099009901,
3026,F2,z_P,T2,label_her2,808,201.0,0.5381330579392986,0.27872218899836254,0.2566129337925831,,,0.5381330579392986
3026,F2,z_P,T2,label_hr,808,453.0,0.5194540310294438,0.5695120168006614,0.265785561580837,,,0.5194540310294438
3026,F2,z_P,T2,subtype,808,,0.5358239767978639,,,0.5358239767978639,0.26732673267326734,
3026,F2,z_P,T3,label_her2,808,201.0,0.5435671723753555,0.2843601392150514,0.2621223570117371,,,0.5435671723753555
3026,F2,z_P,T3,label_hr,808,453.0,0.503659484500824,0.5524410759517784,0.26616164203575565,,,0.503659484500824
3026,F2,z_P,T3,subtype,808,,0.5077177180767086,,,0.5077177180767086,0.2561881188118812,
3026,F2,z_R,T0,label_her2,808,201.0,0.4890621029940905,0.2561914116265906,0.27761175540616223,,,0.5109378970059095
3026,F2,z_R,T0,label_hr,808,453.0,0.5606566551627646,0.6109247623383445,0.25265943555939935,,,0.5606566551627646
3026,F2,z_R,T0,subtype,808,,0.511334717642306,,,0.511334717642306,0.275990099009901,
3026,F2,z_R,T1,label_her2,808,201.0,0.5207488094945372,0.26926418061095514,0.2558371008082335,,,0.5207488094945372
3026,F2,z_R,T1,label_hr,808,453.0,0.5032428566986911,0.5621999384830763,0.27053333033976756,,,0.5032428566986911
3026,F2,z_R,T1,subtype,808,,0.5140316775507254,,,0.5140316775507254,0.25495049504950495,
