arm,seed_base,population,timing,comparison,baseline_model,augmented_model,n,n_positive,n_bootstrap,confidence_level,bootstrap_unit,stratification,random_seed,delta_auroc,delta_auroc_ci_lower,delta_auroc_ci_upper,delta_auprc,delta_auprc_ci_lower,delta_auprc_ci_upper,brier_improvement,brier_improvement_ci_lower,brier_improvement_ci_upper
F1,3026,full_808,T0-T1,factorized_F1_vs_F0_MRI,F0:F0,F1:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,341532,0.008903291830121063,-0.033755244755244745,0.05422104724543742,0.0024416837960800075,-0.03832067842430521,0.04969718555297374,0.03696543585899692,0.02186652730812139,0.05356566841694083
F2,3026,full_808,T0-T1,factorized_F2_vs_F0_MRI,F0:F0,F2:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,342541,-0.004680197850929657,-0.04994900221729486,0.042681732901245106,-0.001572185688611838,-0.046503859231435796,0.04604036659035647,0.026812985212611495,0.008979044839362519,0.04374446667590899
F1,3026,ftv_complete_375,T0-T1,factorized_F1_vs_F0_beyond_CF,F0:C+F+F0,F1:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,343550,-0.02974271012006857,-0.0809982847341338,0.021818181818181737,-0.07951893970441182,-0.1453390482581617,-0.011397694755607571,-0.03139130263994222,-0.053110507246464565,-0.01087251385589527
F2,3026,ftv_complete_375,T0-T1,factorized_F2_vs_F0_beyond_CF,F0:C+F+F0,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,344559,-0.02075471698113196,-0.07476672384219551,0.03489279588336184,-0.0547130538800375,-0.12268346521910808,0.013399624042472358,-0.01604799900095563,-0.03625032578290931,0.003915239167867573
F2,3026,ftv_complete_375,T0-T1,adversarial_F2_vs_F1_full,F1:C+F+z_R+z_P,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,345568,0.008987993138936612,-0.02298627787307026,0.04213036020583188,0.02480588582437432,-0.019107170146721714,0.06287585507431553,0.015343303638986588,0.0016122125023588494,0.02932257547088589
F1,3026,full_808,T0-T2,factorized_F1_vs_F0_MRI,F0:F0,F1:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,346577,0.053767695718915265,0.006399283643186127,0.09931639092614697,0.04930762196544175,0.00306737757896421,0.09785868758047742,0.018994304088441716,0.0007365354072333364,0.03839905363052952
F2,3026,full_808,T0-T2,factorized_F2_vs_F0_MRI,F0:F0,F2:z_R+z_P,808,275,2000,0.95,patient,outer_fold_x_outcome,347586,0.02325771789186437,-0.017554153163909184,0.06367235203820568,0.025510713951274522,-0.014895773082495345,0.06701432524339064,0.018351521771439616,0.00326587328281021,0.03371923592953224
F1,3026,ftv_complete_375,T0-T2,factorized_F1_vs_F0_beyond_CF,F0:C+F+F0,F1:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,348595,0.0074442538593483265,-0.053417667238421944,0.0663833619210978,-0.03504323738567322,-0.11802350748590787,0.04580975399601302,0.004167516559817619,-0.023492593224386578,0.03019932056926597
F2,3026,ftv_complete_375,T0-T2,factorized_F2_vs_F0_beyond_CF,F0:C+F+F0,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,349604,0.003121783876500861,-0.058662950257289945,0.06357204116638085,-0.05245609363868875,-0.13012844608084,0.030051164881035243,-2.9409795778617687e-05,-0.02858498843718843,0.02792517629441784
F2,3026,ftv_complete_375,T0-T2,adversarial_F2_vs_F1_full,F1:C+F+z_R+z_P,F2:C+F+z_R+z_P,375,110,2000,0.95,patient,outer_fold_x_outcome,350613,-0.0043224699828474655,-0.03307032590051451,0.02456260720411663,-0.01741285625301553,-0.05331967127590649,0.019489891304255182,-0.004196926355596237,-0.017572794240074588,0.009201397524935737
