seed,arm,timing,population,fold,model_family,split,selected_dimension,selected_C,validation_selection_auroc,n,n_positive,n_negative,auroc,auprc,brier,calibration_slope,ece10,supplementary
3026,B2,T0_T1,full_808,3,C,test,,10.0,0.7382621951219512,161,55,106,0.7296740994854202,0.6354252946855325,0.18857396196006015,0.6827019692556321,0.09806055972971339,False
3026,B2,T0_T1,full_808,3,M,train,64.0,1.0,0.5929878048780488,526,179,347,0.7381385539259093,0.6056126522809933,0.18821451006767914,1.020657930042546,0.04178534117190107,False
3026,B2,T0_T1,full_808,3,M,validation,64.0,1.0,0.5929878048780488,121,41,80,0.5929878048780488,0.46970216256370556,0.23133672839492203,0.3577687105911188,0.11352497622973089,False
3026,B2,T0_T1,full_808,3,M,test,64.0,1.0,0.5929878048780488,161,55,106,0.6133790737564322,0.43998275370754225,0.23018826868687536,0.40331354072428377,0.10626330213268292,False
3026,B2,T0_T1,full_808,3,C+M,train,8.0,0.01,0.7289634146341464,526,179,347,0.7780979827089337,0.6720508913937512,0.18768103530840496,2.091534640679078,0.10694062582651372,False
3026,B2,T0_T1,full_808,3,C+M,validation,8.0,0.01,0.7289634146341464,121,41,80,0.7289634146341464,0.6000712160578469,0.2004437097170318,1.5135502409272685,0.08735687807596176,False
3026,B2,T0_T1,full_808,3,C+M,test,8.0,0.01,0.7289634146341464,161,55,106,0.7363636363636363,0.61595233837214,0.19666756559346538,1.4874152616960887,0.08344599839861089,False
3026,B2,T0_T1,ftv_complete_375,3,F,train,,0.01,0.7951219512195121,242,67,175,0.6492963752665245,0.42379488541797483,0.21420070640638733,4.517556857842789,0.1397407856232214,False
3026,B2,T0_T1,ftv_complete_375,3,F,validation,,0.01,0.7951219512195121,61,20,41,0.7951219512195121,0.6634236032571947,0.220189958496559,14.047306944505054,0.09719495028793325,False
3026,B2,T0_T1,ftv_complete_375,3,F,test,,0.01,0.7951219512195121,72,23,49,0.5226264418811002,0.34116706887553394,0.2271681403651834,1.3694215980521225,0.10373267138318862,False
3026,B2,T0_T1,ftv_complete_375,3,C+F,train,,0.1,0.8134146341463415,242,67,175,0.8498081023454157,0.7189044623243437,0.13774474917527785,1.628453274580333,0.0843927996092214,False
3026,B2,T0_T1,ftv_complete_375,3,C+F,validation,,0.1,0.8134146341463415,61,20,41,0.8134146341463415,0.7124157867622599,0.17082975427758065,1.0801842585086483,0.184992497058158,False
3026,B2,T0_T1,ftv_complete_375,3,C+F,test,,0.1,0.8134146341463415,72,23,49,0.7577639751552795,0.7100897007658635,0.1767159875122445,0.9257504131405787,0.1285372524762783,False
3026,B2,T0_T1,ftv_complete_375,3,C+F+M,train,32.0,0.0001,0.7841463414634147,242,67,175,0.8620895522388059,0.6899345363494714,0.24817567647577535,182.56761101556881,0.2869584416924649,False
3026,B2,T0_T1,ftv_complete_375,3,C+F+M,validation,32.0,0.0001,0.7841463414634147,61,20,41,0.7841463414634147,0.6794616754300407,0.24896412848974303,141.61817963809446,0.2359730730671556,False
3026,B2,T0_T1,ftv_complete_375,3,C+F+M,test,32.0,0.0001,0.7841463414634147,72,23,49,0.7400177462289264,0.6702696393106856,0.24875990922908484,101.5840196082005,0.1922357742779956,False
3026,B2,T0_T2,full_808,3,C,train,,10.0,0.7382621951219512,526,179,347,0.7572730346304317,0.6388329198189054,0.1807365676125713,1.0015636315025687,0.03226858147433213,False
3026,B2,T0_T2,full_808,3,C,validation,,10.0,0.7382621951219512,121,41,80,0.7382621951219512,0.5750207941682453,0.1911640191886705,0.8443466882472981,0.04276587815625959,False
3026,B2,T0_T2,full_808,3,C,test,,10.0,0.7382621951219512,161,55,106,0.7296740994854202,0.6354252946855325,0.18857396196006015,0.6827019692556321,0.09806055972971339,False
3026,B2,T0_T2,full_808,3,M,train,64.0,1.0,0.5957317073170733,526,179,347,0.7388308405647771,0.583188847719814,0.18968178626863463,1.0193859584771012,0.02273568162432615,False
3026,B2,T0_T2,full_808,3,M,validation,64.0,1.0,0.5957317073170733,121,41,80,0.5957317073170733,0.475278732841949,0.22846423323770498,0.35923649500339455,0.12426317705013751,False
3026,B2,T0_T2,full_808,3,M,test,64.0,1.0,0.5957317073170733,161,55,106,0.6157804459691253,0.4223872843693733,0.23282521525443328,0.3873544466471237,0.10316572755472721,False
3026,B2,T0_T2,full_808,3,C+M,train,16.0,0.1,0.7338414634146342,526,179,347,0.797771803004202,0.6989542489592913,0.16770814316647115,1.1783351873393908,0.02763694270092481,False
3026,B2,T0_T2,full_808,3,C+M,validation,16.0,0.1,0.7338414634146342,121,41,80,0.7338414634146342,0.6120294365259107,0.19316661279676403,0.7836217229152108,0.07547063692917981,False
3026,B2,T0_T2,full_808,3,C+M,test,16.0,0.1,0.7338414634146342,161,55,106,0.7295025728987993,0.6178094015734508,0.19225747336468346,0.7606804252562578,0.11174142200274678,False
3026,B2,T0_T2,ftv_complete_375,3,F,train,,0.1,0.8597560975609756,242,67,175,0.7128358208955223,0.4495826782387834,0.1821503921338352,1.6952281528988384,0.05758813225050804,False
3026,B2,T0_T2,ftv_complete_375,3,F,validation,,0.1,0.8597560975609756,61,20,41,0.8597560975609756,0.7942252504394034,0.18238371359878003,5.049260172034353,0.11994999968610187,False
3026,B2,T0_T2,ftv_complete_375,3,F,test,,0.1,0.8597560975609756,72,23,49,0.6681455190771961,0.46780151175259843,0.20430353922525918,1.325046045115944,0.07192573067474207,False
3026,B2,T0_T2,ftv_complete_375,3,C+F,train,,0.001,0.824390243902439,242,67,175,0.8206396588486141,0.6563389635002982,0.23556378030312378,17.837794657890317,0.2858797332674441,False
3026,B2,T0_T2,ftv_complete_375,3,C+F,validation,,0.001,0.824390243902439,61,20,41,0.824390243902439,0.7388783876585947,0.24026118711317906,21.771581447461973,0.25571931881178417,False
3026,B2,T0_T2,ftv_complete_375,3,C+F,test,,0.001,0.824390243902439,72,23,49,0.7613132209405501,0.6893345702445904,0.239157078845712,13.487619826129515,0.17599276550541423,False
3026,B2,T0_T2,ftv_complete_375,3,C+F+M,train,32.0,0.0001,0.8146341463414634,242,67,175,0.8801705756929638,0.7356129952635657,0.24800204250205027,185.04552003897567,0.3322438763781412,False
3026,B2,T0_T2,ftv_complete_375,3,C+F+M,validation,32.0,0.0001,0.8146341463414634,61,20,41,0.8146341463414634,0.7313485734538367,0.24876554806825824,166.00044370649405,0.3014782184813125,False
3026,B2,T0_T2,ftv_complete_375,3,C+F+M,test,32.0,0.0001,0.8146341463414634,72,23,49,0.800354924578527,0.7400691005875826,0.24843808568535813,120.80390068189965,0.23368177696037162,False
3026,B2,T0_T3,full_808,3,C,train,,10.0,0.7382621951219512,526,179,347,0.7572730346304317,0.6388329198189054,0.1807365676125713,1.0015636315025687,0.03226858147433213,True
3026,B2,T0_T3,full_808,3,C,validation,,10.0,0.7382621951219512,121,41,80,0.7382621951219512,0.5750207941682453,0.1911640191886705,0.8443466882472981,0.04276587815625959,True
3026,B2,T0_T3,full_808,3,C,test,,10.0,0.7382621951219512,161,55,106,0.7296740994854202,0.6354252946855325,0.18857396196006015,0.6827019692556321,0.09806055972971339,True
3026,B2,T0_T3,full_808,3,M,train,64.0,0.0001,0.653658536585366,526,179,347,0.7291388276206268,0.5636295270290894,0.24851966949354168,101.3056793122562,0.19136650821592463,True
